Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
132086	-0.7056486321	-0.6295091517	-0.5690243385	-0.5022689057	-0.4383913372	-0.3917129543	-0.3468252545	-0.3009010206	-0.2701079832	-0.2394866974	-0.208255349	-0.1848735365	-0.1670296353	-0.138026822	-0.1247294426	-0.1014618581	-0.09119790708	-0.07880148652	-0.06332893296	-0.05165966474	-0.03812345248	-0.03440005066	-0.0234128919	-0.01272500399	-0.003239774579	0.00247031771	0.01328848041	0.01134304534	0.0230612587	0.03259088972	0.02966367136	0.03773287441	0.04308904701	0.04522718963	0.0513159018	0.06001154885	0.04945427537	0.05256180466	0.05739778129	0.05567395074	0.06269461686	0.05967561998	0.06236447696	0.06972990487	0.07304855858	0.08031514928	0.08579194656	0.08258397267	0.08607617911	0.08871900188	0.08705448764	0.07428388459	0.09708300319	0.0898222067	0.08457401105	0.08761211882	0.09252307939	0.09272360303	0.08275294994	0.1041066905	0.09416665784	0.08411779019	0.09105006755	0.07627410179	0.08331018558	0.0746369237	0.07857156952	0.06447105657	0.05569479084	0.04745573723	0.04491033567	0.03465251999	0.06552552929	0.01835701716	0.03149609881	0.07426800314	0.07887972021	0.09033655401	0.1236919983	0.1164109385	0.1331635435	0.1081635768	0.1357010511	-0.6500165579	-0.429589419	-0.2193135204	-0.00879617554	0.2031222347	0.417249109	0.6210697388	0.6159594304	0.4902748262	0.4006367512	0.3176886506	0.273507797	0.2771917539	0.3080133889	0.3670117578	0.4345876631	0.4822501932	0.4978276534	0.5055407549	0.5209303578	0.5381038045	0.5634698328	0.5911976717	0.6221218715	0.6234354031	0.6006681953	0.5780676146	0.5567268921	0.542930886	0.5337997206	0.5352180341	0.5463881511	0.5590422208	0.5699253996	0.5723761258	0.5700017554	0.5731137664	0.5679782357	0.5633933133	0.554889925	0.5426079853	0.5290378463	0.5141672533	0.4912842274	0.4560788725	0.4260744321	0.4027981986	0.3869144682	0.3772633041	0.3689979517	0.3689746361	0.367189811	0.3713643755	0.3589569895	0.347069377	0.3328536528	0.3171770834	0.3021533771	0.2999048166	0.2981522364	0.2934064139	0.2756410413	0.2519355095	0.2144221136	0.1700375002	0.1150045137	0.05517956303	-0.0125927657	-0.08995800459	-0.1830189233	-0.3019278038	-0.4523499661	-0.6205127518	-0.8160270554	-1.008781013	-1.201262609	-1.379185147	-1.534014424	-1.681606666	-1.803515326	-1.889984525	-1.963020182	-2.007923938	
132336	-0.6956599832	-0.6304356838	-0.5646592363	-0.5016195358	-0.441594108	-0.3924002468	-0.3502677845	-0.3039292903	-0.273887066	-0.2368109196	-0.2095284992	-0.184869774	-0.1673548037	-0.1400237713	-0.122627164	-0.1022698337	-0.09082647586	-0.07892944058	-0.06289382831	-0.05096175322	-0.03768180872	-0.03360520131	-0.02270031786	-0.01280787098	-0.00310740923	0.002794029941	0.01284415545	0.01243682278	0.02340145318	0.03197091995	0.03130584507	0.03878784848	0.04368398359	0.04579541179	0.05230820222	0.0598759975	0.04984449652	0.05346331054	0.05767814464	0.05673349677	0.06369228583	0.06031613822	0.06315862284	0.07071726473	0.0735012675	0.08105187801	0.08633115107	0.0829311694	0.08661064435	0.0896649362	0.08810022025	0.07489383856	0.09760704617	0.09061235285	0.08534729044	0.08840339122	0.09372129026	0.09322976402	0.08297638166	0.1053085433	0.09416852474	0.08479081387	0.0920668702	0.07678905274	0.08417541977	0.07633317691	0.07907353272	0.06542723048	0.05682588211	0.04759721421	0.04655221193	0.03628232823	0.06491867497	0.01933329794	0.03332678475	0.0748307907	0.08038322023	0.09123920825	0.1246595413	0.1169905013	0.1336336927	0.1076721025	0.1369063623	-0.2943569304	-0.1530896945	-0.0213570578	0.1396579622	0.2989301829	0.4877316184	0.6869196847	0.7592109622	0.6297199855	0.5254948165	0.4286431075	0.3596358069	0.3418023637	0.3564825124	0.3964043002	0.4604770368	0.5125099671	0.5340954328	0.5401200333	0.5453436609	0.5592801904	0.5799956243	0.6054066306	0.6321807367	0.6470526239	0.626774035	0.602721966	0.5819835021	0.5623449111	0.5504007282	0.5485457688	0.5550977894	0.5665404832	0.5790604953	0.5836311571	0.5799738958	0.5789247204	0.5752005135	0.5693452272	0.5588106612	0.5461988835	0.5296115199	0.5140146666	0.493541284	0.4650887327	0.4347821328	0.4123235684	0.395731328	0.3838305611	0.3732954736	0.3714908516	0.3688520269	0.3725683943	0.3628382829	0.3516917732	0.3374221522	0.3205214879	0.3038615013	0.3016282856	0.2981206812	0.2962829982	0.284817017	0.2618324925	0.2257542755	0.1801708343	0.1242286032	0.06272667371	-0.007374741448	-0.08742474141	-0.1796880401	-0.2943105072	-0.4418015158	-0.6121682753	-0.8092525692	-1.003291704	-1.198757882	-1.379371331	-1.527867549	-1.660624372	-1.780786865	-1.863396384	-1.93677681	-1.986530408	
132587	-0.696791301	-0.6273745621	-0.5620950561	-0.4963646959	-0.4376033055	-0.3900845454	-0.3454073304	-0.3030356273	-0.2704125875	-0.2361022018	-0.2080092497	-0.1860258799	-0.1672298225	-0.1386915479	-0.1248951381	-0.1017139079	-0.08892763924	-0.07798928292	-0.06364496356	-0.05055850866	-0.03785121326	-0.03284624148	-0.02293754982	-0.0135622278	-0.002448153753	0.003416974284	0.01284381458	0.01232690224	0.02363440234	0.03247118221	0.03047416823	0.03835977711	0.04400632876	0.0455662379	0.05159313686	0.06004043706	0.04946158386	0.05313473982	0.05711079276	0.05648487878	0.06327028442	0.06014112336	0.06302338384	0.07031940624	0.07314320644	0.08095561146	0.08639587712	0.08302497778	0.08683112301	0.08925457493	0.08787810675	0.07492710933	0.09741115515	0.09015005167	0.08541328891	0.08816354284	0.09365072126	0.09315774483	0.08338651233	0.1043427128	0.09441018394	0.08499838166	0.09154328762	0.07660573522	0.0833272258	0.07540767405	0.07983887531	0.06453381463	0.0570944781	0.048623954	0.04605302303	0.03536983286	0.06607922569	0.02026983493	0.0333267471	0.07483043101	0.08152093851	0.09145270889	0.1226115081	0.118142943	0.1331658775	0.1081643171	0.1370733965	0.1172482059	0.1987957792	0.2546092524	0.3396963613	0.4587251394	0.6244904925	0.7962364744	0.8874481282	0.7763191807	0.647930699	0.5299132771	0.4459068823	0.4100368685	0.4092461534	0.4443786704	0.4959485016	0.5477316647	0.5723224903	0.5765254419	0.5772444937	0.586519665	0.6032946259	0.623560353	0.6486574452	0.666875994	0.6520513845	0.6270946393	0.6042661467	0.5835023368	0.5669670398	0.5617461746	0.5669210724	0.5746907747	0.5874309257	0.5935487191	0.5902786938	0.5887999177	0.5845521603	0.5794378103	0.5675882253	0.5536364933	0.536255215	0.5195086395	0.4993120328	0.4748577206	0.4450172092	0.422618193	0.4064346617	0.3939616335	0.3823638297	0.3783980308	0.3747981135	0.3779880552	0.3688455354	0.3595339345	0.3449411925	0.32741375	0.3108173067	0.3075092567	0.3023490074	0.3021060967	0.2944518588	0.2740688625	0.2376999521	0.1939155046	0.1379349376	0.07432643808	0.002157886986	-0.07806072602	-0.1707781339	-0.2830954879	-0.4303556162	-0.597307398	-0.7951226911	-0.989835303	-1.184398155	-1.367461428	-1.514392942	-1.636183535	-1.754893867	-1.832194342	-1.906150383	-1.95599763	
132837	-0.6945283471	-0.6304361773	-0.5672265513	-0.5016197031	-0.4389341989	-0.3912427907	-0.3468235103	-0.3060673242	-0.2712045883	-0.2377930743	-0.2082529773	-0.1854481374	-0.1665006274	-0.1382077842	-0.121909506	-0.10090501	-0.09008611439	-0.07777674893	-0.06170772423	-0.04938634748	-0.03703607893	-0.03275035235	-0.02261063225	-0.01143847165	-0.00210719627	0.004834219545	0.01392498287	0.012750106	0.02467205265	0.03370792478	0.03145589023	0.03957627615	0.04465151258	0.04641111683	0.05277507732	0.06157715581	0.05138072593	0.05497109051	0.05923638572	0.05771942137	0.06526152538	0.06144361439	0.06497530246	0.07152335999	0.07456192787	0.08281086219	0.08775544638	0.0845651358	0.0879288115	0.0910807439	0.08951868793	0.07603803389	0.09923731624	0.09162928692	0.08675208958	0.08991618794	0.0947070779	0.09427671518	0.08435486099	0.1063618594	0.09556893044	0.08579659146	0.09348650411	0.07828748349	0.08569091313	0.07658070329	0.08051638209	0.0665620012	0.05807001648	0.04922573959	0.04702050181	0.03619486496	0.06695002138	0.02091612396	0.03510741096	0.07641592661	0.08166664867	0.09254318434	0.1247757176	0.119482453	0.1342449713	0.1089600165	0.1377589737	0.2281148467	0.3082902059	0.304947347	0.4014740224	0.5067751661	0.6438797694	0.8127598998	0.9173889069	0.8096351785	0.6736279314	0.5592633119	0.4730280768	0.4226255968	0.4231812427	0.4536118369	0.5022411091	0.5554432277	0.579293692	0.5845112685	0.5838248707	0.5918922617	0.6069903453	0.6270522375	0.6507466079	0.6718294598	0.6571985578	0.6322448546	0.6098213961	0.5879641332	0.5715781352	0.5646643444	0.5694124336	0.5782674998	0.5895296697	0.5958753578	0.5929962197	0.5915828446	0.5895363363	0.5828170808	0.5714340862	0.5563905015	0.5392963175	0.5226932933	0.5023934285	0.4779224861	0.447811702	0.4258774218	0.4084222382	0.396210178	0.3843923098	0.3808747832	0.3772744651	0.380542925	0.3720920153	0.3626641593	0.3482270613	0.3308989987	0.3142247747	0.3104802218	0.3066028047	0.3052956069	0.2987044338	0.2773271483	0.2423502545	0.1970034502	0.1416192181	0.07767206982	0.006007359173	-0.0741494642	-0.1675779022	-0.2784375419	-0.4247392277	-0.5913650746	-0.7893239611	-0.9836804216	-1.179265932	-1.360082368	-1.508433169	-1.628496511	-1.74588217	-1.826104695	-1.897898617	-1.946948812	
133086	-0.6893801694	-0.6231064145	-0.5610686938	-0.4985470044	-0.4381478128	-0.3849814092	-0.344180466	-0.2978644735	-0.264251204	-0.234244714	-0.2032969375	-0.1811799933	-0.1628029608	-0.1348191343	-0.1190889545	-0.09862824088	-0.08647340275	-0.07410439239	-0.06012700266	-0.0465268468	-0.03458939649	-0.03012309634	-0.01958553575	-0.01018291416	-0.0002132447437	0.00607483351	0.01599187869	0.01499291565	0.02710320591	0.03442315137	0.03376917611	0.0416285032	0.04729604373	0.04927258723	0.05502451004	0.06315064798	0.05160743364	0.05543430555	0.05991830554	0.05828135542	0.06579818485	0.06222051841	0.06510271672	0.0726076422	0.07540496392	0.08358222551	0.08848621638	0.08532041182	0.08855665991	0.09155380894	0.09008720423	0.0767476522	0.09953157295	0.0926190809	0.08712286212	0.09015781862	0.09579940863	0.09550458169	0.08539922921	0.1069426734	0.09621039972	0.08675522119	0.09343860711	0.07810475141	0.08654002627	0.07759932186	0.08153323388	0.06652016833	0.05869646603	0.04993817563	0.04719524559	0.03854063202	0.06811884072	0.01995320812	0.03515842805	0.07805366689	0.08159473332	0.09183235058	0.1258589955	0.118274303	0.1348578993	0.1107411769	0.13844544	0.06609422797	0.1676284884	0.2111893925	0.3091749854	0.4405056108	0.5787832635	0.7582766864	0.8684032272	0.7663949269	0.6393687353	0.5317118549	0.44438039	0.4015628545	0.4004064085	0.4340183663	0.4844052899	0.5372370528	0.567090614	0.570167329	0.5714015914	0.5812841181	0.5971452624	0.616717045	0.6406680625	0.6639361639	0.6502494076	0.624549454	0.6034995948	0.5816162849	0.5641278097	0.5585082222	0.563678444	0.5724690068	0.5838751084	0.5909980282	0.5878619644	0.5903864044	0.5870055224	0.5807335898	0.5693702785	0.5550421212	0.538021089	0.5206158166	0.4998009313	0.4770199546	0.4471018438	0.4248215237	0.4084526329	0.3954380711	0.3830993321	0.3791868509	0.3757711087	0.3781176519	0.3700258301	0.3605596396	0.3464931014	0.3287873256	0.3116809448	0.3081650923	0.3035017425	0.3022861987	0.2967123622	0.2751051186	0.2393981574	0.1959440666	0.1392537751	0.07602742519	0.003190659442	-0.07691802133	-0.1713537696	-0.2822943677	-0.4281842026	-0.5949330063	-0.7930124177	-0.9878669267	-1.184156511	-1.365219541	-1.515089029	-1.634390978	-1.74906735	-1.830137013	-1.901979417	-1.952812058	
133336	-0.7019457648	-0.6285759288	-0.5620928227	-0.5053384174	-0.441593008	-0.3919318888	-0.3488505217	-0.305366371	-0.2713806247	-0.2382279783	-0.2086459717	-0.1852259441	-0.167882097	-0.1396582348	-0.1242859346	-0.1004501913	-0.09082612873	-0.07751881854	-0.06408009462	-0.04986147696	-0.03666173761	-0.03309890951	-0.02269985781	-0.01196862847	-0.001896126704	0.003541039635	0.0147482612	0.01339351984	0.02488240383	0.03336764745	0.03143431452	0.03995048782	0.04512099149	0.04731555834	0.05287992357	0.06099211473	0.05126867547	0.05460091413	0.05883480423	0.05740771298	0.0646751199	0.0615820163	0.06467956609	0.07176059551	0.07446609615	0.0822994347	0.0876313024	0.08450453681	0.08796208561	0.0909872367	0.08923576802	0.07572275192	0.09891070169	0.09222727557	0.08638716945	0.08919381785	0.09505975389	0.09481805787	0.08435583123	0.1060126329	0.0961671196	0.08546154948	0.09300529598	0.07800896879	0.08558701569	0.07606194572	0.08009000079	0.06660568671	0.05838691624	0.04905040566	0.04713471088	0.03749828673	0.06695756912	0.01964629665	0.03515842805	0.07682610819	0.08197404203	0.09195118376	0.1243516653	0.1181443295	0.1353252709	0.1096413377	0.1377597453	-0.2395436486	-0.0590586697	0.02521364492	0.1493534771	0.2905148193	0.4690697172	0.6441749902	0.7797037155	0.6887225835	0.5714986023	0.4771590061	0.3954646955	0.3611949282	0.360164143	0.3976532859	0.4521778449	0.5087177242	0.5375573637	0.5448544634	0.5475121676	0.5585887679	0.5781341113	0.5991126743	0.6237143947	0.6465808213	0.6350446435	0.6113120375	0.5899485871	0.5698100264	0.5538280927	0.5488371421	0.5545895967	0.5630321762	0.5755392511	0.5822734709	0.5811818886	0.5819911562	0.5800668008	0.5739818211	0.5618078673	0.5492269709	0.5305613732	0.5137520719	0.4938011427	0.4710769058	0.4414512789	0.4184434226	0.4022789892	0.3897916061	0.3774344637	0.3733757499	0.3696359031	0.372696643	0.3638877813	0.3552972153	0.3406028747	0.3229942592	0.3054375502	0.3022647935	0.2977397065	0.2959712381	0.2904282187	0.2690081583	0.2328901975	0.1890119846	0.1312605167	0.06818860144	-0.004100196183	-0.0846563756	-0.1793828778	-0.2921174901	-0.437124763	-0.6055289838	-0.8035523483	-0.9988966487	-1.196071307	-1.379193405	-1.52746899	-1.646792938	-1.764094292	-1.844223981	-1.916763339	-1.967204363	
133587	-0.6919524683	-0.6243157821	-0.5603016763	-0.4941832433	-0.4357272428	-0.387301393	-0.3443932937	-0.3039302732	-0.2677294711	-0.233702475	-0.2076152614	-0.1850914224	-0.1654448494	-0.1374225308	-0.1219096775	-0.1000960803	-0.08971596903	-0.0772228595	-0.06182662861	-0.0492037925	-0.03734325951	-0.03278509605	-0.02142571221	-0.01085367096	-0.001345714973	0.004258802254	0.0134261046	0.0136800484	0.02481677488	0.03438375168	0.03224250442	0.03958820438	0.0453072935	0.04755211108	0.05334594555	0.06151215647	0.05083495908	0.05431402719	0.0586205036	0.05746214243	0.06409988207	0.06094228405	0.06377864527	0.07120039016	0.07401421343	0.08194718885	0.08683534631	0.08406107341	0.08736342022	0.08981751779	0.08841256415	0.07537210165	0.09796463615	0.09123743703	0.08601630445	0.0887470349	0.0941785819	0.09344612398	0.08319980936	0.1055839495	0.09548639953	0.08499827919	0.0922048792	0.07717152971	0.08469377012	0.07558669603	0.0800894989	0.0655214651	0.05713468823	0.04777268164	0.04631730335	0.03539139655	0.06665951969	0.01995184465	0.03294033038	0.07534015354	0.08152062272	0.09095475183	0.123152206	0.1181424808	0.1342445823	0.1085048248	0.136053382	-0.2395794583	-0.05898233944	0.02536749904	0.1494194103	0.2947161787	0.4615102266	0.6410723039	0.7794399697	0.6936838934	0.5736537917	0.4771613057	0.3986429829	0.3582851176	0.3614759436	0.394077075	0.4522177711	0.5058055928	0.5384194372	0.5456119567	0.5482618978	0.5605762764	0.5775744263	0.5991098721	0.6247458941	0.6465778936	0.6359617071	0.6125375724	0.5911662317	0.5709183424	0.5541057011	0.5492234212	0.5539175572	0.5626832716	0.5752971071	0.5825253314	0.5811791031	0.5801749248	0.5787441653	0.5728979091	0.5612769679	0.5473480866	0.5302606804	0.5126994601	0.4924635866	0.4699689561	0.4400527334	0.4181616057	0.4012409585	0.389175596	0.3762948876	0.3724000747	0.369536954	0.371936558	0.3636306722	0.3542384454	0.3394402993	0.3220506643	0.3048838093	0.301365094	0.2961865461	0.2946326878	0.2888363189	0.2677432464	0.2317674023	0.1884509426	0.1308928708	0.06720336032	-0.006398996919	-0.08646750063	-0.1810093519	-0.2928482379	-0.4396614378	-0.6067761986	-0.8054297607	-1.000208081	-1.197533836	-1.380959357	-1.529057286	-1.650155529	-1.766174025	-1.848011508	-1.918882734	-1.970803217	
133837	-0.705654919	-0.6295061902	-0.5654324271	-0.5016197031	-0.4434721515	-0.3921779973	-0.344393003	-0.3051733695	-0.270719784	-0.2363746346	-0.2097729182	-0.1856687944	-0.1657715651	-0.1386915479	-0.1234023735	-0.1011579276	-0.09119686555	-0.07871715096	-0.06364496356	-0.05165843498	-0.03870190722	-0.03360532679	-0.02302749219	-0.0135622278	-0.0032382562	0.002198155151	0.01296030379	0.01214927841	0.02323218896	0.03219064911	0.02993065606	0.03869955627	0.04373574768	0.04535805184	0.05126974838	0.06004043706	0.04950561225	0.05269701925	0.0569387607	0.05602823905	0.06279857371	0.05940267616	0.06252874449	0.06973196284	0.07265920862	0.08060502386	0.0860486059	0.08264813478	0.08620128028	0.08868831016	0.08680168991	0.07431907417	0.09691920906	0.08949380235	0.084339423	0.0876482051	0.09273545637	0.09193074501	0.08260355443	0.1043405469	0.0931300357	0.08445553009	0.09140522911	0.07513216828	0.08381762253	0.07490947509	0.07839607255	0.06502321874	0.05615965486	0.04688550072	0.04605302303	0.03402390469	0.06580297317	0.01836431683	0.03015280297	0.07447195989	0.08001943329	0.08875033467	0.1227276644	0.116860265	0.1319428229	0.1076719791	0.1362207629	-0.06252966537	0.04522605509	0.1201919296	0.2284376086	0.3583764141	0.5138491994	0.6938551787	0.8207090401	0.7313037437	0.61165411	0.5079879827	0.4237743794	0.3876591108	0.3828359152	0.4158379119	0.4645929486	0.5201081525	0.5505572826	0.5566821628	0.5606203807	0.5692141953	0.586732378	0.6071105966	0.6322019777	0.6535041776	0.6433513249	0.6198615221	0.5967308226	0.5768808294	0.5604070718	0.5546867777	0.5585233724	0.5676491637	0.5790014781	0.5869147953	0.5850433676	0.5829517925	0.5813304592	0.5748231366	0.5635157346	0.5484724162	0.5309388426	0.513907328	0.493952144	0.4709695464	0.4419086713	0.4201114561	0.4035531882	0.3910725037	0.3781925308	0.3746284463	0.370354082	0.3734815102	0.3655704908	0.3564708826	0.3416911839	0.3246505893	0.3072831487	0.3025604132	0.2989419114	0.2969327838	0.2926398542	0.2716446765	0.2356075386	0.1918911106	0.1347267773	0.07026943519	-0.002158032267	-0.0835230602	-0.1778822105	-0.2892033729	-0.4351133569	-0.6025750814	-0.8001226918	-0.9954595712	-1.191884446	-1.375380337	-1.524996109	-1.643964358	-1.757736633	-1.839772943	-1.911052149	-1.960444545	
134086	-0.7030790401	-0.6325682989	-0.5697955142	-0.4994370599	-0.4472303345	-0.3935587293	-0.350671736	-0.3057179827	-0.2708977881	-0.2394845013	-0.2097733134	-0.1852280938	-0.1670286942	-0.1393579366	-0.1248953096	-0.1037868319	-0.09082682301	-0.0791420705	-0.06419924453	-0.05165863993	-0.03849707589	-0.0351584125	-0.02368169101	-0.01316998245	-0.00347758926	0.002944244436	0.01244192885	0.01183547664	0.0228296345	0.03197044315	0.0305315042	0.03793175146	0.04376675358	0.04564508254	0.05129734593	0.05921623907	0.04953013231	0.05315883836	0.05740623111	0.05611627538	0.06379370104	0.0601408013	0.0630500983	0.07018654931	0.07313870159	0.08101818071	0.08664794882	0.08299210386	0.08651272356	0.08953743206	0.08762329027	0.07492196529	0.09776890313	0.090017394	0.08520947844	0.08843776851	0.09361530327	0.09315722427	0.08264093939	0.1048086175	0.09400910449	0.08445746993	0.09150101734	0.07637864875	0.08378894867	0.07540748792	0.07971340126	0.06488530285	0.056118958	0.04833767344	0.04631730335	0.03534768482	0.0669429034	0.01931662153	0.03257927067	0.07365377152	0.08076196933	0.09005400105	0.1221864772	0.1171193843	0.1326980077	0.1076718557	0.1353511416	0.1767573069	0.2691328831	0.2860890332	0.3703824997	0.476382366	0.6286279232	0.7989891449	0.9079245702	0.7996370741	0.6650107639	0.5519508379	0.4650064449	0.4198898514	0.4168401492	0.4477806073	0.5001416137	0.5496910066	0.5775438142	0.5813231997	0.5816617341	0.589192256	0.606396633	0.6258875817	0.648617061	0.6698937489	0.6557899799	0.6314099327	0.6086786975	0.5860435922	0.5693978907	0.5630422215	0.5675585844	0.576177891	0.5879689869	0.594341986	0.5912459345	0.5859359814	0.5839990321	0.5775105218	0.5656729988	0.5518393259	0.5345988051	0.5170879489	0.4970026347	0.4743825362	0.4447274498	0.4222831199	0.4058088451	0.3929688297	0.3810383461	0.376766122	0.3729833325	0.376317457	0.3679533094	0.3586698306	0.3446184701	0.3267275595	0.3096259637	0.3065735375	0.3013525032	0.3007459291	0.2948955548	0.2738952296	0.2386159453	0.1937119713	0.1371965865	0.07305996215	0.001697114158	-0.07974440643	-0.1738693489	-0.2851531212	-0.4302834453	-0.5983535091	-0.7956658195	-0.9907313394	-1.187018827	-1.369131526	-1.517172559	-1.637553124	-1.752912795	-1.832775949	-1.9047202	-1.955010476	
134336	-0.7005025505	-0.6304366708	-0.5592759365	-0.4991946921	-0.4426906177	-0.3933370319	-0.3451967283	-0.305523681	-0.2707201918	-0.2356656652	-0.2093793187	-0.1821184589	-0.1674313906	-0.1385727481	-0.1244532962	-0.101056689	-0.09059600444	-0.0787172848	-0.06313189864	-0.05008307442	-0.03751264765	-0.03234023005	-0.02222673196	-0.01200028804	-0.002846657846	0.003861622232	0.01397002271	0.01332466658	0.02471209302	0.03298733458	0.03107512931	0.0386779297	0.0445786341	0.04659852583	0.05263111142	0.06122853975	0.0499816378	0.05350534778	0.05732381317	0.05618045227	0.06355109036	0.05986591555	0.06291523881	0.07028446493	0.07353011017	0.08111407752	0.0863305697	0.08333968738	0.08679839526	0.08953743206	0.08768515554	0.07479754035	0.09757317969	0.09028230343	0.08524650723	0.08778311304	0.09326327426	0.09315722427	0.082976252	0.1048086175	0.0941290679	0.08474948783	0.0921147063	0.07766072939	0.08421927214	0.07565527473	0.07928666631	0.06498008322	0.05705382445	0.04766274165	0.04507646832	0.03612916378	0.06607901029	0.01806740228	0.03268018338	0.07600650622	0.07940580726	0.09114406419	0.1227274198	0.1165429739	0.1337771561	0.1076718557	0.1372404811	0.9440863826	0.8134959112	0.721856114	0.7504691565	0.8210216099	0.9424035733	1.08749867	1.116288813	0.9369588535	0.7742329441	0.6469219332	0.5504625118	0.4995774787	0.5000781533	0.5302461854	0.579613721	0.6221784822	0.6347819951	0.6293769532	0.6285419141	0.636993546	0.6490812333	0.6683583288	0.692499313	0.70280813	0.6794536255	0.6524575826	0.627018088	0.6051415587	0.5903597914	0.5838468194	0.588230995	0.5976861972	0.6076031346	0.6109504709	0.6063325063	0.6028697201	0.5987560987	0.5912507916	0.5797771238	0.5660702393	0.5488927783	0.5314970068	0.5107751019	0.4850818815	0.4541304192	0.4320438299	0.414278255	0.4016470171	0.3905421719	0.3873640429	0.3844892144	0.3885977535	0.3790385421	0.3692771478	0.3545711021	0.3378323447	0.3214204447	0.318733408	0.3152369954	0.3144838452	0.3055219019	0.2842976265	0.2486055421	0.2050669746	0.149893199	0.08761052944	0.01758614228	-0.06125279048	-0.1540493023	-0.2657847296	-0.4111970292	-0.5770391367	-0.7744327757	-0.9662769332	-1.160493994	-1.339311107	-1.48540439	-1.609160715	-1.726379234	-1.806300772	-1.878377531	-1.926226233	
134587	-0.7068000243	-0.6325658313	-0.5672235735	-0.5053382501	-0.4472275846	-0.3907738601	-0.3506702826	-0.3044723244	-0.2712029572	-0.2387732743	-0.2104092449	-0.1860237302	-0.1690140854	-0.1385083103	-0.1253364167	-0.1032299609	-0.09068651976	-0.07867128321	-0.06451527721	-0.05195058043	-0.03839416747	-0.03436376619	-0.02293662972	-0.01369961415	-0.002737049232	0.002898005571	0.01336311145	0.01232784744	0.02376441528	0.03211525282	0.02957351811	0.03925905518	0.04306038718	0.04569651008	0.05171016563	0.0600417252	0.0497573216	0.05361603564	0.05787518966	0.0568228314	0.06369324565	0.06016806296	0.06308797884	0.07038409771	0.07333401926	0.08146953038	0.08652193855	0.08318257155	0.08701745565	0.08960084721	0.08825754684	0.0747940149	0.09743739464	0.09044665796	0.08534506759	0.08867850534	0.09372189692	0.09315817142	0.0832370523	0.105080487	0.09437085511	0.08520857417	0.09154936193	0.07708482299	0.08445760349	0.07477573234	0.08034749651	0.06524771459	0.05612005586	0.0488013359	0.0457896662	0.03560961421	0.0669577845	0.01868320357	0.03234442063	0.07524084676	0.07978673077	0.09074203903	0.1231534294	0.1175682981	0.13331162	0.1070286095	0.135185388	1.206918206	0.9832845626	0.890372704	0.8876018082	0.9472792423	1.04921764	1.188492691	1.186004226	0.976095374	0.8099784275	0.6714244414	0.5733209875	0.5270143197	0.5299505862	0.5596568993	0.6042995186	0.6437037773	0.6525666962	0.6479969183	0.6455492664	0.6498523746	0.6634537559	0.6828335947	0.7048805534	0.7133788137	0.6859717772	0.6589632491	0.6318596191	0.6099767248	0.5941769154	0.5907297971	0.5953480359	0.6036684642	0.6141648468	0.6150332394	0.610171157	0.6106069476	0.6047069031	0.5973997131	0.5859685701	0.57241646	0.5547041739	0.5379964491	0.5175272275	0.4889606394	0.4583343883	0.4350376826	0.4176105249	0.4060536797	0.394917467	0.3922543701	0.3895510328	0.3932880741	0.3839246006	0.3732825775	0.3591603533	0.3423098779	0.3265542863	0.3242706592	0.3207784204	0.3204956323	0.3103358023	0.2880449464	0.2529948213	0.2090785965	0.1542784019	0.09333758822	0.02336419044	-0.05436438034	-0.1457123938	-0.2567587515	-0.4040790518	-0.5704079209	-0.765137689	-0.9565529103	-1.149616908	-1.326896929	-1.471678654	-1.599923366	-1.717635495	-1.797745093	-1.86813758	-1.915245052	
