Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1297514	2.430022803	2.525091458	2.596117887	2.661383415	2.736576793	2.806089614	2.866652946	2.926952929	2.970096453	3.024879369	3.08260107	3.135461918	3.181188801	3.261764639	3.310393654	3.367214282	3.405707378	3.441256926	3.474962622	3.503574581	3.533824763	3.535731075	3.543939075	3.547228496	3.555440956	3.543604853	3.538252269	3.52244278	3.527147625	3.52841562	3.503110379	3.49347213	3.482301045	3.460490213	3.447737102	3.4492905	3.513619215	3.537178136	3.546195124	3.542343228	3.55145177	3.540408203	3.512225206	3.492900656	3.473883405	3.443402657	3.43629469	3.404870226	3.395827055	3.379406298	3.364932618	3.302685938	3.320468998	3.279932238	3.238710277	3.193452218	3.179640544	3.142110383	3.105042786	3.130843435	3.093721689	3.061684119	3.055418427	3.012942933	2.995854799	2.958815537	2.913899493	2.817338332	2.721522113	2.61153119	2.498945496	2.346488028	2.227909466	1.968930418	1.779896699	1.637584247	1.490476383	1.355683331	1.297762338	1.204508729	1.183954218	1.110945136	1.143838101	1.501370105	1.440282415	1.363241906	1.321445278	1.252732367	1.237601878	1.202952747	1.164260088	1.147557925	1.119495815	1.094233454	1.068884785	1.04806383	1.026789749	1.007380472	0.9912865741	0.9746193763	0.9595969823	0.9427945165	0.9285273003	0.9144157636	0.9006998983	0.8870644988	0.8739599741	0.8593183255	0.8482454583	0.8365416852	0.8276240909	0.8166744442	0.8055419444	0.7975261588	0.7898483675	0.7810938033	0.7737868775	0.76773126	0.7590816354	0.7570965783	0.7452990081	0.7372799363	0.72812075	0.7198385206	0.7114627541	0.702495338	0.6950237065	0.6913690187	0.6897831608	0.6905674346	0.689139959	0.6882798142	0.6856431403	0.681870797	0.6799665846	0.6774683214	0.6714202181	0.6690414566	0.6673932282	0.6668638587	0.6698214194	0.6752044647	0.6803952071	0.679204575	0.6754384069	0.6653203716	0.6488694327	0.6364250131	0.6210929521	0.6060903608	0.5914513261	0.5792689955	0.5643767555	0.5543372875	0.5401587641	0.5238376476	0.5134116639	0.5023145563	0.4982553723	0.5044580963	0.5150161019	0.5250545789	0.5374152904	0.5489731983	0.5564058188	0.5649922859	
1297765	2.629479883	2.728362834	2.799319587	2.865834893	2.930728643	2.979055565	3.022283983	3.057582386	3.073359235	3.099450511	3.12260936	3.133305685	3.136384654	3.174697386	3.183233596	3.201429433	3.213298841	3.222302287	3.240396107	3.262646777	3.294586067	3.303175875	3.326280911	3.353143771	3.38885992	3.411243657	3.446403033	3.469428875	3.515743791	3.55911642	3.573916406	3.60100926	3.624686749	3.630931637	3.641615838	3.659403059	3.386525411	3.377093027	3.360525399	3.336397828	3.331997254	3.316042147	3.28885889	3.279200928	3.274568753	3.26725455	3.287668862	3.291956358	3.320823837	3.344721093	3.371955072	3.349521027	3.406390382	3.400692051	3.391633958	3.371801874	3.381466507	3.356518208	3.327978452	3.35622275	3.31294826	3.267972421	3.246142737	3.178278834	3.132615736	3.061231415	2.97718023	2.838761067	2.701921002	2.549384024	2.399227803	2.21154295	2.058131933	1.773175847	1.562904565	1.403968975	1.24866585	1.11190186	1.063961464	0.9873086742	0.9899730635	0.9451708576	1.012385215	1.478512225	1.440307198	1.351424799	1.308469854	1.259213961	1.225061622	1.202954225	1.166925347	1.144347056	1.119860092	1.092432277	1.070732152	1.046816129	1.024015565	1.0098822	0.9902144763	0.9764865877	0.9604877112	0.9453462189	0.9293623822	0.9144177116	0.9026597984	0.888264242	0.8739837551	0.860352669	0.8496954707	0.8392482674	0.8284498136	0.8174532567	0.8066451476	0.7975036577	0.7901429969	0.7823085633	0.7743353407	0.7668704858	0.7603408376	0.7561603689	0.7445794924	0.7355128581	0.7274701777	0.7196174646	0.7108531428	0.7023230051	0.6950426795	0.6910178967	0.6897853314	0.6900350164	0.6891263654	0.6879052143	0.6852886146	0.6818735798	0.6796325061	0.6769441616	0.6714233746	0.6695602744	0.6672831934	0.6662019021	0.669686118	0.6748403091	0.6795788152	0.6783042605	0.6744710597	0.663887543	0.6483545739	0.6350488358	0.6187017416	0.6045953668	0.5908766037	0.5778391328	0.5629199832	0.5526924646	0.5383855649	0.5234331303	0.5125877825	0.5008964981	0.4970216093	0.5038690009	0.5133828918	0.5232866708	0.5387504636	0.5468136801	0.5564116786	0.5631437103	
1298014	2.439513633	2.548970734	2.650079458	2.730706276	2.832246812	2.907652438	2.986573636	3.057582255	3.115498221	3.174086626	3.231293783	3.271511051	3.298010454	3.358794983	3.380907939	3.409317774	3.419373043	3.425890144	3.433647513	3.441324839	3.452630806	3.435044459	3.434005868	3.42763587	3.427845873	3.412185629	3.407190578	3.393586072	3.401626411	3.412667006	3.398944582	3.403573344	3.411025907	3.409419368	3.41992135	3.445797445	3.585660544	3.586532695	3.573480046	3.545206414	3.53067125	3.498259176	3.449019717	3.411162061	3.376902389	3.334740214	3.317644537	3.281644116	3.270221334	3.254360026	3.242428854	3.187842068	3.214786492	3.188133558	3.162494886	3.136633957	3.142838142	3.128975953	3.115100751	3.167900224	3.15558552	3.145484854	3.162803296	3.137105765	3.131967668	3.103175945	3.059239371	2.954397663	2.845878053	2.720567536	2.592253175	2.419602975	2.277458755	1.996326755	1.781695823	1.616967253	1.44587415	1.291857568	1.217131673	1.109428444	1.077062558	0.9974250308	1.024189863	1.490648637	1.429698848	1.371350118	1.30843795	1.267575533	1.233112821	1.203654557	1.178672209	1.144784649	1.121889967	1.094228806	1.069355823	1.049503117	1.029402123	1.007376339	0.9903130209	0.9763965088	0.9587047493	0.9446347763	0.9308121135	0.9144123541	0.9020402057	0.8876513023	0.8750992035	0.8613915784	0.8501721264	0.8383370427	0.827600577	0.8190250547	0.8069966643	0.7982075885	0.7910964072	0.7835155688	0.7745957177	0.7677109378	0.7605691634	0.7593343301	0.7468773083	0.7381157998	0.7291553355	0.721860028	0.713203326	0.7044489236	0.697704706	0.6932299747	0.6917603346	0.6925242076	0.6921220192	0.6905315477	0.6887194302	0.6847401577	0.6828272019	0.6805335229	0.6748570162	0.6730310714	0.6701704957	0.6696832892	0.6734561531	0.6786729059	0.6834130315	0.6821562342	0.6784841882	0.6677777146	0.6515452099	0.6372440872	0.6225082426	0.6075829342	0.5938840917	0.5812618506	0.5656041174	0.555303357	0.5412197292	0.525769638	0.5142318905	0.5032546012	0.4993057591	0.5056378986	0.5164853002	0.5249098092	0.5406169162	0.5503739919	0.5590436925	0.5674723023	
1298264	2.557435955	2.623253677	2.686870739	2.742503505	2.804799748	2.850097728	2.89577286	2.932572574	2.953862199	2.984401662	3.014453005	3.04186869	3.064350469	3.12329959	3.156063361	3.196935162	3.232226962	3.270034465	3.313173916	3.357757264	3.4085381	3.435143748	3.470970866	3.502388778	3.539876935	3.555561614	3.577312077	3.58510827	3.61003671	3.62850452	3.616593726	3.614177601	3.608472457	3.586436792	3.571770276	3.56893781	3.382828457	3.399365076	3.40757393	3.407061809	3.424369704	3.426888203	3.415347862	3.417950666	3.422297232	3.417278891	3.435145509	3.428911992	3.444074985	3.448128051	3.452426757	3.404543762	3.434327829	3.401875969	3.365938754	3.322339306	3.308903747	3.266968724	3.222799257	3.241718662	3.193569706	3.14678904	3.125849987	3.063970634	3.02311179	2.96063046	2.888672633	2.76662696	2.646519016	2.515500911	2.386408862	2.218795617	2.089438781	1.830273205	1.641669098	1.504762169	1.367664332	1.25090355	1.213567232	1.143060008	1.15026564	1.103644493	1.160669326	1.510140692	1.425951678	1.381798332	1.300125413	1.272930751	1.237602916	1.196794532	1.172242225	1.142026287	1.117819884	1.098429189	1.069361373	1.046619273	1.029566698	1.011326484	0.9936477647	0.9747046729	0.9615807638	0.9446385455	0.9293606946	0.9173043374	0.9046157897	0.8894603449	0.8756858993	0.8624219805	0.8506622452	0.8392433521	0.82929301	0.8186368172	0.807000529	0.7995932742	0.7910736531	0.7825918425	0.7757088586	0.768213936	0.7602876811	0.759338481	0.7470738204	0.7385935474	0.7302538738	0.722476885	0.713837632	0.7048022126	0.6974695758	0.6934190143	0.6919462593	0.6923343892	0.692285765	0.690315744	0.6882138814	0.6847803107	0.6828330704	0.6806132089	0.6748633301	0.6717739145	0.6695014489	0.6693365303	0.6723828652	0.6785374837	0.6828103715	0.6822078151	0.6780710069	0.6676036978	0.6515779578	0.6382059005	0.6227788963	0.6078408627	0.5943540348	0.5818760032	0.5671203348	0.5553055168	0.5423053579	0.5265084	0.5164076815	0.5052249865	0.500104214	0.5074332008	0.5161737301	0.5259732377	0.5406279217	0.5503861584	0.5608809252	0.5652862133	
1298514	2.538149348	2.665628399	2.77087894	2.858609846	2.951519744	3.025744782	3.08979848	3.142601575	3.178629533	3.211426607	3.241126607	3.253450839	3.256910794	3.292717855	3.296032167	3.309003675	3.308852655	3.306214512	3.310798974	3.317099357	3.329129658	3.317286324	3.3166181	3.317873897	3.326635638	3.325384465	3.338910647	3.345072152	3.37672136	3.413576941	3.426609751	3.458204733	3.490424474	3.509858227	3.53849185	3.576948397	3.513075479	3.497358457	3.47103062	3.43278913	3.411327393	3.375369189	3.325940904	3.292299218	3.264557435	3.23302983	3.229778853	3.212184607	3.220969386	3.228082643	3.241118253	3.212434869	3.264852709	3.262476156	3.259895025	3.254194568	3.278858246	3.276353885	3.272023163	3.327660921	3.312081259	3.294449457	3.298637018	3.253412606	3.225978777	3.172409609	3.100578477	2.967288182	2.830607938	2.681224077	2.530371755	2.335646731	2.175989594	1.881432114	1.656580502	1.483383257	1.31080687	1.155200037	1.08557523	0.9835407004	0.9627167593	0.8939648975	0.9368006832	1.487326827	1.429375301	1.35736356	1.310034469	1.259219558	1.225953496	1.204365712	1.170145104	1.147564858	1.121899926	1.092434932	1.072819919	1.046819293	1.026953468	1.008699903	0.9916083554	0.9755983813	0.9606944278	0.9437735047	0.9309049834	0.9152055047	0.9033467561	0.8882831783	0.8756781125	0.8629512797	0.8501811013	0.8396971213	0.8280318336	0.8182559398	0.8069832495	0.7989116679	0.7914507915	0.7820258776	0.7757432418	0.7679684901	0.7608116443	0.758786775	0.7466737193	0.7383592286	0.7302390329	0.7227029698	0.7133544438	0.7049804341	0.6982087494	0.6939773292	0.6928896057	0.6934233647	0.6921151823	0.6914035277	0.6883386325	0.6852407513	0.6833619452	0.6806954405	0.6748495767	0.6730426106	0.6709195783	0.6690845723	0.6734488176	0.6789532588	0.68359411	0.6823644499	0.6792260522	0.6682502481	0.6519145399	0.6386894732	0.6233372835	0.60782268	0.593031155	0.5824492942	0.5659372119	0.5549864422	0.5423026293	0.5246300033	0.515549673	0.5042233417	0.5002033381	0.5068477057	0.5163446444	0.5256526565	0.5414155327	0.5509764701	0.557300053	0.5659315253	
1298765	2.456745505	2.539402346	2.616228534	2.676385027	2.758365058	2.813254295	2.878162572	2.933348726	2.978723513	3.037283084	3.096476706	3.147589463	3.191844827	3.272119592	3.316927979	3.370147077	3.406090406	3.439108295	3.47273784	3.499234857	3.530248787	3.529463907	3.536899413	3.540850065	3.548688621	3.538159973	3.533913853	3.519655529	3.526972176	3.530413494	3.509623472	3.501319987	3.492913888	3.473436699	3.46186346	3.465202164	3.510029301	3.531533171	3.540986934	3.53692461	3.546494168	3.537148002	3.510220279	3.491631438	3.473590404	3.443568939	3.436107702	3.403848439	3.393769933	3.375136945	3.360233735	3.297376205	3.315315227	3.274739965	3.233329601	3.187826322	3.173407205	3.134141088	3.094285451	3.121063848	3.082669717	3.049049835	3.043685213	3.000930142	2.983660368	2.944995947	2.899853659	2.803908301	2.708952631	2.599395701	2.488537581	2.339565862	2.219576843	1.965392332	1.777648805	1.636368192	1.489713115	1.356897065	1.300071608	1.20602629	1.185689189	1.111437793	1.141186478	1.501353582	1.42593309	1.357320507	1.303517227	1.272926553	1.229532174	1.207442493	1.179239215	1.145236679	1.121893287	1.104429693	1.070966686	1.048452407	1.026948161	1.012640719	0.9948267398	0.9797518434	0.9606217181	0.9496860266	0.9325673862	0.9187150575	0.9059356295	0.8906908819	0.8768059979	0.8645048968	0.8530711171	0.8405915937	0.8309759239	0.8201977295	0.8110702749	0.8009620639	0.7936577735	0.7844025335	0.7780199931	0.7697908555	0.7628358146	0.7600499636	0.7475475123	0.7389935721	0.7309051941	0.7224385584	0.7146278351	0.7061993642	0.6984259692	0.6947441764	0.6936264122	0.6939843803	0.6928400797	0.6911919425	0.6888930364	0.6854547562	0.6831859659	0.6810644147	0.6755843842	0.6737624291	0.6714529959	0.6711409759	0.6747821763	0.679986689	0.685119452	0.683932096	0.6803028335	0.670342644	0.6538023999	0.6403127642	0.6250129538	0.6102133174	0.5949297209	0.5833076257	0.567462584	0.5559775257	0.5430041094	0.5269325697	0.5164040198	0.5045019596	0.4996611501	0.5077733066	0.5158471924	0.5274128161	0.5398459631	0.5521203487	0.559385214	0.566551867	
1299014	2.637013979	2.725256435	2.807776254	2.876700391	2.943307902	2.992731503	3.044827453	3.082045136	3.101650012	3.123732833	3.14711139	3.160563349	3.162420765	3.201101761	3.207103216	3.225881115	3.227574152	3.231488872	3.243770745	3.2610142	3.283558637	3.289475804	3.306536216	3.329453591	3.360051058	3.380723407	3.414488226	3.437592879	3.482676639	3.527864576	3.544470454	3.574835118	3.600298342	3.609693008	3.625650669	3.647961339	3.392500727	3.380003796	3.35884694	3.329006838	3.319393217	3.297583283	3.264950366	3.249821134	3.243151125	3.234063922	3.255067757	3.259759054	3.291123147	3.317620746	3.348551149	3.330089481	3.391881625	3.391586922	3.386934418	3.372333225	3.386303226	3.365865701	3.340712475	3.374002237	3.33313263	3.290417516	3.270193066	3.204959154	3.158220848	3.088243402	3.003976833	2.862762962	2.722146536	2.567013263	2.413536679	2.220211984	2.06602725	1.779085913	1.565713439	1.405837048	1.246615803	1.10980318	1.059843417	0.980399779	0.9820939131	0.9371118655	1.001618746	1.510181995	1.418794873	1.375898318	1.305087347	1.272937748	1.237608104	1.200578886	1.176584814	1.145691878	1.120223444	1.100531695	1.077878531	1.050296416	1.029729791	1.012776871	0.996012798	0.9787801047	0.9607619457	0.9472470471	0.9324867631	0.9180941824	0.905989298	0.8918582943	0.8779202421	0.8639958171	0.8530759036	0.8414981561	0.8305402283	0.8210101178	0.8099416896	0.8012966166	0.7933552581	0.7849916694	0.7776961589	0.7706092819	0.763578116	0.7602633817	0.7482549924	0.739653784	0.7308538992	0.7229064761	0.7146138621	0.7057661534	0.6988062189	0.6943136941	0.6930858809	0.6937789487	0.6928290584	0.6910086692	0.6890519468	0.6854603218	0.6838664553	0.6809559621	0.6759524054	0.6726773142	0.6708978732	0.6699109059	0.673508257	0.6790941387	0.6837602094	0.682839485	0.6788716882	0.6685251038	0.6519628638	0.6387391729	0.6228613057	0.6079212301	0.5941631165	0.5812954668	0.5668539733	0.5546712678	0.5415910352	0.5250014653	0.5147183207	0.5027968442	0.4992318568	0.5059998341	0.5153607927	0.5265062486	0.540634799	0.5507213262	0.5605544343	0.5662212792	
1299264	2.433792193	2.539403141	2.639044132	2.721506505	2.824984062	2.903946446	2.978964685	3.054640502	3.110996929	3.170712142	3.221860706	3.268146136	3.295465056	3.353089976	3.373988279	3.401001689	3.410732329	3.417933969	3.427615556	3.43746639	3.450374136	3.435241182	3.431153648	3.427505427	3.429443571	3.416890362	3.414487017	3.402498115	3.414332034	3.426030363	3.415197233	3.421000124	3.430002269	3.428785171	3.437175142	3.462314716	3.580667846	3.580196967	3.565208331	3.536672776	3.522125508	3.489036775	3.44032348	3.40423996	3.371072507	3.332328011	3.318684724	3.286755683	3.278576144	3.265788988	3.255837328	3.202440316	3.22945187	3.201427636	3.17448344	3.146002351	3.150654356	3.133260024	3.115041621	3.164599106	3.147785629	3.135175175	3.147972711	3.120194747	3.114102826	3.084625671	3.041210492	2.938403619	2.832662961	2.710594971	2.582692618	2.41359364	2.272677297	1.992135207	1.781250308	1.615632245	1.445743483	1.290376742	1.214280791	1.106468123	1.074735935	0.9946993073	1.020425082	1.485436577	1.447121945	1.359554544	1.308464054	1.267588129	1.235807426	1.199875379	1.17545971	1.150328783	1.121895943	1.098429853	1.074662905	1.048260417	1.026790811	1.010011502	0.9938609672	0.9787783477	0.9642481623	0.9471362079	0.9333189106	0.9180596975	0.904027987	0.8918736027	0.8773574183	0.8640002344	0.8530781645	0.8419482702	0.8313928483	0.8213855445	0.8099598707	0.8016492478	0.794312991	0.7853182155	0.7773974476	0.7700589615	0.7628209673	0.7602271457	0.7482531161	0.7392141821	0.7309073091	0.7232766526	0.7146299184	0.7055894039	0.6980345881	0.6945289513	0.6930837104	0.6932419673	0.693048962	0.6913994969	0.6883346613	0.6853056648	0.6838635215	0.6805769674	0.6751680439	0.6738047196	0.6705463385	0.6702609253	0.6735047746	0.6787638139	0.6841773335	0.6824251155	0.6782480962	0.6688608175	0.652870135	0.6396131127	0.6237539859	0.6088419191	0.5944017233	0.5826862929	0.5662318598	0.5556338567	0.5433762619	0.5265454901	0.5168799343	0.5038018636	0.5002861542	0.5079041147	0.515018857	0.5261703918	0.5416335764	0.5509673472	0.5593910742	0.565580255	
1299514	2.56547705	2.639726924	2.71266585	2.758782071	2.818121717	2.859688468	2.907366643	2.935388077	2.959954824	2.989619265	3.020039208	3.041057738	3.061027544	3.116889057	3.143422218	3.187580909	3.220172172	3.254381666	3.296626196	3.340359729	3.38975568	3.413290949	3.44707513	3.476591138	3.51282274	3.530226448	3.552614652	3.561187404	3.589717899	3.61183716	3.603637597	3.607660331	3.606464492	3.589479564	3.578749269	3.57752923	3.340520947	3.352163408	3.357319274	3.354854771	3.371629924	3.375134613	3.364974138	3.368751653	3.374885591	3.373128759	3.39525808	3.394354954	3.41520012	3.427238242	3.43894715	3.396104022	3.430176253	3.402091114	3.368108807	3.326472486	3.315515442	3.276014358	3.234358376	3.254744227	3.207118429	3.161101672	3.139848395	3.077872268	3.0383066	2.974999659	2.902634326	2.779756001	2.657152689	2.523231132	2.391987187	2.222714231	2.091568539	1.832603436	1.642009395	1.504042336	1.367421006	1.247709041	1.209006472	1.138430573	1.143623219	1.097361717	1.160670747	1.524341302	1.45058312	1.373648252	1.31158613	1.264560781	1.234022268	1.214313231	1.183036429	1.145691878	1.129838833	1.102334716	1.078362538	1.054831727	1.030051006	1.012645442	0.9949382514	0.978694209	0.9644575362	0.946378143	0.9348622952	0.9194742066	0.904691405	0.8913027201	0.876809862	0.8650353181	0.8530828855	0.8415011092	0.8305546785	0.8206098977	0.8099215691	0.7998781768	0.7927021926	0.7843922389	0.7774301861	0.7697952762	0.7626055755	0.7600199321	0.7489409615	0.7401464421	0.7313139072	0.7232784812	0.7146138621	0.7055914551	0.698601117	0.6939925106	0.6930701365	0.6930657456	0.6923205026	0.6910411586	0.6889150258	0.6847837891	0.6828545656	0.680071123	0.674143847	0.6722005534	0.6702417699	0.6691842239	0.673307811	0.6783579649	0.68340326	0.6823846741	0.678473698	0.6678376021	0.6522282786	0.6380361377	0.6218356343	0.6078709679	0.5930525751	0.5807096702	0.5659497801	0.5546570013	0.5412346402	0.5253930654	0.5142103606	0.503210516	0.4976433996	0.5044661822	0.5138830663	0.5261759969	0.5401827349	0.5498898118	0.5576317086	0.5647087133	
1299764	2.51471924	2.636142845	2.739063166	2.82982978	2.925132771	3.011399299	3.081517811	3.144238732	3.175607133	3.21896205	3.252775561	3.27313133	3.278410346	3.317492436	3.320554357	3.334848139	3.329488365	3.326118582	3.327688182	3.331340762	3.338740134	3.325125465	3.322166493	3.321729031	3.33066102	3.327698577	3.336894608	3.341504452	3.371247267	3.405446705	3.416553297	3.446229754	3.476865901	3.496351283	3.525112866	3.566160174	3.527708997	3.512144768	3.485092118	3.446748422	3.42600634	3.390077495	3.3399112	3.306742322	3.277499769	3.244912211	3.239139381	3.217460272	3.222189851	3.224852884	3.233654153	3.201247256	3.250800137	3.246636146	3.242213688	3.234077952	3.257581949	3.255086687	3.249539297	3.306026739	3.291673457	3.276270441	3.28519421	3.245284641	3.224911087	3.178530432	3.11469202	2.987273352	2.858505999	2.711013423	2.561058235	2.368861268	2.209159522	1.913043749	1.687245677	1.511102155	1.334488773	1.177336915	1.101914619	0.9972044639	0.9732929557	0.9010388958	0.9398367678	1.555976882	1.418763896	1.361774865	1.321448178	1.271768643	1.233121123	1.204363124	1.179805534	1.150327916	1.124295519	1.096331104	1.074662211	1.048259626	1.028258439	1.015143588	0.9924673014	0.9785203523	0.9624011971	0.9455070723	0.9301519121	0.9179941709	0.9039792018	0.8876722302	0.8751141542	0.8624282433	0.8506581744	0.8396954061	0.8284485196	0.8190370773	0.8073677541	0.7989324969	0.7904746211	0.782920683	0.7743339334	0.7677153591	0.76005339	0.7610252892	0.7486921361	0.7405641526	0.732194253	0.7232577587	0.7152233247	0.7059910447	0.6995736078	0.6946971729	0.6935965995	0.6941173971	0.6938750899	0.6920722823	0.6895262751	0.6861334907	0.6842001415	0.6810481104	0.6757195128	0.6733617289	0.6705654591	0.6709263906	0.6736431897	0.6792323455	0.6843443622	0.6833297128	0.6789747848	0.6682436533	0.6532245633	0.6384316914	0.6235675657	0.6077905807	0.5937986322	0.5818561004	0.5668483482	0.5553196764	0.5415958687	0.5249956713	0.5155786758	0.5040922556	0.4987861844	0.5073078388	0.5150174795	0.5259732377	0.540302152	0.5518726398	0.5590554137	0.5668490365	
1300013	2.479838709	2.561672644	2.628343654	2.69493222	2.765481856	2.818499962	2.88047399	2.92772585	2.967600552	3.016125788	3.071144257	3.113181246	3.156017656	3.234282022	3.28165254	3.337033211	3.373266084	3.413080699	3.449836626	3.48295736	3.519495824	3.52383465	3.535983601	3.5444727	3.557002119	3.54870752	3.549119585	3.536539475	3.545429255	3.550917486	3.527916541	3.519744432	3.510909426	3.489965168	3.477835346	3.481633174	3.477692443	3.501616226	3.513745925	3.511834404	3.524263892	3.518503656	3.495326454	3.48308907	3.470533926	3.447693373	3.445400819	3.419727438	3.416207528	3.403991121	3.393646534	3.334565868	3.355746502	3.316744857	3.276171952	3.22980832	3.214287339	3.173927137	3.133717714	3.157339179	3.116906002	3.078887115	3.068002558	3.018217522	2.992581724	2.945737517	2.892093814	2.788542085	2.685466868	2.568881452	2.454876859	2.299825923	2.179266247	1.921705716	1.73369619	1.597422751	1.454592037	1.328601975	1.279849872	1.192834843	1.179641156	1.114268889	1.151803814	1.496080893	1.42262355	1.355150212	1.298602005	1.267595125	1.224178799	1.19679675	1.172246769	1.141586271	1.11913924	1.088243592	1.069127485	1.042092076	1.02108353	1.004756483	0.9878571266	0.9744528663	0.9567295592	0.940248583	0.9261594619	0.912254475	0.9006570691	0.8852142847	0.8728647558	0.8572517419	0.8472770731	0.835197359	0.8242560363	0.8163019958	0.8040774355	0.7954882935	0.7885874885	0.7793310406	0.7717913227	0.7650626318	0.7572741559	0.7573779894	0.7455487413	0.7366448033	0.7277204503	0.7200459951	0.7108363778	0.7021146633	0.6952151135	0.6912042292	0.6896054833	0.6904244455	0.6900654795	0.6878908491	0.6861751256	0.6822485054	0.6801222924	0.6775292002	0.6717679146	0.6704815582	0.6683090516	0.6676162657	0.6707477377	0.6767237599	0.6818704646	0.6804650783	0.6774798439	0.6657614436	0.6502676625	0.6354768189	0.621203553	0.6058727113	0.5919900338	0.5792964445	0.5644443704	0.5533498976	0.5398071615	0.5222976043	0.5138159135	0.5008397527	0.4967658246	0.5032786458	0.5122313771	0.5257859538	0.536748527	0.5496394908	0.5528879582	0.562513027	
1300263	2.639266564	2.738387504	2.811035701	2.885376259	2.957233495	3.003704024	3.053486089	3.090515182	3.108765409	3.134749255	3.158510599	3.174671092	3.176240544	3.21719941	3.222608908	3.240632469	3.247263972	3.255334873	3.268342169	3.284500479	3.307422938	3.310281204	3.326056445	3.3440056	3.371155394	3.387572274	3.414853472	3.433797315	3.477553765	3.521277512	3.537495151	3.567031571	3.593950921	3.604264372	3.620081642	3.643150668	3.426611635	3.414901695	3.394125893	3.36340983	3.35152807	3.325567614	3.288545372	3.268437672	3.254537986	3.23727557	3.248051103	3.242237559	3.2628633	3.280399242	3.302290013	3.278586607	3.334810742	3.332013539	3.325797372	3.312960776	3.328970876	3.314361649	3.295142444	3.336555929	3.304845996	3.270621891	3.259454428	3.202549183	3.163230254	3.100040595	3.021976476	2.887842724	2.754025776	2.6045952	2.45584203	2.265635546	2.110664751	1.823421746	1.60757612	1.443505445	1.279040792	1.135190812	1.075916253	0.988745507	0.9798190677	0.9265010154	0.9825687269	1.487277265	1.454296835	1.36177917	1.318083889	1.274097032	1.242090774	1.207443971	1.1830334	1.14800927	1.124296183	1.098429853	1.072815757	1.053185515	1.026950284	1.011458071	0.9949358026	0.9778028569	0.9626079839	0.9463762588	0.9332335067	0.9173696259	0.9066235623	0.8901196509	0.8779068312	0.8634741166	0.8525945763	0.8405951124	0.830557768	0.8202075147	0.8095722963	0.800633298	0.7927134389	0.7837907833	0.7771314968	0.7692449713	0.7613114384	0.7595652432	0.7477958687	0.738812869	0.7302544025	0.7222729321	0.7139997401	0.7056069976	0.6978294756	0.6943440272	0.69268898	0.6935985689	0.6924611734	0.6915881183	0.6886752752	0.6859822548	0.6833575447	0.6803519104	0.6752258309	0.6731904218	0.6703923106	0.6698470029	0.6737833788	0.6796840522	0.6845343745	0.6829860064	0.6786232746	0.6684262061	0.6526298298	0.6384583396	0.6225686954	0.60759188	0.593799638	0.5809684112	0.5662170622	0.5546666486	0.5408771479	0.5261538133	0.514713439	0.5033271707	0.4992268321	0.5071838578	0.5161751077	0.5252529431	0.5414072803	0.5501356599	0.5597250943	0.5665577192	
1300513	2.435599694	2.528198652	2.616228542	2.698112439	2.78772517	2.863338745	2.937122882	3.002461311	3.057427643	3.123060664	3.177197482	3.226637635	3.262697845	3.329959022	3.36447977	3.399595293	3.41937519	3.434579852	3.451711614	3.466227004	3.482832706	3.471125122	3.469486362	3.466925999	3.469720578	3.456203786	3.452330224	3.43921677	3.44651629	3.456004418	3.438315084	3.437694669	3.438599154	3.427331352	3.427286375	3.443155702	3.57425307	3.583576379	3.578666284	3.559230894	3.552587144	3.526725345	3.483666486	3.450916517	3.419876535	3.380318771	3.364879095	3.329025789	3.317349617	3.29996958	3.285691584	3.226674076	3.248835024	3.214867383	3.181164417	3.145578829	3.142349733	3.118054496	3.095311112	3.138085667	3.116905466	3.101065202	3.109945995	3.08093867	3.073802513	3.044507023	3.001545881	2.903848966	2.803293512	2.686302111	2.565854743	2.40341193	2.269746046	1.998639174	1.79364857	1.633938925	1.471781096	1.323155998	1.250823813	1.146946952	1.117650616	1.036319932	1.064714376	1.510148953	1.454296835	1.349215899	1.321451078	1.263401838	1.233122161	1.209811732	1.17014056	1.142472937	1.12706381	1.096037802	1.074182312	1.046814546	1.026950284	1.00988102	0.9904238705	0.9786924519	0.9597340764	0.9453452768	0.9309016085	0.9172724407	0.9040038936	0.890675748	0.8745651489	0.8634741166	0.8516254232	0.8396942114	0.8297083307	0.8202075147	0.807735496	0.800633298	0.7917138137	0.7835349153	0.7759906316	0.7690445946	0.7607912419	0.7595481237	0.7480244859	0.7404183759	0.7304843867	0.7224958168	0.7148278843	0.7051872484	0.6980684171	0.6937893063	0.6930837104	0.6930950033	0.6926359871	0.6912595675	0.6894399591	0.6852711242	0.6831889	0.6808607408	0.6748448422	0.6735738207	0.6708944068	0.6700842898	0.6738445164	0.678906473	0.6841349121	0.6829639604	0.6802611732	0.6686553996	0.6524145967	0.6398389547	0.6235685318	0.6088419191	0.5949570454	0.5824628454	0.5668347234	0.5559610685	0.541935769	0.5261538133	0.5151091456	0.5045681862	0.4977283991	0.5068396202	0.5140384106	0.5252529431	0.5406292972	0.5493041455	0.5578998604	0.5671433943	
