Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1383962	-0.2313368878	-0.1604991563	-0.08999572308	-0.03664712728	0.01720951964	0.05889254998	0.09484737326	0.1253130656	0.1480684954	0.1778285939	0.1923719245	0.2078800728	0.2303218448	0.2455662411	0.259273062	0.2707723622	0.2781530168	0.2882878108	0.2962134144	0.3071376165	0.3061123794	0.3089205759	0.3096078277	0.3159158916	0.3125349145	0.3158134947	0.3161704488	0.3130347982	0.3245306715	0.3176674495	0.3140154528	0.3164714853	0.3115334139	0.3109899252	0.3141154581	0.3063226328	0.3014883236	0.292057641	0.280707534	0.2674226648	0.2456987351	0.2155479461	0.1844177919	0.1551539461	0.1303166777	0.1173598112	0.1076884476	0.09831835023	0.09266175302	0.09048157579	0.06833266773	0.06357709053	0.06984512324	0.04031053341	0.02431103422	0.009990195514	-0.008229497024	-0.02945192899	-0.03782864824	-0.03452050102	-0.06586115116	-0.08240478429	-0.1062229425	-0.1450753864	-0.1857050875	-0.2444874744	-0.3056198125	-0.4072406304	-0.5138860778	-0.64136045	-0.7984292522	-0.9588762172	-1.150525331	-1.394525218	-1.583834709	-1.771042739	-1.950542026	-2.068513372	-2.159720391	-2.213842051	-2.25917851	-2.282982994	-2.283505037	-0.1698091941	-0.1505484917	-0.1191400053	-0.09729852583	-0.08571904452	-0.06985171189	-0.06257342608	-0.05732738997	-0.04580006859	-0.03733137354	-0.03280120207	-0.02359422985	-0.01700277196	-0.01149694835	-0.005425600492	-0.001048583257	0.004693087667	0.007697419938	0.009054511361	0.01380651331	0.01609692194	0.01861434575	0.02166134566	0.02361591715	0.02458005301	0.02597727335	0.02798951351	0.03026956462	0.03025523015	0.03116173075	0.03340816406	0.03450498607	0.03577592355	0.03757793809	0.03880015256	0.0398679028	0.04026784438	0.04092945935	0.04155925483	0.04218398822	0.04322113107	0.04419558265	0.04569779399	0.04601648493	0.04626523358	0.04418567976	0.04354062433	0.04379027474	0.04329205004	0.04298088419	0.04269890814	0.04345621396	0.0427165205	0.04191788722	0.04421436973	0.04390432194	0.04408175083	0.0430542354	0.04287943968	0.0435205016	0.04162034075	0.04440380984	0.04493091605	0.04431628509	0.04631685472	0.04735855725	0.04877710348	0.05127543214	0.0528368724	0.05909601441	0.06621387919	0.07095409693	0.07971251091	0.08527282478	0.08800739988	0.09720585155	0.1035118749	0.09822916299	0.09261462214	0.08346137653	0.07580629625	0.07207972379	0.06668083584	
1384211	-0.2365965861	-0.1589091379	-0.08999572308	-0.02691442386	0.01860251982	0.05706181797	0.09591191086	0.1227353684	0.1493186039	0.1737196897	0.1947273682	0.2095645184	0.2292029636	0.2454381092	0.2605579873	0.2708800142	0.2772712396	0.2879267837	0.2965474018	0.3072177914	0.30590123	0.3090628793	0.3096078277	0.3156801607	0.312152334	0.3162898819	0.3158854679	0.3133807397	0.3241261109	0.3179291686	0.3132946274	0.316856545	0.3112919468	0.3100715835	0.3140766618	0.3070461943	0.3014883236	0.2924727676	0.2807149545	0.2676738698	0.2455262693	0.2157214401	0.1844177919	0.1551539461	0.1299598132	0.117808514	0.1078153814	0.09797071965	0.09278844154	0.09019525044	0.06858857765	0.06363932785	0.07001104427	0.04064014694	0.02474707163	0.009888184624	-0.00847562808	-0.02902612528	-0.03831145293	-0.03437794095	-0.06550902298	-0.08218739017	-0.1064302717	-0.1454728055	-0.1853894965	-0.2443383181	-0.3057156321	-0.4075036139	-0.5133003528	-0.6409227853	-0.7985058523	-0.9590374261	-1.14966098	-1.393430573	-1.584422973	-1.77088368	-1.949882063	-2.068920517	-2.158985547	-2.214290909	-2.258503063	-2.283122326	-2.282900074	-0.1624782616	-0.1313944247	-0.1295298754	-0.09315129891	-0.08571904452	-0.0734484187	-0.0622788088	-0.05269284794	-0.04175518224	-0.03231988823	-0.03111946987	-0.02378426333	-0.01345614841	-0.01256233656	-0.004618901454	-0.00394148462	0.003123536931	0.00757012818	0.01035786751	0.01320909714	0.0170849405	0.01972455153	0.02129152401	0.02324751672	0.02377295051	0.02643887395	0.02763676427	0.03067745734	0.03087528906	0.03101763484	0.03374831458	0.03406188025	0.03607820959	0.03757793809	0.038275458	0.03972137064	0.0395420275	0.03986740918	0.04037884046	0.04101953938	0.04182585505	0.0428414396	0.04469457264	0.04538893551	0.04472255934	0.04346909376	0.04292138279	0.04238987383	0.04242399449	0.04197792905	0.04161557904	0.04208569402	0.04185018833	0.04081204839	0.04299793613	0.0427286776	0.04278188126	0.04223766241	0.04204277197	0.04158979076	0.04062212921	0.04334159416	0.04364348049	0.04330351765	0.04527233603	0.04697523346	0.04871844736	0.04945339424	0.05253032375	0.05807838435	0.06578187738	0.06987529978	0.08038132678	0.08487825018	0.08674231105	0.09827084677	0.1026921598	0.0987366806	0.09207946928	0.08472662626	0.07806384499	0.06865004085	0.06565931406	
1384461	-0.2320785468	-0.152690651	-0.09236749902	-0.02572893129	0.01896198407	0.06131973452	0.09511401227	0.1239075296	0.1509863129	0.176147838	0.1954004856	0.2094105874	0.2303218448	0.2454381092	0.2598570463	0.2722660722	0.2789350305	0.2890099629	0.2965474018	0.3071376165	0.3064745834	0.3106680157	0.309858415	0.3154887543	0.3131393459	0.3156979576	0.3164555221	0.3133565365	0.3242536606	0.3177866197	0.3138579693	0.3171549967	0.3121998394	0.3110994318	0.3139081379	0.3070195881	0.3018436317	0.292057641	0.2809652077	0.2681423283	0.2459100958	0.2157544403	0.1847538925	0.155516062	0.1302511589	0.1175841635	0.1074664427	0.09822386018	0.09244069527	0.09035466217	0.06868320181	0.06374167964	0.06991363654	0.04050672243	0.02474707163	0.00992532371	-0.008360975007	-0.02904029794	-0.03835294191	-0.03433535999	-0.06568146728	-0.08228187944	-0.1058376046	-0.1453453739	-0.1857284878	-0.2444546899	-0.3050648553	-0.4074684273	-0.5136456715	-0.6414715449	-0.7988530516	-0.9584169665	-1.150176991	-1.394251534	-1.583097269	-1.770622711	-1.949439263	-2.068855844	-2.159600648	-2.213769297	-2.258972464	-2.282625771	-2.283274554	-0.1629807568	-0.1505484917	-0.1292537907	-0.09663155269	-0.09267556801	-0.07935683928	-0.06733250499	-0.05923770896	-0.04745454202	-0.03877628369	-0.03238829706	-0.02471860662	-0.01836169842	-0.01485877863	-0.007037161967	-0.008276588544	0.002474670835	0.004002203583	0.006858590943	0.01022335392	0.01314370788	0.01488203824	0.01793000211	0.02040162185	0.02215923389	0.02287572874	0.02516839023	0.02648298954	0.02870550327	0.02818672026	0.03082863421	0.03100922174	0.03314631042	0.03452233352	0.03607739227	0.0376000867	0.03906645646	0.03877820354	0.03966138384	0.03982608267	0.04127193914	0.04239911432	0.04353198796	0.04393286903	0.04445718469	0.04251651565	0.04186208462	0.04147022163	0.04132847523	0.04103511933	0.04047374139	0.04091585976	0.04083970455	0.04031890473	0.04159073881	0.04207625437	0.04213200892	0.04131398154	0.041555901	0.04126581231	0.04034056132	0.04242244599	0.0428213012	0.04253450149	0.04462262882	0.04655895705	0.04799685541	0.04880041637	0.0511643565	0.05737060113	0.06473791887	0.07023493116	0.07780165243	0.08330034089	0.08633482983	0.09540201838	0.1011136495	0.09701832599	0.09063817476	0.08346137653	0.0746256587	0.06909119899	0.06649342938	
1384712	-0.2365923724	-0.1589111229	-0.09186482416	-0.03461476325	0.01720730762	0.05858235253	0.09724163515	0.1250773709	0.14848337	0.1735316399	0.1937164564	0.2081863055	0.2301807945	0.2465868	0.2604402556	0.2723730065	0.2785433065	0.2887410188	0.2964611302	0.3067471376	0.3070476405	0.3092587242	0.3102912419	0.315615341	0.3125731968	0.3163825609	0.3161690779	0.3134084673	0.3242024878	0.3179523657	0.3134511037	0.3173655701	0.3114488884	0.3103956876	0.3138293283	0.3067319621	0.3016417373	0.2920566401	0.2807833547	0.2679238533	0.2454527022	0.2160256339	0.184315046	0.1553162503	0.1303473813	0.117582658	0.1078460748	0.09771593143	0.09285192607	0.09038592247	0.06871535738	0.0637687125	0.07001031254	0.0405412438	0.02474652493	0.009822468543	-0.008684282244	-0.02917276107	-0.03798072027	-0.03429337066	-0.0655815678	-0.08262261572	-0.1062232621	-0.1456684554	-0.1853352571	-0.2443390667	-0.3051612021	-0.4076684345	-0.5133689716	-0.6411069163	-0.7985071139	-0.9585443781	-1.150393951	-1.394161678	-1.582658376	-1.77068139	-1.949824871	-2.067928251	-2.158507966	-2.215065131	-2.258710729	-2.282904898	-2.28172068	-0.1786417829	-0.1441625224	-0.1346043881	-0.1104232757	-0.09998666602	-0.07313352347	-0.07268636514	-0.05733222613	-0.04745911744	-0.04067337026	-0.0309179153	-0.02904685908	-0.02072827928	-0.01592739284	-0.0113472186	-0.003508977201	0.0001185525065	0.001987819668	0.006203889606	0.00962352888	0.01160693446	0.01619307416	0.01755823285	0.01953325297	0.02103477575	0.02396528087	0.0237557652	0.02638416862	0.02645882335	0.02695114127	0.02906595962	0.03158098295	0.03194897042	0.03447652191	0.0346737125	0.03689867241	0.03588821744	0.0365205842	0.03732781311	0.03779237151	0.03862804882	0.04022672482	0.04150222398	0.04173515925	0.04194445176	0.0404324808	0.0389914345	0.03904280279	0.03822535283	0.03878191362	0.03843010061	0.03941183503	0.03862794467	0.03794632434	0.03915507571	0.03979945741	0.03956162049	0.03915561909	0.03920059157	0.03867083287	0.0386097603	0.03970315465	0.04055319857	0.04059893222	0.04239043212	0.04370050898	0.04550375788	0.04702898082	0.04945959541	0.05482992531	0.06248413172	0.06793329636	0.07643628351	0.08170339098	0.08500674966	0.09527483591	0.09808949559	0.09408443293	0.08878007041	0.08219006632	0.07311522758	0.0676778129	0.0641715678	
1384962	-0.237346972	-0.1611062722	-0.08948771723	-0.03258124532	0.01406653651	0.05920299267	0.09484883444	0.1250818177	0.1472367777	0.1770832078	0.1930469154	0.2078827744	0.2308823488	0.2449285308	0.2591566807	0.2717330097	0.2774632393	0.286926936	0.2960408265	0.3071386467	0.306686288	0.3095984839	0.3094739408	0.3154900368	0.3129188576	0.3156994503	0.3161494134	0.3133577243	0.3247377252	0.3171450929	0.3138349287	0.3167716085	0.3118179318	0.311155725	0.3139229407	0.306783701	0.3012167648	0.2922090618	0.2807434535	0.2674648744	0.2460173886	0.2158593103	0.1842207875	0.1552871215	0.1302207913	0.1175860451	0.1078168426	0.09803692611	0.09275756061	0.09010235761	0.06865133647	0.06422484041	0.07014361789	0.04050773159	0.02437541685	0.01002839371	-0.008228561452	-0.02947831825	-0.03839410772	-0.03406431399	-0.06600591894	-0.08279186144	-0.1061436347	-0.1455845577	-0.1850261359	-0.2452577575	-0.304811976	-0.4075020581	-0.513780076	-0.6404118577	-0.7984276754	-0.959943757	-1.150259732	-1.393748107	-1.58383452	-1.771244733	-1.949496211	-2.068919371	-2.158744991	-2.214737494	-2.2583695	-2.282982374	-2.283647705	-0.1790307937	-0.1440963117	-0.1289524039	-0.1096979657	-0.08918451167	-0.0819702646	-0.06762338933	-0.06113873366	-0.05173836812	-0.04233097453	-0.0321767486	-0.03015767289	-0.02325968031	-0.01664932575	-0.01198722224	-0.00639283666	-0.001576587887	0.0003131762731	0.005681056377	0.007243516922	0.01117496583	0.01337513985	0.01663249693	0.01780998025	0.01956656308	0.02145632352	0.02235276626	0.02524534378	0.02568666816	0.02579671888	0.02771673116	0.02929947557	0.03136509174	0.03261799773	0.03394270827	0.03568694688	0.03466966456	0.03517369764	0.03649004829	0.03680876023	0.03740791368	0.03881194965	0.04055185641	0.04055516845	0.04091519012	0.03952953723	0.03895153126	0.03829747443	0.03792416735	0.03783020502	0.03817993052	0.03823609268	0.03780097176	0.03722846603	0.0383308292	0.03890521517	0.03892154164	0.03813456223	0.03815471733	0.03792042215	0.03723781752	0.03868927476	0.03965637599	0.03935264632	0.04144786757	0.04240395608	0.04436571328	0.04538899069	0.04807726246	0.0544559822	0.06131533245	0.06636848047	0.07573252931	0.08054045405	0.08281240306	0.09381364103	0.0968671265	0.09329796741	0.08574791793	0.08065061816	0.07221556841	0.06514841021	0.06316666263	
1385211	-0.2399727968	-0.1538993173	-0.09186033297	-0.03461375399	0.01757057474	0.0546362821	0.09165604377	0.1220332247	0.1468191634	0.172973398	0.1916998283	0.2088005613	0.2290628922	0.2459493127	0.2592734068	0.2711988164	0.2776625382	0.288102585	0.2962134186	0.3076077822	0.3053880622	0.3098656193	0.3098588775	0.3152535086	0.3126963465	0.3155470067	0.31597354	0.3126077726	0.3240769538	0.3185489418	0.3135435215	0.3166839829	0.311717287	0.3110049992	0.3137790144	0.3068959368	0.3016796177	0.292473268	0.2808616427	0.2677831029	0.2458050574	0.2159285979	0.1846209194	0.15502318	0.1299604902	0.1169761764	0.1082281108	0.09819259774	0.0926623291	0.09054413351	0.06858916214	0.0636739937	0.06978233897	0.04064055062	0.02447495816	0.00978660104	-0.008333079637	-0.02919906635	-0.0377596517	-0.03406475548	-0.06605091144	-0.08234776973	-0.1063218618	-0.1450750753	-0.1852555444	-0.2442543966	-0.3056548177	-0.4069769773	-0.5131949689	-0.6409615192	-0.7990104255	-0.9590824099	-1.149876652	-1.394068407	-1.583246384	-1.770940138	-1.950098685	-2.067812801	-2.15893359	-2.214613434	-2.258840019	-2.282625523	-2.283130111	-0.1785877751	-0.1441592751	-0.1241896871	-0.1059166487	-0.08884758004	-0.08591602286	-0.07015359565	-0.05950659201	-0.04935023794	-0.04422783365	-0.03701486521	-0.0275347464	-0.02444307643	-0.01928221184	-0.01022649626	-0.006395428854	-0.002363111423	0.001864707894	0.005678590323	0.007011720818	0.01062574262	0.01337253504	0.01569852618	0.0172825278	0.01933826714	0.02090769893	0.02243208234	0.02392402323	0.02553384512	0.02557716495	0.02859691299	0.02923104709	0.03034441514	0.0323292881	0.03318141067	0.034556188	0.0347227395	0.03474677601	0.03636103786	0.03606236685	0.03723792078	0.0386945182	0.03970695096	0.04053013788	0.04025356165	0.03926650509	0.0378253201	0.03819033238	0.03752977129	0.03696880171	0.03705222224	0.03756257587	0.03704698511	0.03620922155	0.03807988062	0.03879915964	0.03864968516	0.0380847451	0.03763083969	0.03743186463	0.03645523984	0.03827989794	0.03933652585	0.03946245171	0.04099259761	0.04245937243	0.04420055526	0.04591532207	0.047823175	0.05391222425	0.06106253809	0.0655083302	0.07503703634	0.08054332647	0.08238641768	0.0933182071	0.09562746567	0.09268902539	0.08627881801	0.07994175189	0.07188825853	0.06654902311	0.06232805178	
1385461	-0.230593181	-0.1611102417	-0.09474292775	-0.03055161855	0.0158153454	0.05736940066	0.09138693448	0.1241401086	0.146399904	0.174651745	0.1923707323	0.2078784517	0.2283619723	0.2449267479	0.2589230401	0.2718394855	0.2779527914	0.2878336094	0.2957931297	0.3068275565	0.3055387421	0.3092588504	0.3097421386	0.3157875541	0.3135426219	0.3155455139	0.3157742418	0.3130340854	0.3241251016	0.3177142537	0.3134513539	0.3166630168	0.3111658968	0.3103816073	0.3137387111	0.306807757	0.3014051729	0.2924279611	0.2801914418	0.2674217501	0.2456588754	0.2161951796	0.184481802	0.1556786912	0.1300870606	0.1174543525	0.1078463671	0.09834920069	0.09259884915	0.09007047181	0.06881027383	0.06380908446	0.06975253784	0.04077296144	0.024682948	0.01010096115	-0.008219377373	-0.02970490138	-0.03787031787	-0.03382393268	-0.06621331141	-0.08225377546	-0.1057883228	-0.1447009352	-0.1857057309	-0.2449609474	-0.3045960714	-0.407241564	-0.5128879527	-0.6411459257	-0.7994358583	-0.95800415	-1.149577851	-1.394435018	-1.583589024	-1.770725672	-1.949883015	-2.068221051	-2.159174149	-2.214417731	-2.258841974	-2.283340557	-2.283937791	-0.1625052659	-0.1505705631	-0.1186310987	-0.1014513608	-0.08920740366	-0.07903579623	-0.07268497942	-0.05951263694	-0.04935595697	-0.04256573854	-0.03575425915	-0.02904570256	-0.0232675016	-0.01575964454	-0.011034283	-0.006253864607	-0.002504605763	0.002573325505	0.004372396423	0.007834155174	0.009749783654	0.01367584368	0.01559756555	0.01780390824	0.01996388157	0.02098905178	0.02234714839	0.02351225213	0.02537959017	0.02658872174	0.02798246003	0.02922737808	0.03148664451	0.03255109407	0.03415079539	0.03481258778	0.03418979857	0.03437200054	0.03623068345	0.03586509186	0.03706664374	0.03815410874	0.03995506956	0.04061583879	0.04018251538	0.03934750985	0.03830919524	0.03774753269	0.03680314566	0.037375667	0.0366193846	0.03768584715	0.03669693329	0.03639405554	0.03801795633	0.03854274855	0.03819191441	0.03751154246	0.03740697773	0.03747644078	0.03655278185	0.03815695926	0.0392224342	0.03925190668	0.04076658755	0.04206498008	0.04425388086	0.04455429138	0.04737211446	0.05347003558	0.06119406242	0.06546484157	0.07395700029	0.0793612756	0.08280108322	0.09220858345	0.09671709749	0.09147284846	0.08536802124	0.08076681313	0.07112924077	0.06522834321	0.06277960501	
1385712	-0.2339718148	-0.1554927323	-0.09423061202	-0.02852049945	0.02107430778	0.05432729543	0.09484854222	0.1262527983	0.1493202438	0.1763353123	0.1930465181	0.2088016419	0.2301823083	0.2464605815	0.2583402627	0.270772892	0.2784449008	0.288834763	0.2955455317	0.3072186155	0.3062637797	0.3095983578	0.3084713917	0.3157893497	0.3125967368	0.3159662547	0.316479563	0.3130886417	0.3241772814	0.3186443846	0.3136560429	0.3167952688	0.3111096001	0.3107752659	0.3138572236	0.3068100235	0.3014894841	0.2921647769	0.2808893823	0.2675664689	0.2458057007	0.2158919822	0.1844845689	0.1551875617	0.1304476682	0.1173932085	0.1081022603	0.09825756811	0.09272754998	0.09019953421	0.06877899717	0.0642586689	0.07030933239	0.04074692116	0.02471138096	0.009953906174	-0.008305180186	-0.02919885191	-0.03792462865	-0.03463376703	-0.06586106706	-0.08220580478	-0.1062226229	-0.1451797115	-0.1851131986	-0.2451415068	-0.3048726281	-0.4072041649	-0.5126087427	-0.641215622	-0.7987392595	-0.9594498435	-1.150308394	-1.394295791	-1.583290405	-1.770258437	-1.949772191	-2.068105351	-2.158437698	-2.215510372	-2.258163732	-2.282128781	-2.283647963	-0.186859933	-0.1313444862	-0.1241792804	-0.1059100472	-0.0923155875	-0.07311922609	-0.0758045359	-0.05923287335	-0.04720490201	-0.0425578793	-0.03406505036	-0.02884584703	-0.01953929727	-0.01345751065	-0.01022489425	-0.008419530067	-0.0009301303375	0.001025132016	0.005680234382	0.008435920578	0.01041059524	0.01408295674	0.01653446243	0.01814900409	0.01925121052	0.02107881386	0.02305666159	0.02450680721	0.02491593337	0.02623092747	0.02771033302	0.0301274696	0.03117414325	0.0318798269	0.03388307679	0.03499562646	0.03486389673	0.03559780488	0.03572039582	0.0358903407	0.03702174351	0.03827418547	0.03938959258	0.04017356843	0.03994683869	0.03935271991	0.03816586012	0.03812894775	0.03691179032	0.03762662665	0.03644175237	0.03713652664	0.03717965782	0.03648908892	0.03798031966	0.03831062107	0.03791043616	0.03801346002	0.03746225623	0.03667462861	0.03634236082	0.03900299386	0.03969491449	0.03877155103	0.04046117994	0.04228034553	0.04359966705	0.04532724532	0.04788135733	0.05256449271	0.0607050785	0.06619282641	0.074348533	0.08056749898	0.08150429686	0.09278972127	0.0991951829	0.09087851937	0.08681697319	0.08036124631	0.07189131118	0.06576249939	0.06168462946	
1385962	-0.2347130985	-0.1548880649	-0.0960973456	-0.03343264849	0.01793024108	0.05615864177	0.09271973211	0.1222677256	0.146401954	0.1763344293	0.1918683588	0.2066590331	0.2285034908	0.2450560594	0.2583399179	0.2706649492	0.2776625382	0.28828808	0.2963859519	0.3061295142	0.3067011886	0.3094017273	0.3091747013	0.3158526249	0.3128179391	0.3158140918	0.3162812931	0.3130352734	0.3232178993	0.3180488272	0.3136100884	0.316558784	0.3110673241	0.3114915247	0.3137790144	0.3064853188	0.3014066237	0.2920581414	0.2805618405	0.2677491445	0.2458384436	0.2166054692	0.1841836497	0.1552860871	0.130251836	0.1173924558	0.108196743	0.09809810769	0.09269465241	0.09042025082	0.06871711096	0.06377633968	0.06981659701	0.04047179528	0.02461115388	0.01009263371	-0.008021200958	-0.02883996834	-0.03815951128	-0.03467664916	-0.06551915672	-0.08276380086	-0.1057089906	-0.1457200159	-0.1851369405	-0.244752645	-0.3046913195	-0.4076956149	-0.5124737934	-0.6407068314	-0.7986225656	-0.9593697971	-1.150176558	-1.393521052	-1.58319383	-1.770418285	-1.949388598	-2.068105809	-2.158626099	-2.214738888	-2.258164514	-2.282625523	-2.282611808	-0.1619557345	-0.1441592751	-0.1342907026	-0.1097078677	-0.08502896399	-0.07640014567	-0.07015359565	-0.0570548604	-0.04984291471	-0.04400135647	-0.03259253198	-0.02715249175	-0.02054429834	-0.01452394459	-0.009266457859	-0.006249543793	-0.001068473877	0.001023399657	0.005799621913	0.007241309457	0.01281392648	0.01307417082	0.01709639444	0.01833281007	0.02023290219	0.02229266057	0.02286571018	0.02638872288	0.02591888627	0.02579474477	0.02736872173	0.02999365394	0.03093395702	0.03306677398	0.03388165558	0.03542496293	0.03447270043	0.03541074687	0.03636103786	0.03623573341	0.03789025423	0.03815746237	0.03945544289	0.04120147197	0.04060494165	0.03965436507	0.03827117643	0.03823191268	0.03682675424	0.0373980707	0.03723698401	0.03807585952	0.0374225896	0.03639869174	0.03860821477	0.03792115637	0.0387085886	0.03833226768	0.03756959902	0.03754399271	0.03646758689	0.03851581686	0.03942060703	0.03921861618	0.04118974391	0.04231012702	0.04458310282	0.04573796238	0.04807382512	0.05455613925	0.06056466639	0.0664016772	0.07427272947	0.08054332647	0.08282207635	0.09282707812	0.09734243543	0.09268902539	0.08603318939	0.08035819366	0.07145932173	0.06496924426	0.06103418148	
1386211	-0.2425937342	-0.161110738	-0.09186482416	-0.03055178677	0.01581479238	0.05889072486	0.09165429019	0.1222647609	0.14848337	0.1739041287	0.1940527744	0.208797319	0.2271022854	0.2462040721	0.2599734839	0.2714132091	0.2773704579	0.2882872726	0.2951252364	0.307297128	0.3076360061	0.3090623746	0.3096744097	0.3152715273	0.3121905287	0.3157545353	0.3164768212	0.3132211532	0.3236204931	0.3179282098	0.3137660767	0.316470148	0.3117575008	0.3112335463	0.313777223	0.3068451646	0.3014148647	0.2920920209	0.2804141736	0.2675300656	0.2457642243	0.2160586229	0.18414867	0.1549541393	0.1302818631	0.1173901976	0.1078779356	0.09825430494	0.09272524558	0.09019707843	0.06890993767	0.06374058625	0.0697812414	0.04070998615	0.02434673482	0.01050878713	-0.008465669611	-0.0288278477	-0.03842203871	-0.03439335334	-0.06616839643	-0.08183786909	-0.106381053	-0.1459909188	-0.1847441968	-0.245473939	-0.305438649	-0.4073412762	-0.5128204666	-0.6414401978	-0.7992062338	-0.9586705985	-1.149410543	-1.394070572	-1.584229714	-1.771407014	-1.949716252	-2.068335396	-2.158866857	-2.214418196	-2.258842365	-2.282129774	-2.283650032	-0.1713069215	-0.1442034174	-0.1343219264	-0.1052508972	-0.09233848013	-0.07903758358	-0.06733804764	-0.064147512	-0.05150129819	-0.03711237039	-0.03407359514	-0.02735049039	-0.02480783088	-0.01576059288	-0.0113472186	-0.005242455018	-0.001858360211	0.002116079275	0.004250287614	0.007948068293	0.01029610371	0.01387100794	0.01606281721	0.01857548125	0.02045481791	0.02182684633	0.02313240415	0.02483053674	0.02591474832	0.02658806358	0.02865665716	0.02934837947	0.03164666154	0.03379987469	0.03442275926	0.03576982836	0.03541356606	0.03607045551	0.03689452458	0.03697615083	0.03795569516	0.03924765249	0.04086459595	0.04130951205	0.04101977443	0.03971678268	0.03900985172	0.0385408823	0.03791665502	0.03814975169	0.0377591034	0.03818494746	0.03799383061	0.03707489628	0.03855745214	0.03914782588	0.03930578105	0.03783128402	0.03844748271	0.03786152584	0.03706266272	0.03902120085	0.0399885496	0.03996199933	0.04126494427	0.04286873522	0.04512097653	0.04679050237	0.04734196138	0.05444523409	0.0616449209	0.06711310798	0.07679427339	0.08092898303	0.08367103284	0.09334997316	0.09952929404	0.09328506211	0.08692819024	0.07978877134	0.0708598004	0.06653869086	0.06148442252	
1386460	-0.2339718148	-0.1560991503	-0.08762235877	-0.0325814135	0.022108893	0.05737259439	0.09165662823	0.1220342128	0.1466114275	0.1744687701	0.1930465181	0.2074254442	0.2290632707	0.2442893814	0.2598577359	0.270772892	0.2785447025	0.2879273219	0.2960408244	0.3075280574	0.3061882749	0.3104719989	0.3092906487	0.3163246692	0.3132619068	0.3150133801	0.3163143447	0.3130357485	0.3243048283	0.317740053	0.3137680784	0.3166220455	0.3116343048	0.3110056088	0.3143373099	0.3066102575	0.301680198	0.2920586418	0.2807853227	0.2674985381	0.2459113824	0.2163709666	0.1842170461	0.1550586049	0.129831518	0.1173294228	0.1078797578	0.09831998172	0.09288396112	0.09038837825	0.06912951936	0.06429276875	0.06988011252	0.04044476525	0.02492003523	0.01030646161	-0.008266963195	-0.02886672614	-0.03844885732	-0.03437735227	-0.06546402354	-0.08191273013	-0.1061437146	-0.1443773997	-0.1852551156	-0.2445776875	-0.3052207259	-0.4071751977	-0.5124733519	-0.6404515585	-0.7990097948	-0.957634161	-1.149708649	-1.395481817	-1.582798642	-1.770360279	-1.949989413	-2.067633366	-2.158010553	-2.21428905	-2.258839236	-2.281989572	-2.283791956	-0.1712349131	-0.1505702668	-0.1188565916	-0.1145355126	-0.08884185736	-0.07344127042	-0.075198144	-0.06168460497	-0.0536374952	-0.04233209715	-0.03385813585	-0.0260278259	-0.02207984606	-0.01698434441	-0.01022489425	-0.007114272915	-0.001441108227	0.001738080953	0.005680234382	0.00712800557	0.01030220954	0.01418541507	0.01616583658	0.01780922132	0.01965433473	0.02145562136	0.02349033645	0.02580868681	0.02561060799	0.02644858219	0.02791789911	0.0301274696	0.03147645213	0.03290374358	0.03366930451	0.03557243025	0.03491901828	0.03551913854	0.03700435907	0.036186156	0.03745666795	0.03869585951	0.03970829228	0.04044235825	0.04010089519	0.03941956901	0.03842131575	0.03800419081	0.03753144058	0.03772794001	0.0373394462	0.03780712	0.03732385133	0.03706985117	0.03852084453	0.03856207832	0.03831699019	0.0385348826	0.0373177777	0.0378697174	0.03717311535	0.0385047965	0.03912075887	0.0395390139	0.04048472777	0.04314388069	0.04448237697	0.04603414644	0.04771366176	0.05418469121	0.06115693387	0.06604463464	0.07544609469	0.08053903921	0.082375377	0.09237897505	0.09878476005	0.09278901605	0.08722915022	0.08106540968	0.0720526496	0.06576249939	0.06297829053	
