Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1553998	2.730704053	2.765521453	2.780860971	2.797731127	2.808999695	2.809694824	2.811899751	2.810713142	2.801986464	2.800158791	2.790286315	2.7770511	2.761245019	2.754842725	2.739617896	2.733791898	2.718772686	2.70228762	2.691867595	2.679073021	2.664559513	2.645758863	2.630935942	2.61556797	2.601369601	2.584512388	2.571064319	2.547356933	2.536488533	2.522781646	2.498733592	2.486383937	2.471651207	2.45407771	2.441018706	2.431975962	2.409574506	2.395922342	2.384001342	2.366036383	2.35694353	2.337452066	2.324450949	2.31590201	2.3043536	2.297602137	2.288380704	2.271663615	2.261636491	2.250182331	2.235739266	2.209115986	2.218962972	2.19967896	2.181221255	2.170248651	2.162921189	2.150095036	2.132091874	2.144937317	2.126483733	2.108260113	2.106148246	2.081126349	2.075650174	2.055240406	2.048427559	2.023132251	2.003104996	1.981813978	1.967639557	1.944911387	1.962254114	1.905710288	1.907032439	1.936611507	1.932092813	1.9384553	1.966340763	1.958380335	1.97251656	1.948338317	1.973679769	-0.4495566387	-0.2952569759	-0.49426553	-0.6348601782	-0.7340084235	-0.7606609792	-0.7175984693	-0.6338902896	-0.5099352958	-0.3901373284	-0.3032349905	-0.264185224	-0.2479601774	-0.2163318408	-0.1860531279	-0.1387720371	-0.09189340741	-0.03777850799	-0.02547231915	-0.05185843874	-0.07536954197	-0.09771165261	-0.1145998082	-0.1179120042	-0.1128118152	-0.1000567754	-0.08149487686	-0.06728705132	-0.06098668979	-0.06235477009	-0.05942199757	-0.05458352677	-0.04688750899	-0.03754466936	-0.02594545317	-0.02358046919	-0.0305944494	-0.02958918579	-0.0427045379	-0.06374207385	-0.08799937318	-0.1171438891	-0.1491465497	-0.1815718679	-0.2090840861	-0.2257310146	-0.2333979223	-0.2374574651	-0.2428944809	-0.2493007227	-0.2531070943	-0.256982591	-0.2592815884	-0.2635911301	-0.2689616425	-0.2879215568	-0.3118875277	-0.3357352755	-0.3554347826	-0.3718821492	-0.3842951597	-0.3965001444	-0.4096622543	-0.4312837967	-0.4625646997	-0.5067985776	-0.5636964133	-0.6332993444	-0.7156986317	-0.8099828501	-0.924204031	-1.058692468	-1.231680419	-1.437912915	-1.654471742	-1.87749679	-2.090289033	-2.271787937	-2.411243414	-2.501472624	-2.554946099	-2.58868097	-2.617075099	
1554247	2.722161625	2.745345064	2.777671371	2.784862399	2.801784123	2.801854602	2.80284031	2.804791614	2.797291219	2.79808158	2.78302104	2.771325195	2.756793508	2.748440195	2.732283543	2.724899609	2.709685453	2.693752135	2.681466595	2.669671202	2.655738511	2.636091945	2.621277148	2.607029192	2.592557544	2.576388306	2.562046264	2.538624466	2.528297537	2.513460474	2.490828757	2.478656166	2.464170243	2.446376836	2.43429851	2.424582311	2.402189467	2.388637615	2.376974342	2.359220027	2.3502125	2.330374372	2.317568426	2.309213281	2.297423228	2.290670695	2.282096617	2.265122203	2.254481551	2.243548863	2.228987725	2.202234529	2.212696061	2.19318115	2.174655261	2.163367468	2.156215139	2.144483421	2.125897276	2.137983908	2.120024738	2.102659701	2.09985203	2.07474151	2.069706448	2.049201272	2.04200311	2.017175687	1.997724295	1.975187861	1.962894013	1.940817684	1.957977155	1.899665647	1.901649321	1.930931163	1.928474312	1.934070458	1.961587738	1.95560199	1.968616284	1.945258347	1.969359761	-0.4494546884	-0.09219405237	-0.311581085	-0.4663670882	-0.5959489517	-0.671690117	-0.6571570513	-0.5915591888	-0.4898109032	-0.3773812223	-0.2858139587	-0.2382723134	-0.2206149507	-0.1963463866	-0.1700285244	-0.1304051216	-0.08751221242	-0.04089886167	-0.007324866475	-0.02794476883	-0.05243007151	-0.07596170661	-0.0967478549	-0.1080791995	-0.1059121965	-0.09586869262	-0.07961427715	-0.06292950441	-0.05500590947	-0.05421789673	-0.05488467165	-0.05029741847	-0.0449419289	-0.03616876411	-0.02590573542	-0.01808601286	-0.03007367401	-0.02802673446	-0.03658681562	-0.05738684971	-0.08188261028	-0.1113590742	-0.1445382006	-0.1779932285	-0.2068197428	-0.2246301	-0.2317913146	-0.2350521618	-0.2396018134	-0.2462353324	-0.2511833018	-0.2551977999	-0.2580479157	-0.2637003617	-0.2674918259	-0.2826872305	-0.3070543824	-0.3302411452	-0.3500556654	-0.3679485885	-0.381551399	-0.394815806	-0.4085772336	-0.4294922056	-0.4599046119	-0.5035018962	-0.5600601339	-0.6294084798	-0.712145083	-0.8084809143	-0.9235266505	-1.056546998	-1.223506932	-1.427441845	-1.644527754	-1.865970821	-2.080519657	-2.264081255	-2.403810004	-2.497647178	-2.551512905	-2.584480236	-2.607258246	
1554497	2.728307337	2.74845067	2.769861399	2.784859863	2.803687446	2.804464289	2.805099881	2.803530309	2.79617433	2.799161282	2.789390876	2.776632278	2.759756415	2.753494287	2.738100609	2.727664142	2.711436861	2.698168042	2.68568119	2.673602161	2.659522372	2.63974177	2.625335708	2.609578665	2.595938034	2.579732431	2.564469827	2.542263066	2.531266332	2.517059279	2.494423826	2.481451459	2.468007455	2.450376891	2.43823805	2.427730731	2.404711472	2.391335243	2.379893444	2.361224718	2.353412341	2.333202761	2.32105573	2.312744629	2.30020038	2.294218149	2.285300804	2.269040654	2.258384567	2.24715584	2.232822724	2.20715768	2.216602684	2.197203393	2.179015739	2.1675805	2.161056452	2.148443263	2.130730247	2.14206852	2.12482699	2.106742541	2.104768365	2.079627527	2.073028256	2.054359934	2.047326969	2.02157944	2.000856627	1.979778692	1.966068965	1.944909551	1.962511147	1.903337724	1.907273569	1.936248877	1.932473144	1.938469769	1.965039093	1.957479388	1.972044423	1.948335777	1.972585902	-0.4062605035	0.01764279843	-0.1651115476	-0.3718065235	-0.5095577084	-0.596679936	-0.6108016624	-0.5657633903	-0.4682166248	-0.3678789736	-0.2715958989	-0.2169643967	-0.2007770432	-0.1849100673	-0.1577114232	-0.1229383291	-0.0810186992	-0.03419818094	0.001139775516	-0.0117512619	-0.03875137114	-0.06200010736	-0.0854745426	-0.0974517886	-0.1007228205	-0.09139833832	-0.07713309901	-0.06000133806	-0.05036584399	-0.04973179054	-0.05046548941	-0.04708360784	-0.04171202958	-0.03492977789	-0.02516695912	-0.01606087175	-0.0293999717	-0.0285798736	-0.0316575949	-0.05195450068	-0.07648413092	-0.1061621353	-0.140564846	-0.1747276895	-0.2046646782	-0.2234796981	-0.23075306	-0.2330653548	-0.2374748288	-0.2441064754	-0.2493160612	-0.2539760725	-0.257168535	-0.2630541628	-0.2672804358	-0.279268174	-0.3029125862	-0.3260279643	-0.3456365792	-0.3632570253	-0.3782030143	-0.3929850095	-0.4077871842	-0.4284901579	-0.4570095245	-0.5001984666	-0.5559556531	-0.6270686922	-0.7108019187	-0.8072081306	-0.9227493661	-1.056542629	-1.218202836	-1.420655277	-1.635122433	-1.857930556	-2.072295885	-2.257045141	-2.399678011	-2.494391147	-2.550005795	-2.580087842	-2.599951754	
1554748	2.726934665	2.761631222	2.769861405	2.799945734	2.807862205	2.805429055	2.807976233	2.807477065	2.798521228	2.799162103	2.790286041	2.775011563	2.759017761	2.754506489	2.738400453	2.728792823	2.71295158	2.69838535	2.685927133	2.674778065	2.66136504	2.63974255	2.625004692	2.611389327	2.596527044	2.579349758	2.565454646	2.542354079	2.531656246	2.517137632	2.494564229	2.482585181	2.467941441	2.450501932	2.437836819	2.428668824	2.407301683	2.393637673	2.38167841	2.363671949	2.355065277	2.335396537	2.322861207	2.314658939	2.302467454	2.295648628	2.287728796	2.270397902	2.25927871	2.2485047	2.233865777	2.206958565	2.216673992	2.197746615	2.179258694	2.168107954	2.161342308	2.148406496	2.130390702	2.142971692	2.125190697	2.106321719	2.104813925	2.078467187	2.073915266	2.053252511	2.046054229	2.021271903	2.000619181	1.979623428	1.966070085	1.944201004	1.961270354	1.902428848	1.905623954	1.935297446	1.932132804	1.935694317	1.964184178	1.958850072	1.97251604	1.945822578	1.974771949	-0.4149789357	0.09219050123	-0.000758040918	-0.2461784188	-0.398435261	-0.5086553044	-0.5416961432	-0.530762631	-0.4557420666	-0.3566824371	-0.2644542368	-0.2011670726	-0.1786442169	-0.1664577601	-0.1461211955	-0.1156157687	-0.07613834253	-0.03760624476	0.00662251646	0.007020987517	-0.02269718672	-0.04653945714	-0.07118725344	-0.08745186262	-0.09367881246	-0.08796290612	-0.07444014502	-0.0574733838	-0.04634619685	-0.04512669595	-0.04639117427	-0.04389985269	-0.03983324542	-0.03394372244	-0.02429465064	-0.01496347119	-0.02939841796	-0.02802813926	-0.02847720272	-0.04737349614	-0.07163214749	-0.1014883366	-0.1354792498	-0.1717036228	-0.203536401	-0.2217328532	-0.230379934	-0.2321806373	-0.2356653842	-0.2415752396	-0.2471217886	-0.2527745754	-0.2561484191	-0.2630517995	-0.2677411616	-0.2774599675	-0.2992104852	-0.3217619406	-0.3414263593	-0.3590379632	-0.3758856307	-0.3907841445	-0.4058189903	-0.428423533	-0.4565724277	-0.497157214	-0.5534396376	-0.624028763	-0.7080433396	-0.8053033153	-0.9224028085	-1.057378929	-1.2134113	-1.413180868	-1.626668428	-1.848106005	-2.062949688	-2.249319768	-2.393776554	-2.492406305	-2.547896594	-2.577675267	-2.594500349	
1554998	2.722159922	2.745344469	2.775069739	2.787077812	2.804821536	2.804465355	2.805101637	2.807477065	2.797905606	2.798165715	2.789336162	2.775821853	2.760130882	2.754170689	2.738400453	2.731855657	2.714225894	2.698601637	2.685681738	2.674956343	2.66130894	2.642809085	2.626403701	2.611325021	2.599208947	2.580990335	2.567881544	2.544390393	2.533040038	2.519992124	2.496966129	2.484050462	2.469261236	2.452652149	2.440345729	2.430681293	2.412213841	2.398670466	2.386755984	2.369489608	2.359966416	2.340924386	2.328571909	2.320096804	2.308205906	2.301795445	2.293019404	2.276489776	2.266113259	2.255275741	2.240789885	2.214607529	2.223986988	2.204760905	2.186966911	2.175385015	2.168558248	2.155819931	2.137386851	2.149814335	2.132791592	2.114755647	2.112359841	2.086630217	2.08195626	2.061518955	2.054691366	2.028880128	2.007840348	1.986353766	1.973387866	1.951140789	1.967867128	1.911167526	1.912370846	1.941869909	1.938653954	1.944016348	1.97196544	1.963453594	1.979821927	1.953972463	1.980290865	-0.3268505773	0.1606983604	0.1164685604	-0.1391486221	-0.3202105459	-0.4458383116	-0.5005972922	-0.4922103239	-0.4236866678	-0.3384213553	-0.2459029324	-0.1809955725	-0.1580972613	-0.1498923369	-0.1311380235	-0.1016506829	-0.06912536749	-0.02734134692	0.01129827733	0.02009425408	-0.009107479714	-0.03414845404	-0.05854292328	-0.07809262716	-0.08550135893	-0.08223361414	-0.07221473149	-0.05471447342	-0.0418398423	-0.04046380787	-0.04152845356	-0.04008428771	-0.03778133134	-0.03075964322	-0.02283457412	-0.01390599686	-0.02674307109	-0.02613342336	-0.02617572607	-0.04360944119	-0.06778331692	-0.09767197323	-0.1333064428	-0.1688835127	-0.2004370558	-0.2203038132	-0.2287360431	-0.2308638977	-0.2333102711	-0.238930795	-0.2451670281	-0.2507473174	-0.2545939283	-0.2610227502	-0.2664138182	-0.2750154367	-0.2959089905	-0.3185158247	-0.3380879134	-0.3561919187	-0.3722432042	-0.3879901022	-0.4033098751	-0.4263550665	-0.4540927174	-0.4946533015	-0.5502662935	-0.621380815	-0.7054815236	-0.8025096745	-0.9198139347	-1.053439251	-1.209856813	-1.408109975	-1.620544935	-1.842668559	-2.057489599	-2.243401899	-2.389106234	-2.486768767	-2.543506803	-2.572452548	-2.588631331	
1555247	2.718398054	2.750380075	2.77246643	2.794178418	2.80291699	2.813961979	2.808806485	2.810166111	2.802485432	2.796090095	2.788442492	2.774173727	2.755314377	2.751472706	2.735949167	2.728524693	2.709408171	2.695353888	2.685094419	2.671255195	2.659743408	2.637948153	2.623473139	2.609086021	2.594011247	2.577155747	2.563293212	2.539981255	2.52902315	2.515255797	2.492097385	2.479923197	2.46529915	2.448774416	2.435666371	2.425722113	2.402189855	2.388638095	2.376695031	2.358656458	2.350111018	2.330454363	2.317921471	2.309079317	2.297462549	2.290578814	2.282097009	2.265231933	2.254774542	2.243748462	2.22882447	2.202069743	2.212563361	2.192575112	2.174757344	2.163507467	2.156215464	2.14400828	2.125897637	2.137631371	2.120266865	2.101564315	2.100116646	2.07367237	2.070006285	2.04952087	2.041763488	2.017176187	1.9966979	1.976137451	1.96216744	1.939547164	1.956907083	1.899548941	1.903248291	1.93129321	1.928857629	1.932092106	1.959006842	1.955152688	1.969120744	1.943207029	1.968221359	-0.2814628228	0.2297881126	0.188978662	-0.07924070042	-0.2779926813	-0.4008638403	-0.465898823	-0.4671981919	-0.4091714411	-0.3221083165	-0.2344994542	-0.1669832533	-0.144969553	-0.1369749723	-0.1169031022	-0.09536466861	-0.06162006546	-0.0247733386	0.01842303867	0.02627749866	-0.002806286127	-0.02724169344	-0.05312618099	-0.07444074393	-0.0811982786	-0.07840653595	-0.06862936543	-0.05202256682	-0.03890824878	-0.03719693875	-0.0386298815	-0.03741364931	-0.03359874463	-0.02882416521	-0.02124311206	-0.01185621712	-0.02508249322	-0.02458219489	-0.02467257896	-0.04087731017	-0.06498748672	-0.09535522073	-0.1297695623	-0.166201326	-0.1982606564	-0.2190934966	-0.2281678929	-0.2290773117	-0.2317002144	-0.2378484153	-0.2441449431	-0.2494904545	-0.2537859396	-0.2602617968	-0.2656442455	-0.2740507765	-0.293768312	-0.316687014	-0.3358025825	-0.3541488521	-0.3710309452	-0.3862974474	-0.4021481376	-0.4249618271	-0.4522935896	-0.4933003837	-0.5476576148	-0.6192208865	-0.7031271026	-0.8014362252	-0.9187875468	-1.052843058	-1.208212787	-1.401843063	-1.617333057	-1.836936193	-2.051701333	-2.238945723	-2.384230805	-2.482938044	-2.539472312	-2.567811856	-2.582735744	
1555497	2.722159922	2.740316184	2.768275744	2.777775213	2.803688392	2.807762964	2.802838554	2.802819678	2.791600811	2.787956023	2.780236676	2.766416011	2.74753375	2.743724294	2.728323727	2.72017757	2.703876136	2.690289945	2.677646216	2.663981969	2.651575259	2.631589759	2.617749719	2.601611797	2.587366766	2.570048711	2.55697565	2.533363372	2.52165398	2.508119818	2.485471125	2.472474087	2.458582508	2.440845951	2.427468486	2.418390372	2.395181823	2.38127499	2.369549993	2.351371496	2.342963503	2.322851724	2.310481733	2.301785627	2.289634042	2.283075849	2.274603362	2.257913373	2.247394781	2.236470629	2.221920341	2.195762961	2.205164192	2.18595378	2.167140553	2.156597807	2.149549874	2.136503633	2.117901714	2.131121532	2.112407583	2.094795327	2.092460572	2.066973373	2.061794419	2.04156224	2.03395141	2.00849565	1.987647003	1.969015608	1.955287468	1.931218107	1.949555695	1.891778802	1.892258648	1.924735825	1.920948225	1.923742605	1.953832651	1.94688801	1.961798704	1.935533783	1.963336003	-0.2180711726	0.2696545131	0.2742598806	-0.01931168977	-0.2257465736	-0.37162468	-0.4415020576	-0.4452764521	-0.3903963893	-0.3137451764	-0.2188554965	-0.1598662884	-0.1340129222	-0.1246971283	-0.1117226554	-0.08727510593	-0.05687420937	-0.02042761692	0.02067195049	0.03408000678	0.00453326082	-0.0210791096	-0.04726373715	-0.06880487686	-0.07781967829	-0.07630892135	-0.0662146609	-0.04823582619	-0.0369463119	-0.03460633143	-0.03613511376	-0.03578554421	-0.03192909913	-0.02646227483	-0.02006628418	-0.01094593707	-0.02446713724	-0.02400547059	-0.02299248432	-0.0379820281	-0.06308746268	-0.0931511041	-0.1281114537	-0.1655087929	-0.1971344687	-0.2175077285	-0.2270913171	-0.2283002365	-0.2305248863	-0.2363675139	-0.2430999958	-0.2466705702	-0.2521533294	-0.2591536993	-0.2650797654	-0.2735384783	-0.291634797	-0.3145851723	-0.3349561951	-0.3531637275	-0.3690299339	-0.3847103157	-0.4009107913	-0.4243858357	-0.4521138831	-0.4908111901	-0.5460565343	-0.6173585511	-0.7011918417	-0.7998344651	-0.9175464779	-1.052019746	-1.206446138	-1.400498357	-1.61233644	-1.83266859	-2.04889259	-2.234996736	-2.381633888	-2.481860365	-2.536801116	-2.566417847	-2.581063534	
1555748	2.734465922	2.742234662	2.77405647	2.787076544	2.799876107	2.804464289	2.800574994	2.800296778	2.793328996	2.789948226	2.779341711	2.768453405	2.752715888	2.748105046	2.731665616	2.724067404	2.707176479	2.692103309	2.679750292	2.665917027	2.654655204	2.633297006	2.61947692	2.604223788	2.590809822	2.5730055	2.558608434	2.536320494	2.524618354	2.5114234	2.4879365	2.475929484	2.461092334	2.444420561	2.431282423	2.422621797	2.399254675	2.385361526	2.373795695	2.355647804	2.34644306	2.327287323	2.314707642	2.306219347	2.294419701	2.288266928	2.279762882	2.262593481	2.252147388	2.24154593	2.226730104	2.200120532	2.210374382	2.190545841	2.172215669	2.16119006	2.154312823	2.141772327	2.123178715	2.136335889	2.119056786	2.099838746	2.098166952	2.071901254	2.066892133	2.046598177	2.040257561	2.01450846	1.993721062	1.972400204	1.959449928	1.937279197	1.954853192	1.896152708	1.898207873	1.92902925	1.925620988	1.929704967	1.95684497	1.951494742	1.966162598	1.941151683	1.967128131	-0.1621169412	0.3172555675	0.2931789993	-0.01494718963	-0.2063466591	-0.356618389	-0.4208449787	-0.4388357658	-0.3763464999	-0.2979354762	-0.2110214401	-0.1528330119	-0.1248044801	-0.1192004351	-0.108554719	-0.08152903532	-0.05180962465	-0.01252196234	0.02436315505	0.03873223921	0.005795062991	-0.01771440589	-0.04593479919	-0.06517798875	-0.07515537281	-0.07314893704	-0.06234986116	-0.04798798633	-0.03496527921	-0.03266522443	-0.03431816922	-0.03404215515	-0.03105915352	-0.02567734005	-0.01856864375	-0.009521228711	-0.02248929843	-0.02237029926	-0.02172867182	-0.03774591705	-0.06264046257	-0.09266798176	-0.1276989722	-0.1642899413	-0.1960485441	-0.2164063099	-0.2258196328	-0.2275734336	-0.2294664596	-0.2355079298	-0.2420078091	-0.2472280196	-0.2515116811	-0.2585083396	-0.2638588069	-0.2723056797	-0.2911633164	-0.3144683485	-0.3338747632	-0.3508859565	-0.3682199579	-0.3841039331	-0.3997298615	-0.4226840895	-0.4501493419	-0.4894771813	-0.5448620097	-0.6154115045	-0.6999657975	-0.7983520859	-0.9148506922	-1.050227154	-1.203916199	-1.399037209	-1.612061598	-1.832082991	-2.047176696	-2.233019068	-2.378326751	-2.478585945	-2.533164761	-2.561987696	-2.578542131	
1555998	2.720776081	2.748451265	2.77246642	2.783533283	2.799877053	2.801853536	2.801400481	2.802819678	2.792716416	2.791483084	2.782547829	2.768453107	2.752345533	2.749115715	2.730451886	2.724067576	2.706143068	2.690504856	2.679997153	2.666150293	2.653794401	2.632589634	2.618348748	2.602918061	2.589700237	2.572623524	2.558872125	2.536410992	2.524131646	2.511192019	2.488430142	2.47519832	2.460970912	2.443399742	2.430614488	2.420614618	2.39827166	2.384720671	2.372873839	2.355711727	2.346728841	2.326550923	2.314668792	2.306046338	2.294684944	2.288137005	2.279688783	2.262851238	2.252440544	2.241218793	2.227281277	2.199824966	2.210641319	2.191083367	2.172559532	2.161680957	2.154671589	2.142505215	2.123670235	2.136493004	2.118531676	2.100765956	2.098079938	2.073762929	2.06787021	2.048321574	2.041658303	2.01540137	1.995414092	1.975343523	1.961171166	1.939683719	1.95673511	1.897927919	1.900388732	1.930703139	1.927068138	1.932461224	1.960723767	1.952863897	1.968582472	1.943204489	1.969311197	0.007450601804	0.4399280739	0.2621599302	-0.04308911726	-0.2393853362	-0.3806033594	-0.4378584211	-0.4371911127	-0.3635351583	-0.2794110385	-0.1898233387	-0.1403448161	-0.1205757435	-0.1143855961	-0.1017822924	-0.07267781328	-0.03935459501	-0.004404519401	0.03759574185	0.03431298718	0.003729852069	-0.02201390903	-0.04837390904	-0.0669456709	-0.07423112387	-0.0702697856	-0.05758744652	-0.04360756234	-0.03186435151	-0.0321490313	-0.03383778707	-0.03115098169	-0.02899976908	-0.02307987447	-0.01414139417	-0.006057318642	-0.02094871956	-0.0205430385	-0.02022512107	-0.03763353533	-0.0623035792	-0.09271948824	-0.1275900769	-0.1639322372	-0.1957096213	-0.215143529	-0.2245444475	-0.2255262151	-0.2294309066	-0.2345925435	-0.2410975902	-0.2464529976	-0.2505436175	-0.2567972388	-0.2624968837	-0.270898092	-0.2917734716	-0.3146868925	-0.3335441258	-0.3516935639	-0.3684486844	-0.3834226751	-0.3982422932	-0.4211902833	-0.4488655886	-0.4889369065	-0.5442105895	-0.6146350354	-0.698538701	-0.7957829691	-0.9124803307	-1.047358047	-1.200885992	-1.399188135	-1.613439794	-1.833552471	-2.047956698	-2.233345043	-2.377626781	-2.474745267	-2.529327321	-2.559970782	-2.575376576	
1556247	2.746815016	2.765521652	2.789273173	2.802632308	2.816999052	2.821822391	2.823254304	2.819340678	2.81413688	2.80939339	2.801260395	2.7860899	2.77277376	2.767344035	2.752182636	2.744080299	2.726604185	2.712494035	2.701260713	2.687907869	2.675791395	2.654856555	2.640948729	2.625191041	2.611559322	2.593569885	2.581154534	2.557378631	2.546762852	2.532055448	2.50961927	2.495663549	2.481803624	2.464982754	2.452457194	2.442524131	2.421529994	2.40775635	2.395872828	2.377816592	2.368945714	2.349143145	2.336601292	2.328376246	2.316242315	2.309882418	2.301346796	2.284266192	2.274058386	2.262553372	2.247833536	2.222010131	2.231492293	2.211726052	2.193834043	2.182717521	2.175942367	2.163403351	2.144967196	2.157068438	2.139879985	2.121347347	2.118682981	2.094205276	2.08816817	2.068164121	2.061009544	2.03612284	2.015086611	1.99379692	1.979729162	1.9582321	1.974648107	1.917233475	1.918941441	1.949112762	1.944766054	1.950822505	1.979762935	1.972227342	1.986669512	1.962785205	1.987909101	0.1756088674	0.5232829756	0.2372925413	-0.05169184593	-0.2586945144	-0.385979404	-0.440930691	-0.4141277783	-0.3483522791	-0.261138509	-0.1721143012	-0.1305579623	-0.1169008417	-0.1105878108	-0.093623936	-0.06256156723	-0.03076159887	0.01167001832	0.04508425504	0.03143988827	0.000747981102	-0.02683306719	-0.05157898357	-0.06782849547	-0.07227918012	-0.06595239316	-0.05372316558	-0.03769919495	-0.02972736733	-0.0303635961	-0.03169048043	-0.03035867527	-0.02592793734	-0.02008695507	-0.01071021474	-0.002736707769	-0.01746645673	-0.01758349742	-0.01877716291	-0.03954054564	-0.06342152336	-0.09433311141	-0.1280025318	-0.1645899991	-0.1945672283	-0.2137490135	-0.2221735454	-0.2239978793	-0.2279578791	-0.2345590248	-0.2405298768	-0.2445572346	-0.2485819697	-0.2547368384	-0.2588722142	-0.2696841097	-0.2920133815	-0.3151055374	-0.3343545856	-0.3527109017	-0.3683635941	-0.3821319231	-0.3972118526	-0.4190647203	-0.4461282123	-0.4880382171	-0.5439331425	-0.6129702034	-0.6976078551	-0.7935388136	-0.9091923005	-1.043052252	-1.199749156	-1.400381348	-1.614550513	-1.835466868	-2.049361999	-2.233836673	-2.376582756	-2.469998137	-2.525105116	-2.553306621	-2.57136844	
1556497	2.740637408	2.763574752	2.779264816	2.799947002	2.804822483	2.810662299	2.811900336	2.811427718	2.803720207	2.799162925	2.790286452	2.779090951	2.764962347	2.759569581	2.7432902	2.734331155	2.717497749	2.703242065	2.691915069	2.67889441	2.666402977	2.645611584	2.631403129	2.617691448	2.604362707	2.585002964	2.572641286	2.549214668	2.538162707	2.524355368	2.500147175	2.488451461	2.47341914	2.456478368	2.443488	2.433670597	2.409988009	2.396013093	2.384238712	2.366371287	2.357352303	2.337452226	2.325157724	2.316693333	2.304775158	2.297848765	2.289177935	2.272654467	2.261616605	2.25063957	2.236395406	2.209709296	2.219637501	2.200017801	2.181393479	2.170145127	2.162958197	2.150278681	2.132318947	2.144937474	2.126766958	2.108934571	2.107032448	2.081078932	2.07605531	2.055937938	2.049163089	2.022772569	2.001582861	1.982007637	1.968253892	1.946045807	1.962213197	1.903340105	1.906693855	1.936907151	1.932516474	1.937253271	1.968069727	1.960670734	1.973492549	1.948374484	1.973728958	0.3213250391	0.6083925694	0.2495813374	-0.05232899152	-0.2623391616	-0.3895588225	-0.4283875637	-0.4042924291	-0.3292955494	-0.2386962307	-0.1519572324	-0.1182565687	-0.109328668	-0.1015517907	-0.08364140025	-0.05457230563	-0.01779739535	0.02135044938	0.05213381307	0.03092587265	0.001895098976	-0.02451572301	-0.05087944349	-0.06648502526	-0.0693024678	-0.06211362127	-0.04940428807	-0.03432309752	-0.02655628741	-0.02857881136	-0.03014880142	-0.02779960808	-0.02372818781	-0.01673080158	-0.007806650384	-0.0003926569627	-0.01478313137	-0.01301462847	-0.01847136956	-0.03925539497	-0.06437274385	-0.09444174289	-0.1287334322	-0.1634314547	-0.1934901521	-0.2123030387	-0.2207195524	-0.2229903881	-0.2273253372	-0.2336655653	-0.2394577064	-0.2438329332	-0.2474806605	-0.2526490318	-0.2576514044	-0.268835234	-0.293054039	-0.3159868129	-0.3353576111	-0.3526937905	-0.3674015825	-0.3813412338	-0.3951415421	-0.416016592	-0.4446338159	-0.4867707499	-0.5423127927	-0.6124510533	-0.6940130675	-0.7913753362	-0.9057849556	-1.039322244	-1.198702803	-1.401424283	-1.616211082	-1.836342716	-2.050295292	-2.232681712	-2.372576112	-2.46689555	-2.520880574	-2.548255396	-2.568415321	
1556748	2.72693126	2.758525647	2.779264799	2.791957089	2.807860312	2.808725893	2.808190064	2.806215363	2.797403717	2.79455128	2.787546431	2.775822449	2.760502343	2.753158302	2.736865505	2.728496695	2.713227203	2.697429098	2.685288435	2.671839361	2.657898211	2.63844595	2.622870144	2.609206254	2.59500597	2.577324735	2.563747942	2.54022702	2.528783794	2.515777567	2.492165254	2.480120341	2.46479319	2.448896009	2.434925471	2.425936559	2.402299922	2.388282041	2.376499641	2.358653926	2.349783016	2.329735524	2.317703535	2.309171952	2.297156651	2.29066857	2.281798974	2.265357018	2.255064028	2.243582581	2.229804311	2.202631431	2.212525789	2.193248808	2.175133567	2.163645682	2.156605158	2.144006491	2.126536982	2.138727835	2.120265686	2.102573049	2.100380566	2.074878528	2.07000432	2.049426869	2.042777232	2.017851537	1.996776995	1.976135748	1.961628184	1.94038221	1.957803598	1.898913859	1.903293687	1.931290831	1.926641317	1.93327165	1.959865654	1.952862504	1.966161818	1.941679852	1.970401048	0.4993822605	0.6833467216	0.2745180516	-0.04310648881	-0.2519394683	-0.3746260282	-0.419440876	-0.3847392923	-0.3082355353	-0.2185092376	-0.1350628457	-0.1047810217	-0.09849453665	-0.09179503245	-0.07345781514	-0.04292941056	-0.008467562921	0.03181270177	0.06034192095	0.03459164911	0.004874711173	-0.02317670789	-0.04940579485	-0.06273607207	-0.0658100634	-0.0580841558	-0.04472459343	-0.02993378193	-0.02490415335	-0.02590447993	-0.02856120435	-0.02408779515	-0.02079805588	-0.01416728323	-0.00565909825	0.001082144457	-0.01232358219	-0.010942245	-0.01762642906	-0.03856331171	-0.06309020117	-0.09466224736	-0.1279586318	-0.1628296751	-0.1920577187	-0.210282671	-0.2186504638	-0.2212777641	-0.2261511955	-0.2327260934	-0.2384435764	-0.2421837438	-0.2454722489	-0.251844396	-0.2554240117	-0.2687935492	-0.2927032787	-0.3153732475	-0.3346715907	-0.3518916401	-0.3664320883	-0.3801300544	-0.3936634807	-0.4146953613	-0.4427503605	-0.4847107644	-0.5407370814	-0.6107853464	-0.692996374	-0.7881957453	-0.903410392	-1.035147781	-1.196698774	-1.400505667	-1.613859937	-1.83488927	-2.04858771	-2.230381854	-2.369800518	-2.462702555	-2.514545292	-2.544019804	-2.565473164	
