Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
2329949	11.91990582	11.91507648	11.98395835	12.01265551	12.11281115	12.10527238	12.17793246	12.19682758	12.24222562	12.28263711	12.29874353	12.30916486	12.3425331	12.36815498	12.40012962	12.42115968	12.43398761	12.46404837	12.49287085	12.52007796	12.55507239	12.55817074	12.58461354	12.59988212	12.62423772	12.65456939	12.67727718	12.68593452	12.71764443	12.76323427	12.77890399	12.78393953	12.80972794	12.83578598	12.83790932	12.87051233	13.85807393	13.86314331	13.90423846	13.92420973	13.93699095	13.93316861	13.9730154	14.00033609	14.02970622	14.06277618	14.08887842	14.09759104	14.10033968	14.09682826	14.14598634	14.12167208	14.17351468	14.20122987	14.17786553	14.18567066	14.25388656	14.25157983	14.26875195	14.2535144	14.27581947	14.23440711	14.28151395	14.27870084	14.22698202	14.24560896	14.26073115	14.25382328	14.1787647	14.15660042	14.15826993	14.10019424	14.19393518	14.12602455	14.05581376	14.15188996	14.18759189	14.17224136	14.22837769	14.25971867	14.32945689	14.2304807	14.28416118	0.8703489826	0.565524628	0.213500396	-0.02829483333	-0.1871112499	-0.2646421366	-0.2715721327	-0.227915935	-0.1544360457	-0.09368500377	-0.05156336345	-0.04962399667	-0.04906182666	-0.03945352749	-0.01871322846	0.004951618521	0.03253716412	0.06104345995	0.05456814801	0.02933657737	0.005205449847	-0.0152375958	-0.02984002052	-0.03717734139	-0.03531427456	-0.02682837056	-0.01743146252	-0.01019196638	-0.009901883536	-0.01375399562	-0.0126501392	-0.01117235554	-0.007030497967	-0.0007602580248	0.004466153321	0.001636231834	-0.001800547955	-0.006170822249	-0.01949454255	-0.03797801431	-0.06161829134	-0.08916182859	-0.1198652164	-0.1523648464	-0.1796411377	-0.198304394	-0.2077450948	-0.2140108514	-0.2195754489	-0.226049184	-0.2300767787	-0.2349662587	-0.2378846497	-0.2432621532	-0.2511900594	-0.2694577978	-0.2918147957	-0.3128150136	-0.3303769892	-0.3443471862	-0.3557621465	-0.3674674093	-0.3805037384	-0.4023936213	-0.4334643935	-0.4770684448	-0.5327411565	-0.6001400386	-0.6816336737	-0.7773881282	-0.8906559974	-1.028864575	-1.201203806	-1.400979747	-1.611684593	-1.828170316	-2.034849959	-2.210069436	-2.343810809	-2.435637478	-2.488944786	-2.52527114	-2.549947633	
2330198	14.39606322	14.30330334	14.47477691	14.57427756	14.52503904	14.59460807	14.69973248	14.70740597	14.71535983	14.79913867	14.81048319	14.8102438	14.85241562	14.85878434	14.87481402	14.91916002	14.9306617	14.95901227	15.00593292	15.01249585	15.07719869	15.07414704	15.11670026	15.14063847	15.18108808	15.21234604	15.25898428	15.28577422	15.320786	15.37833765	15.39041188	15.40804362	15.43675273	15.45615046	15.45314071	15.47402459	15.8293026	15.85573899	15.90040739	15.93006106	15.94245588	15.94339733	15.97486131	15.99799861	16.02027254	16.05563531	16.09030702	16.10250973	16.11411037	16.12805467	16.19443134	16.18547904	16.2548921	16.30374655	16.29212557	16.32004232	16.40838211	16.41161979	16.42730159	16.41401041	16.42213205	16.38947712	16.43028084	16.42884654	16.39593135	16.40956169	16.42955025	16.42876682	16.37076606	16.33449352	16.34954293	16.31587393	16.39418907	16.3559605	16.34576413	16.4258352	16.44947017	16.53922207	16.62819166	16.61531911	16.69400045	16.74441818	16.73710322	0.9676264174	0.5317039411	0.1892253863	-0.05603772915	-0.2023685052	-0.2641382648	-0.2554245677	-0.2097848402	-0.1407785707	-0.07599302855	-0.04865036	-0.04405808943	-0.04408436849	-0.03290260297	-0.01312485801	0.01415609622	0.04411332979	0.0677866879	0.05029454081	0.02630688322	0.003028215634	-0.01848925202	-0.03080208304	-0.03539651227	-0.03292746788	-0.02247562641	-0.01271635135	-0.008494393429	-0.009264971126	-0.01218379918	-0.01166376518	-0.008229629017	-0.005517523337	0.001485870702	0.007189758441	0.0007464184405	0.0003253973476	-0.005414962381	-0.02032863639	-0.03861829956	-0.06211728713	-0.08910726341	-0.1190311589	-0.1510973053	-0.1788033839	-0.196563842	-0.2068536163	-0.2130370003	-0.2191639283	-0.2253726797	-0.2296426928	-0.2328545795	-0.2361636931	-0.2420393528	-0.2506443735	-0.2700058034	-0.2917332773	-0.3136350994	-0.3307229819	-0.3441364847	-0.3549966524	-0.3657167426	-0.3787843983	-0.4011633111	-0.4326023125	-0.4767910157	-0.531341325	-0.5982764687	-0.6796848491	-0.7740931563	-0.8880656739	-1.027424156	-1.200592343	-1.40204741	-1.613220912	-1.828615644	-2.03422112	-2.208740708	-2.341181161	-2.433240559	-2.485663362	-2.524050358	-2.548466661	
2330448	17.79280952	17.45713298	17.83006392	17.55783379	17.78498401	17.90132272	17.84468348	17.76151789	17.95908095	17.92923916	17.81529879	17.89305158	17.9115837	17.912654	17.86305167	17.92934489	18.0046484	18.04135522	18.02231932	18.0799434	18.10025057	18.1146673	18.19816922	18.22607618	18.24057373	18.29632521	18.3194844	18.42996974	18.44692912	18.55438171	18.59179144	18.6700502	18.7346136	18.75154691	18.85386928	18.93027678	19.49165077	19.52977506	19.59409355	19.6011484	19.63544421	19.66573948	19.69156803	19.71408781	19.74964719	19.76883107	19.78747278	19.80194692	19.83481173	19.84176785	19.87300114	19.86423248	19.89745631	19.90329245	19.90766341	19.91291426	19.97306896	20.01541513	20.00860418	20.05109256	20.04731235	20.00597324	20.0277036	20.00562838	20.01198102	20.00788004	19.98317261	19.97506876	19.96111992	19.93590173	19.94567751	19.9133058	19.99867948	19.90790872	19.9585977	20.07721898	20.07297925	20.05546374	20.14278985	20.22588705	20.09521295	20.2467913	20.23019689	0.950129123	0.50413618	0.1530848378	-0.07901021377	-0.2207748793	-0.2605642105	-0.2528038271	-0.1961321977	-0.1250498953	-0.05822245995	-0.04393364589	-0.04266488525	-0.03871107822	-0.02692155273	-0.00466249011	0.02031528439	0.05373958691	0.06943726996	0.04821906362	0.02316254038	-0.0006380039164	-0.02121631927	-0.03154869435	-0.03207374058	-0.03002675648	-0.02179256856	-0.01135185038	-0.008066949998	-0.008865262385	-0.01211930624	-0.009711053508	-0.006662329602	-0.002013151318	0.00373359355	0.008191543954	-8.27460357e-05	0.003480522544	-0.005546397849	-0.01997963668	-0.03913982002	-0.06251333612	-0.08969869817	-0.1193466068	-0.1502386577	-0.178166018	-0.1957033667	-0.206620525	-0.2126560113	-0.2188035598	-0.2242202952	-0.2284646046	-0.2323708393	-0.2350582192	-0.2404628028	-0.250698604	-0.2708599693	-0.2929792467	-0.314255196	-0.3310073619	-0.3444093825	-0.3541815732	-0.3650880528	-0.3774350283	-0.4001724707	-0.4320846211	-0.4769696097	-0.5309515987	-0.5974745696	-0.6783392346	-0.772673783	-0.8861249429	-1.027662933	-1.201723509	-1.403381891	-1.613642893	-1.831543494	-2.033752246	-2.206916153	-2.339246821	-2.428824762	-2.483904714	-2.523036731	-2.54909727	
2330699	16.44314521	16.57079903	16.59206116	16.77676034	16.57025436	16.89772098	16.89399687	17.07158281	17.06762641	17.07955117	17.21284369	17.29192276	17.27535863	17.44583991	17.51376585	17.60686599	17.67112197	17.76108497	17.82055374	17.94300009	18.02318954	18.1146673	18.17491315	18.29183108	18.36617518	18.43599027	18.54868437	18.57720143	18.69685	18.74272216	18.83769115	18.90720788	18.96237911	19.01423267	19.06782402	19.13885176	17.18353376	17.18671739	17.23032845	17.24345251	17.26399904	17.26710377	17.30595967	17.32612837	17.36709263	17.41308125	17.46580611	17.4790829	17.51513175	17.53798691	17.60532783	17.61191535	17.6910487	17.73623944	17.75517791	17.80447339	17.89258562	17.93359602	17.99225043	18.04272479	18.07624755	18.10294001	18.15773137	18.16204873	18.16882726	18.20207916	18.26254172	18.26506531	18.21598396	18.23283314	18.27810229	18.22730433	18.30637281	18.28636513	18.31899888	18.39646751	18.47416581	18.43278757	18.44226693	18.45855604	18.53489502	18.49426918	18.67965857	0.9430946672	0.4401348146	0.1054205177	-0.1200362144	-0.2385797689	-0.2758957739	-0.2480034087	-0.182068281	-0.1017186143	-0.05312330566	-0.0423603912	-0.04106328363	-0.03641284052	-0.02260088264	0.001608028463	0.0278557072	0.0610377381	0.06931471236	0.04268847166	0.01939191952	-0.004412098469	-0.02192561446	-0.03272603064	-0.03272402179	-0.02817419947	-0.0183954626	-0.009173003299	-0.008238477332	-0.00846612054	-0.01114582122	-0.009227616165	-0.005759493684	-0.001030953645	0.006343091814	0.008973553426	-0.00141304396	0.005348136565	-0.006226883972	-0.02154876135	-0.040705548	-0.06368292503	-0.09056014658	-0.1193960604	-0.1496776465	-0.1764734474	-0.1944389822	-0.2050972206	-0.2120997605	-0.2188547582	-0.2238847571	-0.2278449208	-0.2312706438	-0.2337122788	-0.2392122301	-0.2512435446	-0.2712959805	-0.2936138324	-0.3157775892	-0.3307415165	-0.3434061205	-0.3532177277	-0.3634902944	-0.3762437791	-0.3986283131	-0.4322568976	-0.4759891817	-0.5297396979	-0.5965038599	-0.6774058707	-0.7710540428	-0.8831686336	-1.028510633	-1.203496278	-1.405912259	-1.616292115	-1.832729753	-2.035001134	-2.205756761	-2.337491126	-2.425686784	-2.480622847	-2.522829205	-2.54698561	
2330949	15.43032267	15.58335753	15.75317902	15.83739946	15.87092642	15.95050777	15.94034929	16.03006149	16.03966707	16.15123261	16.15171833	16.09576536	16.2413838	16.24542066	16.22836555	16.29277549	16.32575098	16.35549126	16.39103696	16.43960556	16.50465932	16.50890192	16.54543941	16.575019	16.59825169	16.64784548	16.67932474	16.69458785	16.75716536	16.80091223	16.83446374	16.85375741	16.89668645	16.90505892	16.92914186	16.97453929	17.00375045	17.02019042	17.05830824	17.10524161	17.11346449	17.13364994	17.17313454	17.20082628	17.25689149	17.28854486	17.32646913	17.34038354	17.36071196	17.36819125	17.42497455	17.42845738	17.47803671	17.51893191	17.51617666	17.53984412	17.59973283	17.63064404	17.67393639	17.68066782	17.71014061	17.70684202	17.75875017	17.76420465	17.73327434	17.7226316	17.75858445	17.75929942	17.72676815	17.73381998	17.72696526	17.73458312	17.77959525	17.71014398	17.72673655	17.79576467	17.8067149	17.88018389	17.84729592	17.87564214	17.9624901	17.95158658	17.96176936	0.8163149155	0.3264999961	0.01745297515	-0.1875087203	-0.2755036337	-0.28559119	-0.2317810147	-0.1644551356	-0.07745676794	-0.04777131371	-0.04708225633	-0.04385196337	-0.03286809337	-0.01584348023	0.01384629515	0.04546302475	0.07380197663	0.05939318145	0.03302549068	0.005977732348	-0.01412443623	-0.02819636513	-0.03310230783	-0.03139022506	-0.02288106875	-0.01257632805	-0.007359280489	-0.007729860841	-0.00870656643	-0.00950013166	-0.006569819021	-0.002887425792	0.003456273027	0.01044356847	0.00565322999	-0.004914254291	0.006634941201	-0.008929684597	-0.02310743437	-0.04250323106	-0.06586288473	-0.09174745972	-0.1192963582	-0.1491320013	-0.1751493262	-0.1932393905	-0.2052937659	-0.2127618754	-0.2191839277	-0.2233990517	-0.2269605924	-0.229698013	-0.2316968067	-0.238401355	-0.2530737506	-0.272591891	-0.2963425025	-0.3171255863	-0.3325813949	-0.3433474738	-0.3527572129	-0.3621872262	-0.3743718019	-0.398783257	-0.4317453525	-0.4762571045	-0.5293705265	-0.5946319512	-0.6749403305	-0.7663425387	-0.8823543706	-1.0312825	-1.206779089	-1.40885492	-1.619894762	-1.83420918	-2.034695403	-2.203772111	-2.333462042	-2.422184416	-2.481009848	-2.522232287	-2.547834464	
2331198	16.44314465	16.25671441	16.3365223	16.33185738	16.37843372	16.31939571	16.66819516	16.48643613	16.6022178	16.56302585	16.69229465	16.68944489	16.65274504	16.78378201	16.77215291	16.76814834	16.862625	16.92301541	16.8729213	16.97151129	16.98267339	17.02392633	17.06505267	17.09714599	17.15215763	17.17539633	17.23440793	17.24769167	17.32743902	17.39094843	17.41753587	17.45134611	17.48869454	17.54064669	17.57987888	17.60380505	17.63384318	17.64976031	17.69449435	17.70722105	17.73609081	17.75648107	17.7928259	17.81743006	17.85795862	17.89579614	17.91567013	17.94371445	17.95814283	17.96821147	18.00997157	18.01566126	18.07418012	18.1090719	18.11017772	18.14451716	18.21904895	18.2412052	18.27236841	18.29262412	18.32524	18.3049732	18.33459395	18.34974728	18.32475901	18.32355443	18.36087708	18.33546969	18.27267027	18.2935157	18.30089401	18.27819294	18.33373569	18.31654269	18.28307484	18.31537535	18.33969058	18.3828909	18.33613814	18.40226886	18.41272807	18.43026731	18.47039147	0.5895193049	0.1701727347	-0.09143968914	-0.2576640121	-0.3300799382	-0.2916929088	-0.2234369502	-0.1407131219	-0.07450674256	-0.04930847328	-0.05179131029	-0.05122555088	-0.03411240944	-0.007764415335	0.02069324243	0.05877133752	0.07296054319	0.04798089615	0.01995479873	-0.004529482075	-0.02210036501	-0.03404334937	-0.03465008718	-0.02915904163	-0.01977880733	-0.01188784716	-0.00917348496	-0.009596909442	-0.009901356459	-0.0102507451	-0.00671613867	-5.732407561e-05	0.005715938668	0.0104073295	0.002496420486	-0.008553886691	0.0052054106	-0.01120831022	-0.02749090078	-0.04603874376	-0.06893051871	-0.09314445319	-0.1195526216	-0.148370047	-0.1743523449	-0.1924073695	-0.2050977338	-0.2127956601	-0.2190436121	-0.2236662634	-0.2262027401	-0.2284071643	-0.2292972009	-0.2388329302	-0.2551377615	-0.2753533061	-0.2982399324	-0.3197847055	-0.3340024303	-0.343406997	-0.3520877822	-0.3606519446	-0.3739642895	-0.3994543582	-0.4338865807	-0.4763492881	-0.5290772047	-0.5944299559	-0.6713497629	-0.7641678837	-0.8836083932	-1.03605208	-1.212216555	-1.415107406	-1.624755669	-1.836126612	-2.035629923	-2.201934338	-2.33150969	-2.418682766	-2.481778092	-2.524863284	-2.549307088	
2331448	16.25328678	16.11748448	16.09402382	16.33185822	16.20445505	16.31939642	16.52388021	16.42755147	16.44112273	16.56402677	16.56023726	16.64964337	16.61538518	16.68200061	16.71232343	16.76814845	16.78495313	16.82518836	16.84987402	16.90761349	16.94269487	16.95226494	16.99571524	17.04763848	17.09043691	17.11545506	17.13606596	17.16718872	17.21114793	17.28056698	17.31305679	17.33931551	17.38183108	17.41779169	17.43203919	17.48835371	17.37160278	17.40345191	17.43496498	17.46841161	17.50165325	17.52453236	17.5701335	17.60396254	17.63668475	17.69864147	17.72807244	17.75637529	17.7781539	17.7876123	17.84380013	17.83759096	17.89094241	17.92298415	17.91988178	17.94812723	18.02403215	18.0496801	18.07265765	18.08521098	18.12048771	18.09105662	18.12175441	18.12321093	18.08488534	18.11360062	18.13431362	18.11198336	18.03509387	18.05274447	18.07807709	18.05631164	18.08683845	18.07467876	18.01246641	18.08417935	18.08505359	18.14735999	18.183254	18.23672846	18.23893595	18.24369066	18.20800291	0.492410221	0.1081837788	-0.1645723985	-0.2974460046	-0.3360121545	-0.2947407909	-0.2185814677	-0.1367680993	-0.06784563765	-0.05465832602	-0.06143055949	-0.05240163811	-0.03142141169	-0.005503474155	0.024792776	0.06422750701	0.06971817959	0.040518246	0.01284002112	-0.01151565087	-0.03018145792	-0.03624032868	-0.03512979315	-0.02915808227	-0.01913937955	-0.0102407133	-0.008721741235	-0.01171652595	-0.01077358767	-0.01054832661	-0.005951826552	-6.591553124e-06	0.007887448981	0.009983518191	-0.0001280153773	-0.009282446509	0.002216659119	-0.01390399917	-0.02995696457	-0.04863612282	-0.07065723781	-0.09367906006	-0.1197076488	-0.147913281	-0.1730592642	-0.19280007	-0.2065294355	-0.2139578739	-0.2191625938	-0.2231565847	-0.2256639045	-0.2276838395	-0.2289972034	-0.2407337306	-0.2572874535	-0.2775999457	-0.3001383158	-0.3210642772	-0.3344281939	-0.3439249177	-0.351487252	-0.3610244269	-0.373575939	-0.4003520959	-0.4344800941	-0.4767064842	-0.5287141868	-0.5930629493	-0.6711267118	-0.7630884402	-0.8866683304	-1.038457577	-1.215750054	-1.417511672	-1.627537266	-1.839638659	-2.036100649	-2.201599169	-2.329051655	-2.420337482	-2.483136993	-2.527704313	-2.549311213	
2331699	16.25328509	16.25983556	16.46090186	16.33185696	16.38226116	16.55377641	16.6667508	16.61332202	16.60109756	16.71028147	16.69049757	16.73045975	16.76011156	16.81782462	16.8341696	16.82562055	16.83708541	16.87405048	16.93881914	16.92880328	16.96320826	17.00597522	17.02990273	17.06417859	17.09014069	17.11657142	17.14966577	17.16693731	17.19850896	17.26846351	17.30027329	17.30728719	17.36121487	17.37694073	17.4020715	17.46025218	17.60574327	17.63099884	17.68570653	17.72436176	17.75326321	17.77399567	17.8273538	17.8597129	17.90854043	17.94653654	17.99993129	18.01971493	18.04258322	18.06173309	18.10470129	18.11191945	18.16447719	18.19200829	18.19500114	18.22200129	18.30029021	18.31402889	18.33695402	18.37167687	18.38365317	18.39031887	18.41312792	18.39124232	18.36808161	18.40215017	18.41184423	18.38892235	18.34910253	18.35643383	18.34660204	18.32943557	18.39208634	18.34791501	18.35387271	18.4367135	18.4285827	18.48206894	18.4950991	18.45991021	18.5348945	18.55831498	18.60728809	0.4814715503	0.1085718692	-0.1753044788	-0.3017906887	-0.3253068126	-0.2922178874	-0.2119086432	-0.1198744637	-0.06173668296	-0.05134010499	-0.055160486	-0.04844459855	-0.02536729128	-0.003590710263	0.03300035815	0.06982792482	0.06861501751	0.0388723005	0.01090770389	-0.01214081681	-0.03167876697	-0.03612809896	-0.03213835358	-0.02559088053	-0.01613514464	-0.008596268006	-0.008810710037	-0.01095488068	-0.01006398109	-0.007628721147	-0.004203082724	0.001703202902	0.009609003681	0.009583276112	5.843250555e-05	-0.01037952197	0.002073198916	-0.01409385823	-0.02995819636	-0.04939394415	-0.07082582047	-0.09314370064	-0.1190316682	-0.1468976676	-0.1728680811	-0.1921175168	-0.2061440158	-0.2138718298	-0.2189585021	-0.2227200952	-0.2255832049	-0.2269861467	-0.2278153608	-0.2408177464	-0.2571240948	-0.277522152	-0.3005334664	-0.320586745	-0.3339606928	-0.3435537817	-0.3508076801	-0.3595979661	-0.3727892776	-0.4004296395	-0.4341532174	-0.4764328442	-0.5282410858	-0.5927632133	-0.6702091687	-0.762014293	-0.8863386737	-1.039881886	-1.215753506	-1.418569862	-1.628087743	-1.838322745	-2.035003811	-2.20043608	-2.327999817	-2.41996268	-2.482943013	-2.52547817	-2.547828652	
2331949	16.25328509	16.11436498	16.33390707	16.33630635	16.66090368	16.55377641	16.59467678	16.61078957	16.71333579	16.66259189	16.73608935	16.6886314	16.76085471	16.78446069	16.80304104	16.82562055	16.91577648	16.87405048	16.91539666	16.92962582	16.98229172	17.00633102	17.04710706	17.09714567	17.1061462	17.14531696	17.17780457	17.20698911	17.25001701	17.29248172	17.33532951	17.37302167	17.40332053	17.42774784	17.46064185	17.50764627	17.57783735	17.61325043	17.64969797	17.68099122	17.71025632	17.73111628	17.78420456	17.81742985	17.8412847	17.88713859	17.9240294	17.94384331	17.96651953	17.9846653	18.02715869	18.01526559	18.08298452	18.10920672	18.09207149	18.14423591	18.20934833	18.23061498	18.27191194	18.29262396	18.32523989	18.31647062	18.33441583	18.3356984	18.33947465	18.35497599	18.36087684	18.33524205	18.29134276	18.31480243	18.32327808	18.30244171	18.36280883	18.31717606	18.24882076	18.39501464	18.42819862	18.38289051	18.44183664	18.45945872	18.5348945	18.49377057	18.53929272	0.4618440169	0.09307096217	-0.1753044788	-0.2968615445	-0.3223243633	-0.2728362196	-0.2031043649	-0.1158825796	-0.05996860209	-0.04752381682	-0.04999381271	-0.04405877838	-0.02411631394	0.003375847596	0.03505532865	0.07169708374	0.06945792132	0.03874389939	0.01159328106	-0.01201717442	-0.02835840522	-0.03560716388	-0.03368895034	-0.02504297285	-0.01591109031	-0.007818587436	-0.008534929085	-0.01044461594	-0.008947267565	-0.00800517402	-0.003439012	0.002871161411	0.00929565912	0.009621659503	0.0005265600934	-0.01005050416	0.001293649103	-0.01471658309	-0.03002549925	-0.049220382	-0.0702690451	-0.09395179615	-0.1185634578	-0.1470555584	-0.1720290434	-0.1921175168	-0.205717887	-0.2133524124	-0.2183081287	-0.2223469783	-0.2244361654	-0.226346081	-0.2275457463	-0.2412794492	-0.2577530443	-0.2780133671	-0.3006717049	-0.320926793	-0.3341458502	-0.3427603029	-0.3503098137	-0.3586792003	-0.3732629774	-0.3996203033	-0.432696859	-0.4754668197	-0.5274905815	-0.5919748418	-0.6690821227	-0.7611520846	-0.8863545547	-1.038587803	-1.215620971	-1.418579775	-1.627818543	-1.836708835	-2.034222458	-2.198447489	-2.327115167	-2.418674237	-2.481789278	-2.52547817	-2.545716723	
2332198	16.25329242	16.253593	16.46351712	16.43853542	16.38035182	16.55709363	16.59468434	16.67378316	16.49410628	16.71128539	16.69139791	16.68700245	16.79806884	16.78310482	16.80428202	16.79621932	16.86262784	16.87453428	16.91672976	16.93004054	16.98115241	17.00597858	17.06505568	17.06449658	17.10585318	17.1594954	17.19181899	17.19368201	17.26282015	17.31709886	17.33554543	17.36196004	17.43557887	17.45795941	17.4806524	17.5261937	17.46938273	17.47211126	17.52753573	17.55207142	17.59185675	17.62215824	17.66728842	17.70100029	17.74177053	17.78802041	17.84147316	17.86119967	17.89188356	17.90968901	17.97633509	17.97234252	18.0299211	18.06414632	18.08243441	18.11556372	18.19910072	18.22078855	18.24054605	18.27027956	18.31343398	18.28039302	18.32171393	18.3215114	18.31009784	18.34006511	18.32811959	18.33570006	18.27171449	18.31429682	18.32328291	18.27819732	18.33404195	18.31686432	18.28205828	18.3953806	18.34084769	18.38289554	18.44012247	18.51656512	18.47382798	18.43077092	18.47039486	0.4598390055	0.06377639697	-0.186298632	-0.3104112641	-0.3294619362	-0.2769081076	-0.2061729693	-0.1132194038	-0.06199771061	-0.04524170876	-0.05649020529	-0.045441854	-0.02391589717	0.0007725842902	0.03814738601	0.0735750195	0.06498988791	0.0366041159	0.01185203154	-0.01387950863	-0.03029625478	-0.03559933786	-0.03250489137	-0.02479356655	-0.01344169743	-0.008108611807	-0.007801924077	-0.01018639836	-0.01053131666	-0.007557118551	-0.003489924126	0.002877858435	0.01035454057	0.00919058597	-0.0007786426472	-0.0110541721	0.001442210028	-0.01489896235	-0.03036963667	-0.04932525694	-0.07076480526	-0.09319118882	-0.1180885724	-0.1463303457	-0.1718216837	-0.1924107811	-0.2056083845	-0.2136371701	-0.2185222582	-0.2219838441	-0.2243443413	-0.225614502	-0.2280465193	-0.2413776716	-0.2576581789	-0.2781391168	-0.3009376987	-0.3210353434	-0.3335215028	-0.3430407533	-0.3497825847	-0.3585988581	-0.3736373065	-0.3992780068	-0.4340630708	-0.4753573019	-0.5272034506	-0.5909761754	-0.66937047	-0.76082239	-0.8875818313	-1.039768777	-1.217120589	-1.419362185	-1.628356624	-1.838162936	-2.034045053	-2.198592351	-2.325345134	-2.418107144	-2.481769649	-2.525658588	-2.547809767	
2332448	16.6307416	16.56455779	16.59206115	16.77675824	16.86285875	16.72212279	16.9716663	16.9361721	17.00543554	16.91745433	16.96646865	16.97810072	17.06721138	17.10044945	17.12579653	17.14938883	17.18933617	17.17371096	17.24483883	17.27684798	17.34951473	17.32954637	17.38955385	17.40304991	17.44407955	17.5150886	17.51289066	17.56960565	17.61086181	17.66158224	17.6743231	17.70799284	17.76833674	17.78836951	17.83013416	17.86503533	17.76639086	17.77879058	17.83072375	17.86787422	17.89484466	17.90444327	17.94000633	17.9807985	18.01221728	18.06710122	18.10386814	18.12290973	18.15552409	18.17515347	18.24675215	18.23818725	18.29428442	18.32436516	18.32995308	18.37117675	18.45563865	18.47454556	18.49281	18.5232349	18.54069817	18.55481995	18.57351129	18.56069186	18.5472963	18.56281377	18.56670157	18.53391948	18.52507551	18.52850291	18.48725377	18.48488266	18.53832	18.47560783	18.49900138	18.55962264	18.51911035	18.58374695	18.60555314	18.63376537	18.72343265	18.62492834	18.75120738	0.3212118941	-0.02553735938	-0.2411624152	-0.3485393646	-0.3479347014	-0.2697753509	-0.1893961449	-0.09924540812	-0.0599711843	-0.0602567291	-0.05806845884	-0.0456630885	-0.02305724333	0.007909414166	0.04549518446	0.07530060101	0.05767209214	0.02511654831	0.001448653692	-0.02422146942	-0.03598339121	-0.03780654303	-0.03176650007	-0.02480124088	-0.01248824385	-0.008598050679	-0.01035265718	-0.01273686477	-0.01014056727	-0.007409241622	-0.002453882457	0.004632631039	0.01108498788	0.006572183569	-0.002910831339	-0.01416413019	0.0002052330564	-0.01597938221	-0.03188431352	-0.05101316265	-0.07099439624	-0.09336082184	-0.1181499727	-0.1461391732	-0.1712801672	-0.191538287	-0.2065325151	-0.2134932334	-0.2187211106	-0.2214859638	-0.2234144556	-0.2249559255	-0.2278175047	-0.2424498681	-0.2586775109	-0.2791113145	-0.3017216808	-0.3212298084	-0.3339442959	-0.3423251281	-0.3489649403	-0.3586820253	-0.3731243844	-0.4001336939	-0.4330590045	-0.4755522443	-0.527681182	-0.5912806207	-0.6671172047	-0.7614869389	-0.8895237523	-1.041924697	-1.219169499	-1.421637526	-1.630033279	-1.83950244	-2.032503643	-2.198444177	-2.324662863	-2.419047868	-2.482569228	-2.528112265	-2.546777019	
2332699	16.43558264	16.41079687	16.46351709	16.44075526	16.56451347	16.55543307	16.66819458	16.73778437	16.71221581	16.71228197	16.82700235	16.77106924	16.87205178	16.88679185	16.9617846	16.9706071	16.9950079	17.02130637	17.0538837	17.09904174	17.161873	17.19363669	17.20603618	17.24716267	17.3118367	17.35780405	17.37909174	17.39865267	17.44621794	17.54379617	17.5629774	17.57761171	17.63290918	17.67968701	17.714096	17.74276853	17.84508326	17.87411794	17.90594564	17.94160972	17.97642988	18.00257223	18.0381166	18.07009717	18.10111628	18.13816301	18.18355932	18.21121444	18.25341632	18.27370321	18.31964775	18.3211642	18.39002286	18.41177701	18.42866434	18.46360746	18.54215099	18.57428327	18.58552911	18.63182784	18.67842728	18.64766572	18.68480807	18.6918806	18.68864595	18.67986732	18.70848745	18.68627946	18.66879381	18.66335549	18.63495825	18.62106389	18.69073245	18.67723504	18.61134559	18.68833974	18.70891777	18.74063096	18.71694884	18.81610087	18.8560104	18.90189649	18.75068435	0.1584306469	-0.1482252853	-0.3107194642	-0.3960134606	-0.3466972379	-0.2769215016	-0.1822016462	-0.09223175634	-0.07043635608	-0.06914957342	-0.06589580403	-0.04545080902	-0.01785555198	0.01358717069	0.05595969832	0.07343108008	0.0423022285	0.01707864365	-0.008793226122	-0.03067392466	-0.0395898355	-0.03925228553	-0.03224603564	-0.02112559763	-0.01258226457	-0.009373797408	-0.01199101194	-0.01375308924	-0.01093738916	-0.007264589847	-0.0002161121784	0.006730612919	0.01164619628	0.002974082999	-0.006841247894	-0.01699348514	-0.003382797155	-0.02023524898	-0.03517977663	-0.05257821613	-0.0733885145	-0.09400463962	-0.1184606398	-0.1451730919	-0.1709815049	-0.1929886285	-0.2068417608	-0.2137694773	-0.218667915	-0.2211109269	-0.2228230995	-0.2238811384	-0.2290812585	-0.2445108988	-0.2616653651	-0.2819826397	-0.3040894574	-0.323167454	-0.3342647459	-0.3424045704	-0.3485128685	-0.3582367224	-0.3742429301	-0.4019142062	-0.4342616113	-0.4755638522	-0.5271152766	-0.5894263653	-0.6651604526	-0.7637381523	-0.8930472595	-1.04551835	-1.222575042	-1.426023121	-1.631565588	-1.839942821	-2.032346007	-2.196280584	-2.324830105	-2.420161646	-2.48720596	-2.527708678	-2.545932768	
