Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
2469440	12.73630587	12.74564045	12.77785601	12.75404281	12.86718618	12.87233184	12.87568156	12.92070484	12.92611941	12.94635708	12.9557513	12.97575094	12.96528709	12.9859569	13.00020862	13.03091322	13.04915852	13.05806025	13.04999441	13.08398188	13.10028537	13.09603306	13.1219771	13.11718359	13.13970173	13.15790487	13.16487014	13.16494621	13.18344389	13.22756308	13.22515203	13.22596022	13.25286357	13.26635593	13.27068862	13.29113395	13.33412739	13.32254727	13.34791304	13.35363147	13.35925031	13.34473522	13.37058655	13.38658566	13.402234	13.42328799	13.43611386	13.43404065	13.42660865	13.41694955	13.45726953	13.41824801	13.46534923	13.47980773	13.44933112	13.45757746	13.51999195	13.51708543	13.52122083	13.50742015	13.52454134	13.48007595	13.53216699	13.51844718	13.4746347	13.50119605	13.51036317	13.48938314	13.42181818	13.40650184	13.40553504	13.35490764	13.42592162	13.37821123	13.34385693	13.41366079	13.44939299	13.47184566	13.49910312	13.53089161	13.58634047	13.51977267	13.54747949	-0.1320733084	-0.112275871	-0.08047429627	-0.01890829974	0.05239365088	0.1597505048	0.2165795066	0.1435212591	0.05116889192	-0.01929234511	-0.07884779942	-0.106665317	-0.1074848555	-0.0886590954	-0.0609194663	-0.02846671212	-0.009820842155	-0.0106429606	-0.009589728486	-0.002637636991	0.006253775364	0.01632402426	0.0312913614	0.04138531357	0.03063349915	0.01238484383	-0.003516119605	-0.01526495322	-0.02465790268	-0.02862357155	-0.02536338384	-0.0213899397	-0.01491965265	-0.01227759323	-0.01402190347	-0.01792465917	-0.013627151	-0.02450247752	-0.03330987548	-0.04393707564	-0.05713834733	-0.07560868777	-0.09731578967	-0.1244772967	-0.1584142447	-0.1855089086	-0.2040234057	-0.2162876291	-0.2253348696	-0.232136727	-0.2359328625	-0.2386378106	-0.2423517515	-0.2518872387	-0.2643813924	-0.2795948404	-0.2966566477	-0.3105402471	-0.3180204645	-0.3227931451	-0.3280804745	-0.3450134415	-0.3662961844	-0.3986736438	-0.4381756691	-0.4848719546	-0.5409580139	-0.6090540071	-0.6882966608	-0.783699548	-0.9054722597	-1.05227418	-1.219272066	-1.411743324	-1.608576532	-1.804352944	-1.98843727	-2.150863005	-2.293116799	-2.400673209	-2.478436936	-2.53274232	-2.567656166	
2469691	12.82005238	12.87688582	12.88436807	12.98176163	13.01913848	12.97937837	13.04836967	13.07388824	13.06170385	13.08632898	13.1361488	13.15681144	13.15614863	13.17255302	13.19656701	13.23490684	13.24532662	13.26667331	13.28813139	13.30676795	13.35318021	13.35286179	13.37572826	13.3863527	13.41269534	13.43947761	13.46314403	13.47334732	13.4968663	13.54787615	13.56759026	13.57961273	13.60515068	13.6307787	13.6380275	13.67320471	13.67364285	13.67003227	13.71138309	13.71865684	13.73514278	13.72837588	13.7659136	13.78500105	13.8124605	13.84024295	13.86106048	13.86205629	13.85897575	13.85841018	13.904196	13.87437303	13.92824541	13.9488843	13.91595117	13.93340096	13.99875364	13.99361221	14.00893202	13.98899283	14.0127839	13.97951533	14.03186485	14.01974605	13.97462184	13.99825644	14.01675046	13.99448116	13.93523814	13.91392733	13.90645635	13.84264262	13.9408069	13.88192205	13.83160473	13.90847949	13.93062933	13.94159995	13.99484746	14.00782687	14.06065008	13.99273289	14.05498699	-0.1432353536	-0.1051071295	-0.03976294548	0.01402274839	0.1085112745	0.2084124437	0.2316891878	0.1217776024	0.03087810435	-0.04035348375	-0.09393406449	-0.1141859415	-0.1043865902	-0.08181230776	-0.04898235227	-0.0167184494	-0.00802233848	-0.008319879735	-0.007966489839	-0.0005196896631	0.01072537084	0.02287428841	0.03794729314	0.04448416785	0.02577033706	0.009225492571	-0.00652774402	-0.01916051863	-0.02591412493	-0.02749469225	-0.02346959543	-0.01823917628	-0.01293285256	-0.0113245918	-0.0139865511	-0.01693702306	-0.01422777084	-0.02399689704	-0.03211703254	-0.04215109916	-0.05629999798	-0.07307085553	-0.09422918793	-0.1240686695	-0.1592055619	-0.186321493	-0.2053023957	-0.2174869519	-0.2257457156	-0.2312245262	-0.2344593926	-0.2369829927	-0.241412253	-0.2515362011	-0.2638085557	-0.2791284591	-0.294903459	-0.3087961408	-0.3162431159	-0.3201743927	-0.3285982652	-0.3463970036	-0.3676497072	-0.3995310574	-0.4385348601	-0.4853839316	-0.5403980035	-0.6071960858	-0.6851332455	-0.7832592001	-0.904128559	-1.051572145	-1.219129232	-1.409356522	-1.603449958	-1.800921431	-1.985564099	-2.149200146	-2.295097186	-2.402915179	-2.480577561	-2.535981444	-2.567237253	
2469941	14.17758532	14.30955148	14.47477699	14.44317276	14.58260654	14.54493212	14.56859647	14.51906391	14.51644838	14.44536011	14.33935649	14.33829429	14.27766027	14.25581682	14.22096662	14.22754115	14.23648473	14.21092788	14.22358136	14.23063764	14.26868725	14.23375289	14.257991	14.24343136	14.27226177	14.27799803	14.27425592	14.27778078	14.28434144	14.32460999	14.32051285	14.31173301	14.32996532	14.3336195	14.32272557	14.34589493	15.11644441	15.11116596	15.12865064	15.12278709	15.12226375	15.09633857	15.11504618	15.11682527	15.12332107	15.13544759	15.14700684	15.12960057	15.1234197	15.10411533	15.14082696	15.10610608	15.14362873	15.1544743	15.11630919	15.14314501	15.19926509	15.19456683	15.20435513	15.20747768	15.22262917	15.19381053	15.24599262	15.22931636	15.19226953	15.23323195	15.26044216	15.23093346	15.17388115	15.16527652	15.17783206	15.14254566	15.22260621	15.2157793	15.19067344	15.27475239	15.31209698	15.37560163	15.48596107	15.4917188	15.58325216	15.62607808	15.66458236	-0.1796957623	-0.0834495875	-0.02289100898	0.06097644581	0.164823673	0.2498093178	0.1934709564	0.07742734837	-0.004205555487	-0.07419322562	-0.1138186454	-0.1196460952	-0.1029388626	-0.07161919255	-0.03706129306	-0.01229681996	-0.009379411023	-0.01158621557	-0.005786420432	0.001117414576	0.01635898785	0.0313441944	0.04627966715	0.03930917451	0.01998962378	0.002899356446	-0.01252137515	-0.02355506004	-0.02677740945	-0.02689602515	-0.02209892401	-0.0146591059	-0.01184100944	-0.01155070459	-0.01504358871	-0.01684854032	-0.01442315288	-0.02455660438	-0.03128014669	-0.04173588683	-0.05478107428	-0.07073995134	-0.09296814599	-0.1271710857	-0.1618361076	-0.1893262274	-0.2085757597	-0.218957449	-0.2263380042	-0.2310518142	-0.2337007246	-0.2356922856	-0.2407341115	-0.2523964301	-0.2647825421	-0.2787666902	-0.2949090573	-0.3073832795	-0.3140054282	-0.3187205072	-0.3312983895	-0.348759564	-0.3707849621	-0.4036143362	-0.4406689274	-0.4855675832	-0.5398154825	-0.6045292444	-0.6840711341	-0.7818749194	-0.9055825137	-1.052616709	-1.21849435	-1.40761796	-1.602441413	-1.797191055	-1.980635494	-2.154750128	-2.300927721	-2.410862236	-2.489854495	-2.543253547	-2.569963321	
2470190	16.83971761	16.73409312	17.01350328	17.02149717	17.1868668	17.3672081	17.38298095	17.51901977	17.3855658	17.60286466	17.47348037	17.58201594	17.62501558	17.69402488	17.7039966	17.78140789	17.80122208	17.88276387	17.87641079	17.89090809	17.94758224	17.97193694	18.01870479	18.03475453	18.05980249	18.10435238	18.10118922	18.13329707	18.18064694	18.23376835	18.25742871	18.26303643	18.31389239	18.33522272	18.37059564	18.40940678	18.89800911	18.96125976	19.03130001	19.09825756	19.16417412	19.21144797	19.26439951	19.32655995	19.36350233	19.43397545	19.49147958	19.5443745	19.58800155	19.61920982	19.68715482	19.71569176	19.79993305	19.81878893	19.8351832	19.88261632	19.97278689	19.99879996	20.04163907	20.06868422	20.11939088	20.10009988	20.12710984	20.15322033	20.10157248	20.1272977	20.13606486	20.08273636	20.07720607	20.09630536	20.0496911	20.06781577	20.08595267	20.04931394	20.01162234	20.01760846	20.07260832	20.2060292	20.14408994	20.31623722	20.18812421	20.14853412	20.33687863	-0.1617886741	-0.07620709645	0.04086700573	0.1181832283	0.2380228033	0.2638805882	0.1496444458	0.03856250056	-0.04562892502	-0.1024796563	-0.1292441349	-0.1253480681	-0.0960080191	-0.05899774989	-0.02915507873	-0.01413150588	-0.01545454638	-0.01308667703	-0.004683626861	0.005998395676	0.02210638124	0.0401446465	0.04912110327	0.03169822626	0.01211661807	-0.005192556625	-0.01995192044	-0.02761425108	-0.02741503477	-0.02586913861	-0.01790622762	-0.01250613491	-0.01191363647	-0.01352780909	-0.01591938732	-0.0168528478	-0.01522723102	-0.02431452967	-0.03025935976	-0.04029351341	-0.05237949874	-0.06804083028	-0.09286769791	-0.1290586739	-0.1636718239	-0.1914058549	-0.2096120714	-0.2199851396	-0.2258303361	-0.2301121281	-0.2321488862	-0.2350005437	-0.2407930706	-0.2526189884	-0.2644616918	-0.2787735695	-0.2932188636	-0.3053629048	-0.3114124834	-0.3189581009	-0.3334110054	-0.3511369752	-0.3734771639	-0.4051950481	-0.4423016848	-0.4860164772	-0.5380650921	-0.6024799595	-0.6822292945	-0.7819715653	-0.9070556567	-1.051558937	-1.218239202	-1.40535331	-1.597423399	-1.792007524	-1.980964144	-2.159625524	-2.30589723	-2.416601368	-2.493741601	-2.545692115	-2.569974468	
2470440	19.8323564	18.89007991	19.11433644	19.32517951	19.34476565	19.41382326	19.23125154	19.38591118	19.32039343	19.58715188	19.46219255	19.62531804	19.61045357	19.62543255	19.67037385	19.68423621	19.82410538	19.7451765	19.8260356	19.82880809	19.93371267	19.98541966	19.99694505	20.03682082	20.08413716	20.09811991	20.15116337	20.14312781	20.19205961	20.25218529	20.23669518	20.26899705	20.30496306	20.34469938	20.35300468	20.38564466	20.31341541	20.33215591	20.35181473	20.35797541	20.36430626	20.40286648	20.44001918	20.44094088	20.47327328	20.50336686	20.51624598	20.54455487	20.5987839	20.5757861	20.61600691	20.61808105	20.6551528	20.68650771	20.72789575	20.72043947	20.77805454	20.81260539	20.87560501	20.94414501	20.94903142	20.94516709	20.95562879	20.93520293	20.92672217	20.93060195	20.90778007	20.90044244	20.93315462	20.92410887	20.82965328	20.80560591	20.91343359	20.90590748	20.85186827	20.97052713	20.89910788	20.87424708	21.05669629	21.01022807	21.01200597	21.01679416	20.91865532	-0.1519184707	-0.003450374132	0.09963978179	0.2157605516	0.3044888688	0.2185683177	0.09234456561	-0.01452386621	-0.09274527825	-0.1323082627	-0.1433331739	-0.1185182094	-0.07978990394	-0.04485042369	-0.02088565644	-0.0142853613	-0.01807503545	-0.01158794321	-0.0007118628727	0.01364259599	0.03432328025	0.05024739708	0.04353109327	0.02356178863	0.002126871898	-0.01401382717	-0.02610300751	-0.02947284761	-0.02766019742	-0.02213993101	-0.01514113895	-0.01048879341	-0.01184310785	-0.01451249151	-0.01520012864	-0.01532108812	-0.01582503688	-0.02418254394	-0.0296500019	-0.03808525523	-0.04935323638	-0.0659808324	-0.09605800675	-0.1327701785	-0.167938118	-0.1950835935	-0.2120598512	-0.2212829833	-0.2257423822	-0.2286562309	-0.2306704318	-0.2351313379	-0.2422401762	-0.2533737384	-0.2642980304	-0.2778117671	-0.2916115272	-0.3032277726	-0.3099754667	-0.3216795089	-0.3369291996	-0.3552057872	-0.3778205129	-0.4080059123	-0.4430644419	-0.4851170069	-0.5362766907	-0.599919617	-0.6810176648	-0.7834679977	-0.9077294798	-1.052382861	-1.212746238	-1.401876823	-1.592251549	-1.787836491	-1.985575118	-2.167993941	-2.314913283	-2.426376729	-2.501459812	-2.54690038	-2.568914382	
2470691	19.82857803	19.50356392	19.64323667	19.55381359	19.53418911	19.76021384	19.66371951	19.77967148	20.02811653	19.90532298	20.13939679	20.06532152	20.08954556	20.06155103	20.28697663	20.24158396	20.10635462	20.15969833	20.16652057	20.23552785	20.22976352	20.30559075	20.29581683	20.32043919	20.35314627	20.38537519	20.42477074	20.43052118	20.43956147	20.46003766	20.45935057	20.50456041	20.55331207	20.56115106	20.559955	20.62692412	20.44399802	20.45873265	20.49387544	20.51432489	20.55154368	20.55446373	20.55666274	20.60626417	20.6051057	20.63439499	20.69623564	20.69121111	20.71391091	20.72390581	20.76519377	20.78772998	20.84650907	20.86325788	20.87336653	20.88815585	20.93208921	21.0132118	21.04481169	21.07549311	21.10886162	21.0892348	21.0811108	21.04098281	21.03960261	21.08094274	21.10027943	21.03720815	21.00795046	21.0054274	21.00469875	20.99961924	21.07837123	21.02807988	21.1268187	21.04892597	20.98216981	21.05991964	21.16102826	21.1193727	21.12748387	21.01679466	20.91813188	0.06688596692	0.1545203662	0.2444562484	0.3408517962	0.4020043604	0.2603095177	0.129236551	0.02433514829	-0.06428901379	-0.1042373134	-0.1073855909	-0.08949037494	-0.05380294869	-0.01807614353	-0.003096215144	0.0012990862	-0.0005732425084	0.005803064753	0.01516647119	0.03085144881	0.04718758564	0.06377859286	0.05059635076	0.0298906679	0.009422023277	-0.007613890882	-0.02012661936	-0.02228870857	-0.01845379588	-0.01387752202	-0.006959571095	-0.004221549775	-0.006383986781	-0.009510448041	-0.01003092571	-0.01021327812	-0.01454427256	-0.02149192437	-0.0272504724	-0.03570297154	-0.04615782726	-0.06435562028	-0.09626682884	-0.1326692863	-0.167588336	-0.1949379883	-0.2120724485	-0.2197045858	-0.2235876924	-0.2267322336	-0.2286357146	-0.2335258493	-0.2408706054	-0.251802423	-0.2625569282	-0.2760065359	-0.2897286133	-0.3004346421	-0.3076411355	-0.3216786333	-0.3365812174	-0.3551368791	-0.3775041828	-0.4077506919	-0.4412801172	-0.4827999624	-0.5327172355	-0.5973742573	-0.6799615759	-0.7810205433	-0.9055859512	-1.04857799	-1.212187256	-1.397739439	-1.588742311	-1.783823325	-1.987611409	-2.166826553	-2.313328836	-2.427105415	-2.49894722	-2.544270291	-2.56237594	
2470941	19.41846264	19.1865122	19.37249053	19.32518035	19.9575449	19.76021419	19.98677796	19.9162375	19.901122	19.90632338	19.93691886	20.06532142	20.0888029	20.06223001	20.1415061	20.1121248	20.16613458	20.21487198	20.21614626	20.23635065	20.18681039	20.30487946	20.29481696	20.32012567	20.3534421	20.38537551	20.36200563	20.40078158	20.38346064	20.43417917	20.43411419	20.4799892	20.48376434	20.56133384	20.5383848	20.56539459	20.5010063	20.55138933	20.52977311	20.53221069	20.53497547	20.5374735	20.52304504	20.53930626	20.52242028	20.55204947	20.56479664	20.5444263	20.56691345	20.57591583	20.5833571	20.5362067	20.57040386	20.56723132	20.57046407	20.57678604	20.59211894	20.60209249	20.61646707	20.6103037	20.64602189	20.6286181	20.59931067	20.56072552	20.53035891	20.50895337	20.48883714	20.51660245	20.44956949	20.43549243	20.42113605	20.31365314	20.35908967	20.2984772	20.35019509	20.33273326	20.42682446	20.36291437	20.31164204	20.31714164	20.28177519	20.34857883	20.23177852	0.3848821837	0.4393024159	0.4785193764	0.5441557554	0.5464791883	0.3668662658	0.2046685481	0.08007748639	-0.008586463736	-0.05513092627	-0.05827203891	-0.04284864967	-0.00490543394	0.02498428896	0.03302321306	0.03094562961	0.02671170742	0.03246037302	0.03925303289	0.05209645502	0.07016660033	0.08070356594	0.0641760654	0.04167051912	0.01929260271	0.001368167317	-0.00951841382	-0.01153246508	-0.009563157194	-0.005375212493	0.001686356643	0.003696597053	0.0001063194128	-0.002459364569	-0.002980618599	-0.00319772673	-0.005071961996	-0.01396098181	-0.01954725491	-0.0286665226	-0.03812825764	-0.05828081902	-0.0900365681	-0.1270222181	-0.1628792535	-0.1901568413	-0.2062537529	-0.2141486246	-0.2178546102	-0.2205111564	-0.2226931702	-0.2273974814	-0.2354392148	-0.24597281	-0.2562486518	-0.2698041755	-0.283208292	-0.2937299937	-0.3022467228	-0.3160159889	-0.3306527863	-0.3488472318	-0.3711901154	-0.4007537634	-0.4336320221	-0.4756089983	-0.5251997472	-0.588978126	-0.6713248346	-0.7729620784	-0.8949527746	-1.039134188	-1.202425688	-1.385544023	-1.575422202	-1.771425249	-1.975208933	-2.154239171	-2.301469867	-2.411784375	-2.483082655	-2.526640163	-2.543963733	
2471190	17.28840246	17.66231346	18.02398976	18.01116408	18.18830047	17.90464705	18.36347427	18.39076728	18.44838005	18.43442413	18.51753649	18.53758298	18.49541234	18.59725243	18.52026577	18.62085705	18.64451576	18.59396986	18.69863136	18.64595165	18.62334515	18.62784574	18.63497566	18.63756604	18.58303611	18.60210825	18.52903941	18.48415092	18.48204613	18.43961555	18.42069092	18.40349544	18.36797968	18.33504167	18.33331843	18.32676338	17.58707211	17.56862159	17.52754076	17.55119424	17.49309091	17.45205024	17.43532255	17.38561199	17.38202619	17.36838224	17.36969627	17.31878118	17.31771233	17.26114514	17.23849474	17.20996625	17.21695315	17.20185176	17.19341636	17.15458104	17.14630034	17.12368825	17.15327526	17.10795593	17.13374381	17.02445307	17.0070106	17.03098204	16.94119199	16.9508705	16.97922397	16.98155724	16.95112489	16.93580703	16.90526044	16.82821303	16.93612345	16.88641721	16.87681881	16.84180223	16.76204561	16.82743631	16.80139231	16.83760729	16.85291933	16.78582484	16.69392146	-0.04035086635	0.1159737734	0.2567682222	0.3661599609	0.3381406349	0.1670650778	0.04671030182	-0.06638832612	-0.1304263986	-0.1439514923	-0.1333341665	-0.1004824795	-0.05856401429	-0.02559806704	-0.01463460641	-0.01702794438	-0.01268265648	-0.003820789687	0.010493621	0.02833351166	0.05051860076	0.05524585782	0.03511533253	0.01318777656	-0.006862265163	-0.02149336498	-0.03080091154	-0.02862498266	-0.02329289971	-0.01699891294	-0.01053039635	-0.009823367255	-0.01237119755	-0.01339357411	-0.01326558819	-0.01265639312	-0.009702217565	-0.01785871524	-0.02286534688	-0.03064941117	-0.04093906675	-0.06343650852	-0.09553377128	-0.1331707674	-0.1681305198	-0.1950307424	-0.2111178146	-0.2177967317	-0.2209873575	-0.222979049	-0.226218187	-0.2323211283	-0.2392041741	-0.2501213511	-0.2603825472	-0.2724343059	-0.2853372277	-0.296772064	-0.3069449965	-0.3222644399	-0.3373312323	-0.356600251	-0.3773775082	-0.4070910941	-0.4389799495	-0.4794061917	-0.5287210614	-0.5942231878	-0.6783279259	-0.7796319151	-0.9031086451	-1.044658098	-1.207769844	-1.390936467	-1.580758345	-1.783105619	-1.987811745	-2.169521696	-2.318451145	-2.428224981	-2.498755005	-2.541034878	-2.558150623	
2471440	14.07090556	13.9583847	14.17013323	14.19133694	14.19609544	14.25909203	14.27830672	14.26659374	14.35370164	14.36114321	14.38994351	14.40471036	14.39664842	14.40126253	14.40457029	14.42322412	14.40207627	14.44124407	14.42332699	14.4374832	14.44026223	14.44024015	14.41489088	14.42384259	14.41124283	14.41737958	14.41923507	14.38067704	14.37672142	14.34715692	14.34282107	14.33778756	14.31583811	14.33343397	14.34065893	14.32422942	13.86187769	13.85196163	13.82803671	13.86641573	13.82778274	13.79680394	13.79665309	13.76909285	13.76927679	13.77633069	13.79442282	13.76917787	13.78407937	13.72188498	13.7213757	13.70782565	13.72122048	13.71462877	13.72785278	13.70815731	13.71890445	13.69084634	13.71215572	13.69739155	13.73327257	13.65371711	13.62143151	13.65975452	13.57443093	13.58448299	13.67671706	13.6994747	13.68762347	13.66455487	13.65518128	13.59735646	13.68321806	13.64121516	13.6730502	13.62791076	13.55469942	13.60171141	13.62595567	13.61510432	13.64027284	13.57597766	13.52824903	-0.3424402665	-0.09065929428	0.1115102165	0.2355640874	0.1642835043	0.01525356543	-0.1015647341	-0.1789272578	-0.2170914706	-0.218031388	-0.1863512835	-0.1419318059	-0.09274596444	-0.06125117954	-0.05353324839	-0.05121456927	-0.04207754656	-0.02667700944	-0.009721628706	0.01277132211	0.03539033809	0.03388101407	0.01119777576	-0.00788523686	-0.02669591662	-0.04004292118	-0.04442152783	-0.04086602417	-0.0328121587	-0.02505804162	-0.01820865731	-0.01916554695	-0.0214543989	-0.02200752328	-0.02040341371	-0.0183397804	-0.01920698008	-0.02544394641	-0.02934933715	-0.03628533434	-0.04722523796	-0.07285487335	-0.104841231	-0.1415562997	-0.1768000003	-0.2031626248	-0.2179765446	-0.2237842973	-0.2262607441	-0.2283592738	-0.2320998363	-0.2385307424	-0.2454163138	-0.2554104256	-0.2661489223	-0.2776817194	-0.2901746747	-0.3011462092	-0.3152438165	-0.3301411253	-0.3462567848	-0.3647209243	-0.3860345136	-0.4145179582	-0.4462819527	-0.4872738655	-0.5359363866	-0.603282946	-0.6872987612	-0.7899264118	-0.9119369057	-1.054798321	-1.216886925	-1.400423599	-1.589906588	-1.80064356	-2.005705157	-2.189415694	-2.339220561	-2.447542426	-2.516683368	-2.557605897	-2.572929196	
2471691	11.09314761	11.18579736	11.18771874	11.2338225	11.24341418	11.26132729	11.2697594	11.32376664	11.31267206	11.31799868	11.32986964	11.32681241	11.32911642	11.34094071	11.33800615	11.33645569	11.32451651	11.33539373	11.32175507	11.31178683	11.30677944	11.29603948	11.29645233	11.2940818	11.2700247	11.28564031	11.27551676	11.25039335	11.24912823	11.21517327	11.20849501	11.20117629	11.18359682	11.19606465	11.19536201	11.18915394	10.79911319	10.78756486	10.76497934	10.78530036	10.76760819	10.73537598	10.73920603	10.71236253	10.70458908	10.71312714	10.72202221	10.70756696	10.72159297	10.66570967	10.66512131	10.6574973	10.65865128	10.65121467	10.66476973	10.63729959	10.64330875	10.62250412	10.64666476	10.65191237	10.67166012	10.61785487	10.58206444	10.62866935	10.55584045	10.53131189	10.61749231	10.65100076	10.6536455	10.63289835	10.64021398	10.57493312	10.62372972	10.60594054	10.62710839	10.61174495	10.53179367	10.59311717	10.59021846	10.56359442	10.57919367	10.56533596	10.50737257	-0.4042625694	-0.148132107	0.06413247349	0.1910509865	0.08383768959	-0.04436745604	-0.1453600003	-0.2226534959	-0.2464613475	-0.2388683191	-0.2051043067	-0.1503198926	-0.1040172656	-0.07573017133	-0.06675920791	-0.06208235041	-0.05042065001	-0.03693072889	-0.01517166323	0.009012294278	0.0307727818	0.02350909797	0.003323434061	-0.01559767242	-0.03424976202	-0.04601120914	-0.04756698901	-0.04423031494	-0.03637028896	-0.02796848531	-0.02189854373	-0.02254526749	-0.02490215698	-0.02384207773	-0.02192259734	-0.01942981511	-0.02120097922	-0.02700156501	-0.03156464092	-0.03691459601	-0.04929401034	-0.07495719699	-0.1073464118	-0.1444538209	-0.1794307584	-0.2055387011	-0.2193130728	-0.2251470055	-0.2272129659	-0.2296411401	-0.2337775717	-0.2404194078	-0.2468052618	-0.2571121808	-0.2667974134	-0.2789172061	-0.2908388702	-0.3029843231	-0.3179150478	-0.3332130499	-0.3487793127	-0.3672966463	-0.3879869988	-0.4164423569	-0.4487309273	-0.4877083339	-0.5378621768	-0.6045468009	-0.6907328503	-0.7926765804	-0.9141753318	-1.056911177	-1.219124632	-1.402005006	-1.594048539	-1.804617063	-2.011506929	-2.195882366	-2.344985791	-2.45266289	-2.52166961	-2.562638821	-2.577342299	
2471941	8.822436218	8.853212415	8.868590812	8.90021648	8.925046856	8.914253826	8.939749851	8.938285819	8.928585001	8.935800694	8.946038389	8.923793862	8.947092271	8.933597024	8.941692722	8.926147713	8.908237282	8.902153126	8.906238627	8.887136431	8.877421992	8.871809683	8.86179686	8.855938789	8.828839181	8.833639753	8.824559986	8.807007793	8.790660734	8.758325252	8.754625289	8.744229947	8.731924161	8.73530136	8.731191003	8.73144741	8.466252681	8.44882044	8.427122105	8.441120968	8.437603835	8.405649941	8.406384032	8.390554309	8.371613178	8.376807483	8.375794847	8.375618443	8.38397784	8.34139009	8.335201631	8.338937739	8.330101571	8.326410325	8.332057174	8.304023684	8.301153734	8.294129363	8.316195378	8.327102001	8.33476461	8.312162273	8.270597423	8.318712871	8.270255044	8.235087315	8.286286991	8.309309657	8.3233914	8.306586795	8.324983908	8.274568156	8.282830606	8.281718341	8.31142896	8.300923287	8.23931795	8.28202971	8.272912929	8.243417629	8.256216403	8.264377492	8.222095601	-0.491214319	-0.1906153172	0.04067677884	0.1519946396	0.0364076923	-0.0757412532	-0.1825909034	-0.2493976355	-0.2651772272	-0.2575871159	-0.213587889	-0.1609093852	-0.1126014908	-0.0833103727	-0.076771143	-0.06914446481	-0.05649564184	-0.0402221472	-0.01844420223	0.00612144053	0.02695730713	0.01695384024	-0.0008352583276	-0.0206610541	-0.03860498464	-0.04976677847	-0.05152245325	-0.04623625475	-0.03706843158	-0.02937473733	-0.02419850517	-0.0256222617	-0.02584500139	-0.02558188308	-0.02465969407	-0.02143136801	-0.02487253694	-0.03043887697	-0.03295853583	-0.03889204623	-0.05259998664	-0.07954677978	-0.1118805838	-0.1489078944	-0.1835270951	-0.208419481	-0.22194945	-0.2274345124	-0.2292104543	-0.2321023615	-0.2361378767	-0.2430362619	-0.2498892602	-0.2594655713	-0.2686402522	-0.280776079	-0.2924198052	-0.3057967946	-0.3214081634	-0.3361557844	-0.3525698639	-0.3710144285	-0.391487556	-0.4195624981	-0.4502610161	-0.4896637782	-0.5403680861	-0.6077559101	-0.6936153446	-0.7952303465	-0.9176556944	-1.059994067	-1.221873937	-1.404127899	-1.597815759	-1.810837809	-2.018433556	-2.202204585	-2.350940171	-2.459070211	-2.527234862	-2.566861877	-2.58091557	
2472190	7.408030002	7.435034363	7.470372242	7.473403452	7.505392718	7.479550835	7.497286446	7.496582064	7.487256687	7.485977156	7.491754906	7.474290267	7.482994251	7.459141618	7.457406133	7.439869433	7.424696053	7.413378613	7.413217155	7.393768318	7.380092081	7.370886149	7.358986095	7.35064002	7.325660339	7.321604399	7.310713611	7.292141146	7.273296051	7.242711816	7.23445087	7.226402735	7.207087288	7.20561953	7.200624814	7.197238973	6.928723439	6.912005413	6.890584319	6.895252478	6.891961487	6.864184429	6.85792564	6.845509312	6.824059574	6.82730469	6.8185413	6.817774659	6.819448375	6.790326386	6.775314118	6.783247507	6.768871172	6.757821469	6.762348111	6.739251867	6.727055285	6.723057183	6.733955179	6.74986416	6.742107872	6.738760585	6.693798687	6.731590067	6.70472503	6.66563421	6.691353865	6.699438885	6.711101939	6.697638808	6.712569705	6.678633296	6.667705371	6.670456679	6.695423495	6.687351574	6.639412837	6.668466209	6.660854962	6.631808377	6.636869497	6.649682287	6.608433002	-0.4131097144	-0.1338313297	0.07591514103	0.1960058807	0.0674964411	-0.05704343498	-0.1557664723	-0.226805469	-0.2500021224	-0.24398759	-0.2017958466	-0.1521760163	-0.1003386081	-0.07704050712	-0.06576126273	-0.0629918811	-0.05139725508	-0.03189596797	-0.0131312842	0.0128905368	0.03134624118	0.02223383874	0.003319299633	-0.01684328351	-0.03405823253	-0.04505580537	-0.04766189595	-0.04338646113	-0.03422833359	-0.02700110657	-0.022180489	-0.022289232	-0.02445452845	-0.02391214362	-0.02208060435	-0.01978536838	-0.0234804178	-0.02882517003	-0.03170207399	-0.03837472287	-0.05114641816	-0.07841886745	-0.110217915	-0.1480533356	-0.1824423621	-0.2074119805	-0.2212986349	-0.2260543221	-0.2279352954	-0.2315366265	-0.2350199695	-0.2416555036	-0.2489571129	-0.258606415	-0.2678888916	-0.2798257516	-0.2920693269	-0.3044794985	-0.3208442839	-0.3353501823	-0.3513145761	-0.3706333747	-0.3899382719	-0.4180040687	-0.4501768021	-0.4891354331	-0.5396160311	-0.6068872124	-0.6924910397	-0.794182398	-0.9166453432	-1.058814153	-1.220623451	-1.403197369	-1.596561601	-1.808183646	-2.015303416	-2.199392738	-2.350423475	-2.457985505	-2.524946285	-2.564261243	-2.577984212	
