Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
753293	9.873335044	9.966777759	10.0229023	10.04565937	10.10363187	10.16749667	10.21074384	10.25206694	10.2741163	10.31722987	10.33675208	10.36071008	10.36126219	10.41993033	10.42965728	10.44812974	10.44826878	10.45244223	10.45958914	10.4574683	10.47546622	10.45641293	10.44868465	10.45339016	10.46428166	10.45167673	10.4375145	10.41661428	10.45515964	10.4507286	10.42807957	10.43713627	10.42272497	10.38110032	10.38746475	10.37089895	10.30104877	10.27759017	10.26318276	10.21484259	10.20235104	10.16239187	10.11515021	10.06875527	10.04680452	9.993177868	9.983782359	9.927994916	9.926500642	9.925604929	9.894368972	9.818076005	9.889766389	9.810539092	9.789682553	9.725948318	9.727126712	9.657959353	9.61117094	9.67522823	9.570207536	9.530823426	9.539489092	9.429268591	9.428260584	9.37280312	9.317856391	9.120827183	8.99368421	8.844154225	8.691259721	8.542341026	8.423109769	8.056651857	7.883137421	7.734926611	7.568462901	7.438312114	7.380595109	7.270993087	7.249720337	7.176263343	7.261403923	0.6212011513	0.619977686	0.5656849754	0.5539555871	0.5251174975	0.5097005135	0.473806366	0.4525601093	0.4284764551	0.4095661461	0.3888428285	0.3745876649	0.3581334636	0.3448332928	0.3321825507	0.3231270806	0.3127695309	0.3034354232	0.2926679953	0.2853849711	0.2780866385	0.2704142262	0.2613303736	0.2545117459	0.248447962	0.2407374542	0.2355772427	0.2292619662	0.2224384657	0.2174668982	0.2123988697	0.2088335657	0.2052840893	0.2023919283	0.1996209209	0.1964730256	0.1861324053	0.1847353229	0.1830935533	0.180937918	0.1775274028	0.175094464	0.1745390945	0.1732139241	0.1708476079	0.1677971393	0.1658671891	0.1646071732	0.1634521252	0.1615859839	0.1607813938	0.1612752338	0.1603492156	0.1569878172	0.1592620545	0.1579285614	0.1575148234	0.1555375848	0.1552782973	0.1543548694	0.1508440848	0.1540389712	0.1538445619	0.1520802748	0.1523033842	0.1514834436	0.1505670107	0.1500849681	0.1531076488	0.1572475756	0.1618944505	0.1624169927	0.1680585962	0.1672627936	0.1696453515	0.1736414581	0.1750994801	0.170997831	0.1657139629	0.1613672079	0.1598619469	0.1575593845	0.1581595838	
753544	9.94056748	10.0231181	10.06812169	10.10878824	10.17620583	10.217003	10.27619635	10.32317173	10.33829066	10.37492509	10.39657423	10.42460159	10.42453891	10.47226548	10.49017316	10.50399649	10.50861119	10.50381732	10.51015006	10.51296468	10.52409608	10.5004988	10.4905379	10.49213483	10.50686961	10.48928838	10.46631039	10.44471797	10.48469853	10.47635739	10.4515607	10.46020149	10.44637342	10.40393395	10.41204215	10.39422466	10.30691523	10.27885496	10.26362973	10.21631646	10.20021042	10.16393158	10.11159574	10.06395052	10.04417633	9.98869084	9.980231479	9.926011655	9.922148304	9.922497771	9.892386676	9.817811927	9.889767927	9.809257252	9.788654509	9.728164086	9.729396437	9.663143594	9.619009541	9.685270914	9.581518202	9.541741268	9.551182161	9.443414111	9.437676321	9.385674024	9.325383524	9.128533867	8.999388301	8.852876244	8.697647004	8.547484868	8.430996665	8.061617408	7.88746066	7.734928121	7.569648088	7.435079893	7.386576351	7.274551845	7.24647085	7.169488985	7.262470301	0.6166712395	0.6071176399	0.5757431627	0.5531808901	0.5328047981	0.5094256303	0.4766448172	0.4525653886	0.4263359979	0.4077252419	0.3923046989	0.3702248934	0.3568983706	0.3425686125	0.3311383107	0.3211731862	0.3145448845	0.3012002305	0.2920429732	0.2846760706	0.2769180439	0.2699498031	0.261470297	0.2540553165	0.24723368	0.2395451546	0.233595096	0.228508515	0.2222361286	0.2154669481	0.2109808688	0.2078815286	0.2042883374	0.2003261062	0.1977394501	0.1944256754	0.185527734	0.1845455289	0.183005151	0.1795473341	0.1774432519	0.1746755518	0.174047385	0.1720422313	0.1703728934	0.1673305091	0.1650281176	0.1634051724	0.1624112328	0.1609618331	0.1595700706	0.1598776457	0.1598290106	0.1554947418	0.1580188701	0.156892973	0.1570950552	0.1543485349	0.1553281417	0.153770288	0.1500724797	0.1534709709	0.1523680416	0.1517914192	0.1519493341	0.1504223009	0.1509749194	0.1497974613	0.1521828903	0.1561002401	0.1612581108	0.161704462	0.1669344042	0.1664658624	0.168363753	0.1730981241	0.1740675779	0.1721333118	0.1641074939	0.15993743	0.1575646329	0.1553333502	0.1577561914	
753793	9.937151835	9.99768993	10.04424102	10.10673348	10.15838937	10.18599615	10.23786843	10.27720529	10.2953956	10.32867913	10.35399486	10.38348699	10.38271349	10.42716283	10.44168788	10.46518831	10.46289712	10.44780815	10.47206167	10.47734189	10.48655538	10.47357557	10.4653767	10.46848203	10.4722489	10.45943866	10.44255212	10.42777387	10.46853714	10.46308927	10.43949524	10.44987679	10.43821086	10.39780407	10.40988701	10.3945544	10.30985159	10.28325829	10.26790325	10.21778985	10.20164617	10.16505561	10.1128265	10.06381754	10.03839949	9.982795103	9.969850969	9.915806883	9.91057693	9.909920396	9.877571421	9.802520019	9.874927714	9.792954324	9.77363995	9.714046834	9.716141904	9.650941509	9.605219126	9.669821185	9.56704878	9.52650007	9.536392183	9.426998768	9.426461146	9.373862725	9.316532723	9.11628428	8.989399103	8.843895479	8.693390536	8.547191946	8.425228586	8.059136436	7.887812877	7.738553346	7.574972802	7.437063057	7.383148352	7.27455254	7.251649712	7.18068247	7.257761441	0.6393407807	0.5916921133	0.5811000461	0.5535865428	0.5251314327	0.5062788425	0.4737421103	0.4501068695	0.4327850098	0.4057989707	0.3889783593	0.3731914543	0.3608076201	0.3449052826	0.3342859651	0.3221901146	0.3136237939	0.3027420663	0.2928184492	0.2860313418	0.2767776435	0.2710970413	0.2624650246	0.2539901362	0.2479603671	0.2402807438	0.2339061828	0.2291441544	0.2226498778	0.2161361732	0.2122905457	0.2092144147	0.2044337783	0.2020581538	0.1995264166	0.1956972049	0.1858752423	0.1850261443	0.1833257981	0.1799523117	0.1778803475	0.1758176166	0.17396528	0.172731968	0.1701320994	0.1677207626	0.1654853923	0.1641226677	0.1633094309	0.1612594934	0.1601612938	0.1603925467	0.1600976865	0.1561264257	0.1587762696	0.1569667183	0.1575228995	0.1544673038	0.1552437263	0.1543636581	0.1505423548	0.153107618	0.1529217065	0.1521803452	0.152102617	0.1518698605	0.1512049481	0.1510642111	0.1527013957	0.1566586554	0.1615258763	0.1617960315	0.1680221182	0.1680788866	0.1683676185	0.1736037903	0.1745524018	0.1712297821	0.1647836666	0.1637846393	0.1569777655	0.157188864	0.157112526	
754042	9.910227564	9.994849831	10.09214579	10.13140965	10.17620646	10.21546317	10.25149648	10.30130173	10.31784047	10.35465731	10.3878504	10.39926621	10.41078171	10.45296239	10.45980106	10.4867779	10.48265311	10.48130396	10.48847015	10.4893117	10.50473247	10.4870135	10.4711679	10.47392603	10.48366097	10.46613007	10.45037183	10.42325804	10.46807612	10.45690461	10.43285782	10.4405503	10.42576978	10.38173589	10.38841721	10.37024393	10.31720029	10.28624647	10.26927881	10.21631692	10.19920001	10.16000973	10.10667909	10.05661877	10.03341452	9.975756137	9.963288775	9.906870525	9.901779411	9.897509208	9.86542625	9.789836268	9.863312483	9.782953086	9.766526462	9.708320608	9.711332604	9.648356492	9.604755277	9.670814172	9.574694279	9.534114805	9.545151107	9.437749811	9.437475768	9.383561798	9.32738053	9.131694079	9.007249844	8.859683184	8.706453171	8.558009242	8.437053518	8.068746989	7.896586785	7.74720802	7.577637542	7.437898004	7.387015296	7.279033846	7.250204453	7.172367367	7.258293321	0.6291414668	0.6071299787	0.5704005656	0.5535836552	0.5251300394	0.5028487478	0.4767156005	0.4501061155	0.4284899973	0.407726564	0.3889347608	0.3731907635	0.3568382587	0.3450380435	0.3331663396	0.322189505	0.3119237601	0.302668686	0.2928179801	0.2846771909	0.2761911209	0.2694130507	0.2626004802	0.2530033698	0.2462493583	0.2408065682	0.233843215	0.2286315789	0.2226229694	0.2151047524	0.211266037	0.2083603217	0.2039865551	0.2013506606	0.1979636714	0.1951592129	0.1865306457	0.1852187413	0.1829110434	0.1803132146	0.1778363974	0.1751834347	0.1737611306	0.1725298527	0.1704568818	0.167682709	0.1652199365	0.1636716825	0.1626369619	0.160813524	0.1596808968	0.1600971137	0.1594541323	0.1557859204	0.1583927469	0.1570478177	0.1571692241	0.1544240002	0.1553617852	0.1544527971	0.1501523533	0.152755319	0.1532386011	0.1517420693	0.1519968767	0.1509598983	0.1507498517	0.1507686913	0.1526015759	0.1560574046	0.1618662418	0.1627288934	0.1680049523	0.1676786415	0.1674749651	0.1742050096	0.1739906396	0.1728630295	0.1653262873	0.1635395577	0.1598755755	0.1561457384	0.1579658614	
754292	9.94739625	10.02879688	10.04664127	10.13141092	10.1762074	10.23413927	10.25419274	10.30367284	10.31784127	10.34692019	10.39040536	10.4166567	10.40356906	10.46754512	10.47192244	10.48785886	10.48823017	10.48506176	10.4936487	10.48211767	10.50510043	10.47357608	10.46505492	10.46244038	10.45831592	10.44312576	10.42245218	10.39930462	10.43640247	10.43096583	10.40728984	10.41081945	10.39489827	10.3583239	10.36449626	10.35188208	10.2912788	10.26517953	10.25113436	10.20424229	10.19058206	10.15314585	10.10204057	10.05555453	10.03289472	9.977167953	9.966956075	9.913828995	9.910835134	9.91004982	9.879807735	9.804890898	9.878378908	9.797664545	9.779877595	9.717855039	9.71975288	9.655045068	9.608666836	9.675230107	9.573529387	9.532036704	9.542955304	9.432285851	9.431063475	9.379973864	9.321177733	9.126956467	8.997979222	8.858454971	8.701634332	8.553738193	8.43646657	8.069075121	7.89319372	7.745065255	7.578821026	7.440301389	7.386578122	7.283058553	7.25864526	7.181193135	7.267185721	0.6393572312	0.5994190148	0.5711019508	0.5539902421	0.5251342193	0.4995583106	0.4823864436	0.4501083776	0.4284868112	0.4077009818	0.3872500477	0.3745959545	0.3582654035	0.3449063395	0.3332382355	0.3212484935	0.3119979477	0.3035134233	0.2950682763	0.2846066912	0.2761215291	0.2688073743	0.2609081971	0.2540577212	0.2466784461	0.2412072187	0.2340320807	0.2284495426	0.2220589122	0.2164418157	0.2121202436	0.208949145	0.2044878221	0.2016391398	0.1983615261	0.1959587107	0.1862340398	0.1846875273	0.1836077895	0.1798640309	0.1774890424	0.174846824	0.1740906554	0.1723690546	0.1704137327	0.1676400803	0.1650306906	0.1643120271	0.1629740834	0.1612981996	0.1604234072	0.1602142779	0.1602088687	0.1563277992	0.1585160881	0.1580920539	0.1572131941	0.1554003047	0.1554951337	0.1545773192	0.1510729413	0.1528534551	0.1533897288	0.1529149985	0.1532832065	0.1512828627	0.152047234	0.1503914835	0.153268263	0.157163442	0.1619853507	0.1628202012	0.1684232283	0.1672731216	0.1691917144	0.1739576179	0.1754367129	0.1709052207	0.1639786822	0.1610669275	0.1585768992	0.156806947	0.1588523426	
754543	9.978027495	10.01743324	10.04664127	10.10673432	10.17265973	10.23413927	10.25284571	10.3243582	10.31784127	10.35560275	10.37045947	10.39291776	10.40356906	10.44504116	10.44830768	10.47515723	10.48265382	10.47663487	10.4936487	10.48891786	10.50473358	10.48735732	10.47439057	10.47423056	10.48680607	10.46398897	10.4483622	10.42539425	10.46603645	10.45712243	10.43707663	10.44435698	10.42956026	10.38891029	10.39874724	10.38135319	10.32519126	10.29618861	10.28414693	10.23938507	10.2241306	10.18853312	10.13874889	10.09019047	10.0679023	10.01210074	10.00005656	9.942993453	9.93972558	9.93598181	9.903620552	9.828065122	9.899146189	9.812702154	9.792160723	9.728306364	9.726067247	9.659182115	9.611173102	9.675070842	9.571703644	9.532210033	9.539491538	9.433603332	9.431465284	9.383562362	9.321177733	9.128069997	8.999635288	8.855665566	8.705624326	8.555432498	8.440713153	8.072217266	7.903624505	7.755510456	7.58801291	7.450447498	7.40032384	7.285243433	7.265654232	7.184591642	7.275030596	0.6417080745	0.6006812249	0.5939326833	0.5625911969	0.5328117649	0.5029873721	0.4795525788	0.4501083776	0.4241868805	0.413347841	0.3889367439	0.3761051037	0.3581429171	0.3460743932	0.3332382355	0.3221913338	0.3110024566	0.3051273212	0.2935205881	0.286032462	0.2774355895	0.2698833663	0.2614728897	0.2549773672	0.2475987497	0.2403457405	0.2347763359	0.2284495426	0.223276339	0.2154693529	0.2127453637	0.2087922433	0.2045408058	0.2016905495	0.1990080436	0.1954866061	0.1861267215	0.184640978	0.1835621813	0.1799100348	0.1777069014	0.1751006872	0.1741743121	0.1721674061	0.1703372362	0.1669820883	0.1649141071	0.1637475205	0.1629369414	0.1613712755	0.160238312	0.1599902944	0.159605227	0.1562878456	0.1582843699	0.1577038928	0.1577217094	0.154913521	0.1552455234	0.1541535006	0.1504195423	0.1533328263	0.1539406551	0.1521822412	0.1524646558	0.1510689074	0.151434	0.1511183818	0.1523963996	0.1569384519	0.161831126	0.1624600193	0.1680084138	0.168483226	0.1674788304	0.1737066595	0.1759971332	0.1716318137	0.165058383	0.1621035224	0.1597019872	0.1586181077	0.1577634749	
754793	9.899971566	9.963936236	10.02530111	10.0862697	10.15661341	10.1690385	10.22562888	10.27720519	10.30396413	10.32584375	10.36179072	10.36931986	10.38200214	10.43246343	10.44168746	10.47016847	10.46745193	10.47012852	10.47594259	10.48132577	10.50101413	10.48666862	10.47438805	10.47695294	10.47994431	10.4613039	10.44985733	10.4275278	10.46330373	10.46095266	10.43306155	10.43884219	10.42558177	10.38415017	10.39478519	10.37698513	10.29258159	10.26487203	10.24854216	10.19674081	10.18198215	10.14658099	10.09563653	10.04703929	10.02516433	9.972825762	9.962280901	9.910217087	9.90636691	9.906565626	9.876322106	9.8001492	9.871478175	9.792217132	9.772336441	9.710240891	9.712822572	9.645001651	9.598501083	9.664258922	9.55991761	9.52269829	9.531105854	9.421931277	9.418668609	9.366704156	9.305270745	9.107956863	8.98181385	8.837372113	8.68064193	8.535815679	8.415546249	8.047072441	7.873689201	7.723424518	7.557056798	7.41852479	7.365605882	7.253715806	7.231571957	7.146185414	7.236404408	0.6189186921	0.6161234245	0.5778147725	0.5629703765	0.5251202848	0.5097025802	0.4824569309	0.4501008364	0.4327746371	0.4057936818	0.390573856	0.3760981959	0.3607409026	0.3449010547	0.3321133192	0.3241431421	0.3127704059	0.3042070774	0.2949186676	0.2853860916	0.2773598874	0.2704848166	0.2634542944	0.2554324597	0.2489416247	0.2415364918	0.2350813301	0.229549528	0.2238033364	0.2159569639	0.213252846	0.208943979	0.2052322057	0.2020242974	0.1991256423	0.1962137153	0.1859188339	0.1840572261	0.1825357566	0.179903435	0.1770485274	0.1750950192	0.1736310798	0.1722809033	0.1701662031	0.1671643744	0.1649089609	0.1638525578	0.1624829107	0.1611063761	0.1596382068	0.1600920009	0.1594883368	0.1563499363	0.1582767099	0.1573070642	0.1573607756	0.1545452302	0.1556486534	0.1544016383	0.1504883916	0.1532757537	0.1533803468	0.1521215328	0.1522527582	0.1515951331	0.1512500926	0.1516451701	0.152950726	0.1563270991	0.1615166761	0.1626915945	0.1687785098	0.1680721642	0.1696947298	0.1745475068	0.1751021645	0.1736902326	0.1657167542	0.1624925972	0.1608129156	0.1581793483	0.1571008714	
755042	9.940570876	10.02595919	10.04424103	10.08833037	10.17443427	10.20147112	10.25149881	10.28923541	10.2953964	10.34597606	10.37829395	10.39214314	10.38847225	10.44568819	10.4519807	10.47569779	10.47251463	10.47059206	10.48329738	10.48014468	10.4973059	10.475988	10.47052422	10.47392731	10.48280263	10.46667295	10.45037303	10.43253955	10.47671234	10.47378219	10.45295958	10.46133343	10.44744139	10.40771801	10.41300371	10.39546839	10.32077238	10.29162011	10.2758684	10.22429127	10.20854634	10.1705236	10.11911971	10.07102972	10.05022749	9.995622662	9.988353725	9.934734751	9.934232757	9.933473495	9.905220468	9.8300521	9.901460554	9.820613763	9.801245991	9.739684599	9.740419878	9.672487078	9.6263985	9.689223771	9.583855028	9.541222318	9.547157726	9.435857861	9.432665897	9.375548564	9.315648045	9.115176568	8.986097832	8.83363813	8.679816004	8.530985369	8.406201236	8.039008659	7.863693525	7.715193556	7.550189651	7.418529058	7.361759933	7.260804272	7.239498396	7.15629539	7.244723533	0.613426316	0.6213559121	0.5825205965	0.5486962458	0.5368885533	0.5098553596	0.4795529469	0.455056702	0.4241877434	0.4095747405	0.390581128	0.3716305273	0.3594464242	0.3437391551	0.332190193	0.3240066988	0.3144751751	0.3026704197	0.2941497589	0.2860330221	0.2761930605	0.2709602513	0.2629632586	0.2553712858	0.2483246599	0.2408089511	0.2353342113	0.2294932235	0.2227712946	0.2163254452	0.2133145032	0.2094276343	0.2052379971	0.2031564301	0.1990816635	0.1962852134	0.1859840789	0.1855532041	0.1830532656	0.1797752056	0.1776203473	0.1751012057	0.1743399243	0.1727333989	0.170618417	0.1678416745	0.1653386019	0.1642016434	0.163012685	0.1616676612	0.159978251	0.1602090581	0.1600920106	0.1562786601	0.1589699321	0.1573575246	0.1581480354	0.1546709448	0.1554089343	0.1547001005	0.1513698074	0.1534618359	0.1537579426	0.1527623817	0.152668583	0.1516057145	0.1514349896	0.1517942898	0.1532199672	0.1568495287	0.1628567348	0.1627920542	0.1680095676	0.1680855325	0.1688638629	0.1736577205	0.1772796344	0.1706162791	0.1655960073	0.1633862632	0.1591121789	0.1578100954	0.1588266629	
755293	9.90339919	9.966780728	10.02050209	10.06797493	10.12121904	10.18445739	10.22159267	10.28686295	10.29645164	10.3258473	10.36094061	10.3748454	10.38271525	10.44568848	10.45257213	10.47731898	10.47152095	10.47571704	10.48804551	10.49331133	10.50326693	10.48598577	10.48407265	10.48666548	10.49167006	10.4771555	10.4576956	10.43945438	10.47694324	10.47120731	10.44753697	10.45046402	10.43441448	10.39196758	10.40530559	10.38951842	10.30398316	10.27430621	10.2575445	10.20821583	10.18915116	10.15119595	10.09890807	10.05169457	10.02870026	9.972177517	9.959626123	9.90202567	9.894841836	9.890697808	9.855021836	9.778701591	9.849311974	9.769434344	9.750023351	9.693105608	9.695888375	9.632559176	9.588828139	9.656728666	9.557102986	9.520111129	9.532383551	9.424369716	9.42565834	9.375337418	9.317859984	9.124681762	8.999390612	8.855405705	8.703214847	8.556609808	8.435240216	8.065608606	7.892493228	7.745065903	7.58070171	7.444378066	7.386579185	7.278114001	7.255387581	7.175761162	7.257762856	0.6393819055	0.6136238129	0.5825291694	0.5490939373	0.533054409	0.5062840078	0.4709080769	0.4550306895	0.434938129	0.4077029648	0.3889387269	0.3745980265	0.3582065436	0.3472443733	0.3321913685	0.3230644104	0.314331286	0.3058994086	0.2933036798	0.286459398	0.2780231676	0.2714304501	0.263393145	0.2558322557	0.2474701576	0.2431404058	0.2362667107	0.2294330417	0.2240764512	0.2176038852	0.2141122076	0.2102277883	0.2062388	0.2028189872	0.2000256027	0.1974424011	0.186641125	0.1863264135	0.1841221144	0.1808103895	0.178536661	0.1760320867	0.1753698844	0.1736685019	0.1715314709	0.1686199445	0.1667175992	0.1648815667	0.1643204522	0.1626683074	0.1611242051	0.1610622556	0.1611047728	0.1574492863	0.1595052031	0.1581659258	0.1585440303	0.1558678603	0.1563974402	0.1554594881	0.1517141762	0.1541812331	0.1551935887	0.1531108972	0.1533318878	0.1521946784	0.1527314594	0.1508790718	0.1540939104	0.1578644969	0.1622146272	0.1638455897	0.1680438962	0.1680834625	0.1696412867	0.175015465	0.1753609635	0.1709093351	0.1659988275	0.1601933936	0.1605324831	0.1570037054	0.1567067386	
755544	9.974613635	9.994850623	10.04424103	10.12730034	10.15661687	10.24825528	10.2528463	10.2989293	10.31573183	10.36336374	10.37829395	10.39214314	10.39636869	10.44633497	10.44830773	10.48123412	10.47758113	10.47900773	10.49322324	10.49652345	10.51590194	10.49289371	10.48310507	10.4733201	10.4782379	10.46398929	10.44456028	10.42301573	10.46307596	10.45668815	10.4330649	10.44455255	10.42539881	10.38514405	10.39564392	10.37871689	10.27960442	10.24923186	10.23019358	10.18077772	10.16101437	10.12250741	10.07134698	10.0234638	10.00520489	9.949514883	9.941381716	9.888673175	9.887060276	9.890955612	9.863199313	9.792333421	9.868035781	9.791212871	9.775829615	9.718889192	9.723656319	9.659331084	9.614144771	9.678853262	9.576861181	9.53775419	9.549901419	9.440581575	9.440083966	9.390325019	9.328488386	9.132160193	9.005345784	8.857413933	8.696819218	8.549177555	8.433118456	8.063449569	7.887112385	7.738553993	7.571917143	7.438317158	7.375861814	7.267902765	7.239016672	7.16559908	7.253056869	0.6190091781	0.6006873936	0.5711062374	0.5630021424	0.5289762274	0.5131488962	0.476647026	0.4525959207	0.4284876741	0.4077292082	0.3856519838	0.3730869264	0.358021055	0.3460085581	0.3333089177	0.3221199063	0.3144751751	0.3042844954	0.2933755404	0.2858890971	0.2786790663	0.2703526718	0.2629632586	0.2563577136	0.2474691364	0.2419420278	0.236265745	0.2299020334	0.2237493296	0.2177195696	0.2142240386	0.2099603639	0.2059877863	0.2038636228	0.200817639	0.1970664888	0.1877017482	0.1859929595	0.185561774	0.1810802083	0.1791024215	0.1769609134	0.1752468775	0.1739085394	0.171689914	0.1688950306	0.1669870181	0.1660496445	0.1647302605	0.1628148774	0.1614174682	0.1616885761	0.1612914647	0.1579772351	0.1601078782	0.159165036	0.1585424155	0.1560671368	0.1572083376	0.155669612	0.1522726733	0.1543550419	0.1546762795	0.153057828	0.1543978657	0.1522457434	0.1521692956	0.1521929836	0.1549635884	0.1575846813	0.1634627036	0.1635708286	0.1691739599	0.1692913808	0.1687473451	0.1750129636	0.1750371677	0.1726498328	0.1653239377	0.1623491222	0.1593474222	0.156191645	0.1584128621	
755793	9.940566348	10.02595761	10.04424101	10.1087874	10.1583878	10.19992775	10.23786551	10.29160638	10.29433928	10.33448056	10.36264282	10.37484639	10.37554968	10.42651543	10.42365603	10.44813002	10.44727606	10.44826583	10.46733172	10.46540617	10.48212122	10.46635838	10.46151671	10.46454743	10.46626759	10.45299925	10.4372598	10.41990507	10.4560428	10.45198994	10.42684608	10.43484719	10.41801302	10.37868706	10.39168522	10.37542262	10.28512191	10.25656864	10.24018908	10.19117117	10.17484418	10.13905087	10.08707046	10.04106533	10.02163507	9.967710371	9.958747695	9.905753709	9.904007989	9.903473743	9.873362573	9.798766543	9.870330234	9.788520174	9.771174099	9.707005961	9.706962627	9.639692512	9.59506367	9.657556674	9.554618162	9.511487124	9.520201033	9.411415291	9.410693069	9.354735871	9.299541207	9.104354007	8.976382503	8.829644879	8.675573493	8.53098244	8.410409493	8.048894248	7.87742327	7.727041468	7.562362816	7.437478807	7.380158692	7.274551382	7.247915331	7.165595027	7.257227792	0.6267942093	0.5916612658	0.576430281	0.5486731442	0.5328020111	0.5062736765	0.4651648048	0.4525638803	0.4241889246	0.407751459	0.3889321164	0.3702235118	0.3581986665	0.3437349275	0.3300890543	0.3203016081	0.3128444132	0.3035103891	0.2914140707	0.2853877722	0.2756032294	0.2688727484	0.2609727662	0.2540543545	0.2470373581	0.240277765	0.2340287001	0.2287942564	0.2217892711	0.2154659862	0.2127420524	0.2090548767	0.2041812785	0.201267457	0.1982346851	0.1952711555	0.1872321768	0.1847842088	0.1831412471	0.1802203815	0.1778780713	0.1753925927	0.1746230379	0.1726901802	0.1703718562	0.1677930777	0.1662512962	0.1640826689	0.1639778735	0.1620328618	0.1604902422	0.1604272117	0.1602352407	0.1566520428	0.1588127726	0.1578100479	0.1572385633	0.1548226233	0.155477164	0.1545711677	0.1506308975	0.1532785864	0.1533831616	0.1519313225	0.1524060534	0.1508482302	0.1516541583	0.1506267578	0.1530032268	0.1568855918	0.1609529296	0.1624520251	0.1672505784	0.1676694013	0.1683379219	0.1736477135	0.1755869312	0.1704962694	0.1661210015	0.1603378508	0.1577393515	0.1565646196	0.1562506325	
756042	9.903391832	10.0202752	10.07052192	10.10673011	10.15661341	10.21854117	10.24879607	10.31221847	10.33934405	10.3546554	10.38784944	10.3992669	10.40427406	10.44439271	10.45257146	10.47124926	10.46794892	10.46638834	10.4755169	10.47655038	10.49285917	10.46601453	10.46054888	10.46183005	10.46939931	10.45594556	10.4375151	10.41564072	10.45627251	10.45455437	10.42725688	10.43426042	10.42359514	10.38379377	10.39349095	10.3768207	10.30576118	10.27931142	10.25936005	10.20703303	10.1907216	10.15133234	10.09713374	10.044782	10.01823938	9.960202025	9.948679301	9.892647151	9.889794251	9.888986501	9.858354707	9.785775004	9.857850637	9.779940459	9.76331934	9.70569179	9.711331468	9.648652952	9.605681301	9.673756297	9.574528286	9.538272477	9.548799083	9.439832943	9.441889049	9.39222689	9.333810803	9.13736831	9.009153945	8.861432335	8.712305824	8.565159846	8.446189318	8.071559498	7.898927374	7.75009564	7.581484355	7.444373022	7.387012815	7.27811099	7.247432945	7.172873536	7.253585989	0.6314086943	0.5876535534	0.5710590784	0.5441574372	0.5251202848	0.5097025802	0.473739165	0.4451532963	0.4263247492	0.4095674685	0.3822706079	0.3716229287	0.3568327441	0.3436662962	0.3300872905	0.3192119402	0.3110711705	0.3010515465	0.2898643761	0.2847454253	0.2756728847	0.2682634499	0.2598417454	0.2525402591	0.2456877536	0.2386807631	0.2323513236	0.2284452474	0.2214618066	0.2144921402	0.211149509	0.2070803562	0.2034832441	0.2006404895	0.1970674106	0.1944717864	0.1849647372	0.1840572261	0.1821177033	0.1790046595	0.1764821515	0.1741656771	0.1731379799	0.171636539	0.1695731859	0.1665063455	0.1647552832	0.1629857651	0.1614374909	0.1605880469	0.1594193338	0.1591696596	0.1584066548	0.1558704273	0.1576726628	0.1562352323	0.1563021792	0.153953339	0.1542616012	0.1534771835	0.1495076223	0.1522694127	0.1525469586	0.1505773548	0.1523509915	0.1506314118	0.1506367281	0.1494456364	0.1521282385	0.1563270991	0.1603824597	0.1614560838	0.1672631986	0.1660538232	0.1674659449	0.1740957591	0.1739016439	0.1711096762	0.1649084453	0.1606501997	0.1583262183	0.1565602429	0.1562462618	
