Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1077276	2.525980562	2.624142621	2.698789508	2.772454574	2.852112978	2.90290419	2.965405227	3.01120938	3.040875135	3.078970192	3.11280179	3.14220812	3.157732126	3.211492735	3.234606144	3.264516184	3.280776004	3.296965236	3.31893942	3.34182545	3.368690194	3.37016313	3.38276292	3.39206334	3.409104811	3.410897964	3.423276551	3.424412839	3.4472606	3.471134639	3.468562021	3.479384291	3.489792046	3.485339183	3.489276237	3.505374281	3.434179849	3.435708526	3.424826395	3.404702961	3.400550112	3.381841562	3.347661212	3.329076642	3.313206647	3.291804501	3.294580329	3.279859061	3.288052018	3.291217215	3.294879542	3.252362796	3.287487021	3.26779146	3.24136779	3.213667587	3.213695712	3.1895528	3.161844744	3.197344618	3.167188027	3.133249155	3.125606199	3.07665766	3.049507409	2.997255808	2.932699981	2.817820481	2.697512288	2.565238921	2.430018532	2.255411696	2.115376243	1.840899856	1.633233286	1.479243245	1.322350512	1.181158993	1.123066778	1.034335822	1.018516006	0.9565720498	1.001977953	0.6970885061	0.652466113	0.5790436814	0.5340977022	0.4849385072	0.4579862313	0.4316964822	0.3997307542	0.3699677128	0.351487036	0.3311012767	0.3130665239	0.2950499783	0.2790858306	0.27106731	0.2567864784	0.2454862048	0.2345607864	0.2232687904	0.216613853	0.2062893746	0.1973363027	0.1893972779	0.1819558046	0.1740293111	0.1657620299	0.1608621563	0.1548691991	0.1486331785	0.141465899	0.1369690546	0.132244443	0.1285283153	0.1250617656	0.120560894	0.1173061173	0.1182172393	0.1104269678	0.1053892186	0.1000627914	0.09514453179	0.08928770209	0.08436514965	0.08140574853	0.07988147394	0.08121023243	0.0822615912	0.08305195584	0.08181422657	0.0800912501	0.07839573168	0.07702246458	0.07602946223	0.07187016418	0.06922309949	0.06743679999	0.06460063606	0.06384650102	0.06472511565	0.06383533938	0.06190088653	0.05816790947	0.05698315992	0.0510422554	0.04526504196	0.03920114864	0.03316613624	0.02484574063	0.01518775649	0.00646903433	0.0006893089305	-0.009386033951	-0.01872359559	-0.02548412318	-0.03340069696	-0.02977457834	-0.0176613206	-0.007127518302	0.005853172098	0.02073817789	0.03648000282	0.04279355905	0.04918091685	
1077526	2.53392112	2.630788062	2.712218153	2.779517172	2.865590466	2.917953748	2.978114187	3.027471251	3.058569299	3.097134377	3.133038172	3.155425274	3.177700002	3.229212002	3.250629804	3.280164087	3.296152456	3.31372462	3.332272169	3.351557214	3.374510806	3.374622143	3.382200511	3.390691537	3.405895712	3.406068866	3.41676281	3.418071936	3.440643854	3.463435283	3.460012341	3.471102229	3.481866088	3.478025458	3.481447396	3.497677423	3.445955576	3.446292109	3.433684806	3.410183467	3.403608591	3.382867236	3.346839861	3.325173865	3.306940471	3.282609902	3.283254874	3.266196056	3.27323846	3.275472384	3.279937487	3.239187893	3.277456387	3.259218286	3.235773962	3.210192645	3.212800649	3.191788995	3.16701001	3.204832783	3.176417218	3.144371841	3.137365407	3.089015541	3.06237802	3.011254245	2.947591831	2.831431294	2.712143814	2.577262543	2.442656002	2.265384888	2.124665851	1.849991213	1.641375624	1.488148186	1.330268456	1.189546734	1.131982271	1.040714127	1.02817388	0.9653574025	1.009139917	0.6971215827	0.6596787031	0.5901348596	0.534109314	0.4977375714	0.4687479001	0.4255346331	0.3997337864	0.372293389	0.3514896942	0.3311039349	0.3116220944	0.2952261705	0.2840523924	0.2687913198	0.2548238105	0.2466471942	0.2355427679	0.2248109155	0.2166161053	0.2063765726	0.1975046316	0.1895603757	0.1825072268	0.1735181162	0.1670607731	0.1606999435	0.1554359584	0.1488989889	0.14222312	0.1370352854	0.1321844884	0.1282760684	0.1249401283	0.1212398859	0.1175224744	0.1187989354	0.1108703898	0.1052543496	0.1002949323	0.09447755918	0.08962849764	0.08469652954	0.0817303253	0.07959729515	0.08125391675	0.08233488844	0.08286367776	0.08219423952	0.08019944594	0.07873033433	0.0772118772	0.07565612058	0.07202060734	0.06956587742	0.06690252768	0.06510452087	0.06431392541	0.064523963	0.06341813046	0.06190459531	0.05873451002	0.0568281986	0.05091599433	0.04493611822	0.03961481068	0.03277775211	0.02467767786	0.01496277222	0.005524734869	0.0001242946856	-0.009070822453	-0.01803513651	-0.02547923651	-0.03339418478	-0.0312106718	-0.0180734039	-0.005467764925	0.007437211189	0.02155851518	0.03590642313	0.04357559619	0.0491867745	
1077777	2.523899511	2.619279398	2.697280557	2.765406114	2.8478796	2.905580671	2.963052978	3.010393911	3.048234843	3.085224382	3.122611253	3.150833878	3.172760313	3.227397328	3.249587523	3.281119536	3.300015219	3.315049741	3.335579092	3.356717802	3.380336919	3.378128166	3.386841878	3.395684306	3.412317765	3.411370358	3.422750823	3.421549702	3.44315669	3.46693356	3.462466524	3.47283166	3.483431323	3.480388687	3.485245932	3.502304887	3.443167186	3.445561386	3.434943988	3.413413953	3.407574958	3.38665157	3.350310468	3.329839081	3.310954548	3.286813316	3.287755332	3.26907811	3.27408497	3.273432163	3.275213445	3.231266938	3.267443265	3.247922773	3.224088518	3.198571798	3.201383603	3.17971094	3.154078675	3.193622369	3.165654568	3.135130438	3.13034329	3.083545178	3.057424128	3.006120912	2.942109087	2.828010643	2.707835861	2.574529508	2.437651203	2.262061046	2.120151785	1.84291802	1.634317738	1.478659346	1.320731379	1.17813102	1.120977096	1.029252768	1.013461205	0.9520926912	0.9958277099	0.7117740887	0.6437609953	0.5909131263	0.5287393625	0.4935412923	0.4615752849	0.4316964822	0.3917705525	0.3769302907	0.3494477803	0.3311012767	0.3084038825	0.2993025545	0.2828313127	0.2687889561	0.255711065	0.245578096	0.2347420636	0.2255346529	0.2153771941	0.2070645753	0.1975851179	0.1905784384	0.1820339005	0.1740293111	0.1676135959	0.1602458964	0.1546546485	0.149433819	0.141465899	0.1375808383	0.1327017147	0.1282739514	0.12469918	0.1215759628	0.1174657796	0.1180684206	0.1105300565	0.1055761214	0.09965209811	0.09509637772	0.08936346279	0.08469447618	0.08120061506	0.07968032235	0.08121023243	0.08237373123	0.08335221106	0.08215096109	0.08023753715	0.07868647162	0.07698093122	0.0757990679	0.07201744772	0.06981503438	0.06730374524	0.0649043797	0.06435627352	0.06483610596	0.06432129723	0.0621672962	0.05934489619	0.05670103423	0.05098711622	0.04532192289	0.03961094272	0.03206549649	0.02507650764	0.01598188727	0.006939083604	0.0008375976209	-0.009781380064	-0.01735584041	-0.0258453081	-0.032158222	-0.03160630677	-0.01860061848	-0.007705678309	0.007121402927	0.02155300772	0.03574867455	0.04356973058	0.04999649439	
1078026	2.543537853	2.632566513	2.720930231	2.784376287	2.860605636	2.920029163	2.976675902	3.024128383	3.05376379	3.087531572	3.1223107	3.147597041	3.162162798	3.214003061	3.233371627	3.263388051	3.278514774	3.293269269	3.313882785	3.332811244	3.356813077	3.35769569	3.367935699	3.3784163	3.396809223	3.399770545	3.41355966	3.417572364	3.442184365	3.469160157	3.467147089	3.481095198	3.493559256	3.492648214	3.498856124	3.518762247	3.414454561	3.416797689	3.406715666	3.386851525	3.382591522	3.364980302	3.331483189	3.313753917	3.297822116	3.276935421	3.281023557	3.268018672	3.277304175	3.28193168	3.28817088	3.247290228	3.285770787	3.266503482	3.242490237	3.215952003	3.216786352	3.191788506	3.164199633	3.200945455	3.170174302	3.137104527	3.129946935	3.081447873	3.053380231	3.001044678	2.935799625	2.819363246	2.69727432	2.564734917	2.429589514	2.252727061	2.111737542	1.838189444	1.629371146	1.474797646	1.320588881	1.180503377	1.123067134	1.033719625	1.020342859	0.9568769364	1.00264521	0.7261797061	0.6509549801	0.6027517643	0.5386310221	0.5065633949	0.4651621598	0.4316968523	0.3970763512	0.379249327	0.3535259172	0.3346392523	0.3130672183	0.2978574761	0.2840507987	0.2676041862	0.2589370509	0.2484138309	0.2371398623	0.2263497055	0.2174507368	0.2075848486	0.1980568661	0.1894783166	0.1828992395	0.174467198	0.1674664952	0.1610066214	0.1562142323	0.1491611507	0.1421550979	0.1373241872	0.132702234	0.129037621	0.1248809248	0.1213521032	0.1174663228	0.117861584	0.1109205036	0.1058641283	0.09983328362	0.09536789896	0.08928822341	0.08516002929	0.0813624207	0.08035783641	0.08125228722	0.08245606204	0.08312156177	0.08166683596	0.0805307899	0.07876931894	0.07745806807	0.07621828062	0.072312821	0.06932809445	0.06797537782	0.0651921008	0.06462063319	0.06529339442	0.06420855694	0.06216822343	0.05956767932	0.05687828592	0.05122843227	0.04557437872	0.04013774122	0.03322571737	0.02496404081	0.01617136865	0.00678637857	0.001358970042	-0.008805922722	-0.01803861643	-0.0239001534	-0.03256918161	-0.02982257503	-0.01619907564	-0.004893490616	0.006799038394	0.02334187512	0.03590185685	0.04417979347	0.05226478566	
1078276	2.520145404	2.621043047	2.697280557	2.760978886	2.84101155	2.901877285	2.959266103	3.007504971	3.039037322	3.076327441	3.111012881	3.137086442	3.157981971	3.211275103	3.233792166	3.265679901	3.285853415	3.303741171	3.32509023	3.348650236	3.37386233	3.374160641	3.384585814	3.393779217	3.409311377	3.408925019	3.41954436	3.419338307	3.439529668	3.463434495	3.459292079	3.470842025	3.482703848	3.47915202	3.483885902	3.499856642	3.437387762	3.43835413	3.427945906	3.407735462	3.402652366	3.383663442	3.349214385	3.32997456	3.314046218	3.292455984	3.295610955	3.280496799	3.288433191	3.290915451	3.295392101	3.252792788	3.289470984	3.269910691	3.244374026	3.217220826	3.21700757	3.192448924	3.164502081	3.198055093	3.168963083	3.134442855	3.125976822	3.076884719	3.047759761	2.993265451	2.928234529	2.812824078	2.692264935	2.558183065	2.425621119	2.251639272	2.112148059	1.83907235	1.63160716	1.478162212	1.324304774	1.184692701	1.129188038	1.040713196	1.026767274	0.9659677258	1.012556852	0.7261714366	0.6494374537	0.6162154807	0.5493519861	0.4933242545	0.4687437456	0.4285775737	0.4023929839	0.3769302907	0.3535252526	0.3311012767	0.3116193168	0.2977710668	0.2841395711	0.2709759436	0.2578616027	0.2476206883	0.2381187142	0.2256236103	0.2167881961	0.2083592323	0.1986931512	0.1911688879	0.1825833133	0.1740293111	0.1689098527	0.1606259981	0.1554342313	0.1500978848	0.1429098301	0.1378068585	0.1323064655	0.1288425213	0.1247569813	0.1215759628	0.1175203016	0.1194721337	0.1103866272	0.1062375288	0.0998821352	0.09492160984	0.09005868132	0.08490438933	0.08103929547	0.08004008137	0.08085693574	0.08310865197	0.08335221106	0.08200289246	0.08119678038	0.07872754877	0.07698093122	0.0761330174	0.07157561337	0.07000675676	0.06758648099	0.06549503262	0.06460256959	0.0654035148	0.06436965943	0.06206731396	0.059515381	0.05728287888	0.0512826039	0.04532192289	0.03961094272	0.03300820783	0.02600323178	0.01567900611	0.007255326637	0.0004044796499	-0.008058930399	-0.01719673903	-0.02434845857	-0.03257047695	-0.02933509035	-0.01813094196	-0.00605160753	0.007539591899	0.02168452633	0.03443781181	0.04478683085	0.05190170995	
1078526	2.531823676	2.62591199	2.705502552	2.773770042	2.851377779	2.91258644	2.970517924	3.01870559	3.051919514	3.087215643	3.120822607	3.148135832	3.161913485	3.21648981	3.237525211	3.269277464	3.28410607	3.301321698	3.320297438	3.339618262	3.362765064	3.360447733	3.368164912	3.376613625	3.391524499	3.392047465	3.40367962	3.404917502	3.429471588	3.453844013	3.453333119	3.466006622	3.478890377	3.477297483	3.482403929	3.500711558	3.447990466	3.448685086	3.437266495	3.415227442	3.409395756	3.389082913	3.353464932	3.332715116	3.315062142	3.291673517	3.292817837	3.275693575	3.282101262	3.282524771	3.286249374	3.243557934	3.280527404	3.262166894	3.239173407	3.213793195	3.217241291	3.195786466	3.171270651	3.209137073	3.182101865	3.150049237	3.14539333	3.098258101	3.070368156	3.018991555	2.954406278	2.837130739	2.714256253	2.580401823	2.444541442	2.267504022	2.125343374	1.849674672	1.640962944	1.48508671	1.32826338	1.188381785	1.131009986	1.040993211	1.02800224	0.9648615462	1.008954182	0.7114871449	0.6596476934	0.5925073976	0.5439835556	0.5023699171	0.4579851926	0.428654125	0.3943895839	0.3791787285	0.353524588	0.3309582108	0.3113772781	0.2977702749	0.281431935	0.2697899918	0.2577687872	0.2466449956	0.2370488504	0.2232683188	0.2165260722	0.206893802	0.1991639926	0.1904171648	0.1817990694	0.1743144996	0.1665763439	0.1601012868	0.1553637511	0.1494922175	0.1417764695	0.1367426003	0.1328485029	0.1284080762	0.1249377804	0.1215771325	0.1181623803	0.1193653862	0.1107245709	0.1056260597	0.09988160591	0.0946982178	0.08962589112	0.0847392093	0.08131765024	0.07983840844	0.08120968921	0.08252627412	0.08316091856	0.082379525	0.07967574667	0.07905866602	0.07716668151	0.07632040403	0.07157482341	0.06996226173	0.06709222828	0.06529734616	0.06426372981	0.06472421227	0.06436877595	0.06173353877	0.05912210073	0.0572819357	0.05109643558	0.04596200397	0.03940507338	0.03277277783	0.02478607566	0.0153177698	0.006260017111	0.0001679923375	-0.009118886489	-0.01763526702	-0.02548534493	-0.03257177232	-0.03072854005	-0.01761047252	-0.006711784792	0.008280478273	0.02278720679	0.03589881247	0.04295957505	0.05063020257	
1078777	2.510558837	2.601624737	2.692078988	2.757457613	2.839106882	2.900228075	2.957827231	3.012470167	3.044162303	3.08456867	3.122903831	3.15272428	3.178932689	3.233556667	3.25816801	3.29204118	3.310030486	3.328011642	3.346847031	3.365665893	3.387629087	3.383907428	3.389330882	3.395370602	3.407307568	3.405232288	3.413478272	3.412753616	3.433088768	3.456797207	3.451811956	3.462257165	3.474086767	3.4708684	3.475663022	3.494895212	3.455613912	3.457471727	3.44544719	3.42312447	3.415667182	3.393950388	3.356346181	3.333701891	3.314884395	3.289632708	3.289770458	3.271788615	3.276538083	3.276449226	3.278147677	3.233915938	3.268930348	3.249157474	3.223230403	3.197206371	3.198303249	3.17594767	3.150205804	3.18823779	3.160938392	3.130328649	3.125866473	3.080320956	3.054794968	3.00291488	2.940974355	2.826778294	2.706541842	2.573368237	2.438184252	2.2628031	2.121617379	1.846384073	1.635400709	1.481578826	1.323206448	1.180096834	1.122368671	1.03081254	1.016985619	0.952583963	0.9953072598	0.7114623346	0.6452405809	0.5968174265	0.5390335233	0.497948265	0.454286926	0.4286530147	0.4023846463	0.3745702054	0.3534094432	0.3346359292	0.3100091449	0.2963209826	0.2826496674	0.2652294553	0.2578591511	0.2465520657	0.2353583239	0.2271617626	0.215112631	0.2074973458	0.1980538315	0.1895562051	0.181482478	0.1738754902	0.1675373584	0.1613843677	0.1541578745	0.1496954593	0.142774861	0.1370314809	0.1313665261	0.127972415	0.1248785768	0.1210670806	0.117837527	0.118587414	0.1109181556	0.1058117208	0.1003726548	0.09496794083	0.08945496827	0.08485709604	0.08193161192	0.0792759034	0.08140545873	0.08256562464	0.08328077682	0.08229634487	0.08015340026	0.07887013553	0.07712295056	0.07594202025	0.07152920002	0.06962022244	0.06689558728	0.06518804147	0.06430695318	0.06492625744	0.0641073974	0.06216358703	0.05911925315	0.05646802846	0.05151912533	0.0452045888	0.04036880161	0.03239534805	0.02495900644	0.01574869465	0.006410366437	0.0009695339781	-0.006962858377	-0.01549175855	-0.02471474559	-0.03340454762	-0.03119626933	-0.01704035519	-0.006137761831	0.008802412307	0.02291478735	0.03574258547	0.04389918871	0.05098701668	
1079027	2.502686847	2.593682476	2.680887078	2.750426463	2.826873507	2.886880314	2.950781148	3.00128888	3.034247378	3.074333487	3.11339098	3.14193563	3.164622261	3.22103309	3.248121064	3.277688641	3.295991589	3.312475538	3.332578185	3.352127497	3.376180598	3.372600899	3.378617594	3.38582309	3.39901066	3.397498499	3.405457759	3.405336779	3.426493762	3.449791746	3.445083485	3.455309753	3.465240297	3.463779539	3.469091795	3.487616442	3.432575492	3.434412216	3.42401875	3.402501999	3.397876987	3.378480742	3.343461015	3.323602214	3.306408989	3.283907335	3.286208726	3.270598639	3.278446428	3.281801523	3.286630143	3.245702432	3.283607403	3.265751143	3.241902818	3.215848515	3.216824324	3.192155224	3.165177856	3.200019018	3.170213528	3.137648871	3.130805542	3.082873031	3.055912649	3.002453685	2.937385845	2.82145509	2.69980208	2.56624731	2.432488403	2.256955582	2.115640339	1.842600682	1.636279827	1.481802189	1.328021557	1.188632153	1.1329493	1.043905143	1.029832934	0.9683639199	1.01289059	0.7289814101	0.6683345802	0.5841659083	0.5390248128	0.4937489908	0.4577669594	0.4348585359	0.3944062831	0.3746047044	0.3535206	0.3293638972	0.3114536222	0.2977655227	0.281518907	0.2697864456	0.256874632	0.2456668661	0.2346483935	0.2263459325	0.2151984091	0.2068908767	0.1986889026	0.1894741457	0.1824238676	0.1730751432	0.1670541846	0.1604785474	0.1547217371	0.149293525	0.1418401754	0.136868415	0.1326360937	0.1278362238	0.1249927496	0.1208954446	0.1170881416	0.1186869173	0.1109167466	0.105810479	0.1005191206	0.09429776456	0.08919044725	0.08490079544	0.08062563989	0.07983528017	0.08100902059	0.08248226352	0.08300717032	0.08233490981	0.08000511443	0.07890911441	0.07782513674	0.07602441964	0.07133629467	0.06946992003	0.06723669783	0.06514059994	0.06414968609	0.06539719066	0.06382915455	0.06157792394	0.0589459278	0.0569236513	0.05098044384	0.04562410551	0.03945730313	0.03282542741	0.0255346892	0.01610572071	0.005882843934	0.0004458439248	-0.008730516168	-0.01804789754	-0.02545815441	-0.03299605063	-0.02929452091	-0.01756635773	-0.006061260888	0.007003628667	0.02333085877	0.03646934652	0.04416806074	0.04998624205	
1079277	2.510561114	2.59541917	2.691673672	2.753942825	2.832987259	2.891587868	2.95456851	3.007504971	3.042713793	3.079622334	3.116362606	3.146787342	3.166103757	3.220358274	3.245845598	3.277298184	3.294083248	3.313432272	3.337521274	3.358687397	3.385144513	3.385968349	3.395215141	3.40440904	3.418752847	3.419604974	3.428302213	3.427799441	3.447761021	3.469859484	3.464688006	3.473514779	3.482782342	3.477606723	3.480923158	3.49648731	3.452937563	3.456691568	3.446862048	3.425487206	3.419743782	3.398870362	3.361294697	3.339280383	3.320236459	3.295322741	3.295266711	3.277219846	3.283459874	3.284227347	3.28697419	3.243426953	3.279734376	3.26022612	3.235810856	3.208683396	3.208739657	3.185306065	3.158815541	3.194645321	3.164807115	3.133080318	3.126221135	3.078381221	3.05286783	3.000505803	2.936768482	2.823188249	2.70415345	2.571195494	2.436686317	2.262408531	2.12338608	1.847777141	1.639539379	1.485536033	1.329787762	1.186815474	1.12849014	1.038529988	1.02387332	0.9606790892	1.006057895	0.7202769768	0.6452653909	0.5917111512	0.5345096685	0.4891335783	0.4615752849	0.4317373469	0.3997307542	0.3768945346	0.3514294499	0.3310301075	0.3099308915	0.2978566842	0.2800322772	0.2687889561	0.2587525634	0.2446021292	0.2347420636	0.2262604081	0.218025324	0.2069794462	0.1991645995	0.19014874	0.1814062408	0.1738775438	0.1667248413	0.1605539797	0.1549393063	0.1493655379	0.1420214368	0.1363240376	0.1329729655	0.127585549	0.125235107	0.1203909632	0.1176838283	0.1183768133	0.1105300565	0.1058133764	0.1002928153	0.09462027394	0.08955062653	0.08490438933	0.08111297528	0.07968032235	0.08156352545	0.08256769413	0.08305195584	0.0819622952	0.08005050327	0.0789550549	0.07702246458	0.0757990679	0.07172288606	0.06985876483	0.06679376185	0.0650394258	0.06395529111	0.06499399342	0.06436965943	0.06223374831	0.05883348533	0.05640137503	0.05107757254	0.04518411711	0.03998986993	0.03310754279	0.02421220988	0.01549063765	0.005890728206	0.000453937144	-0.008990788295	-0.01834978129	-0.02507115409	-0.0338144544	-0.02984845132	-0.01813094196	-0.007208011123	0.007431600267	0.02278858375	0.03648000282	0.04356973058	0.05063166708	
1079527	2.493131892	2.585745646	2.672715485	2.742121949	2.820773509	2.892216141	2.956916617	3.000028525	3.033528944	3.074030904	3.108045522	3.136016552	3.153305073	3.209683376	3.229222198	3.261662099	3.277125504	3.294073493	3.314324127	3.333661246	3.357721561	3.357804259	3.366021686	3.375125376	3.389326324	3.389419711	3.400911112	3.400708618	3.423449244	3.447513273	3.443716887	3.454412491	3.464900865	3.460955451	3.464667178	3.482157148	3.455833261	3.457375859	3.446609244	3.425241483	3.420657811	3.401728715	3.366153863	3.345902631	3.329182478	3.305290104	3.306026347	3.288326559	3.293839003	3.294243602	3.296889707	3.252792788	3.288148233	3.268273764	3.242939014	3.215951865	3.215799192	3.191918065	3.165914035	3.202069561	3.173789185	3.14195242	3.136480042	3.090630256	3.065087273	3.014644826	2.952215227	2.838644947	2.719245272	2.586329582	2.451177021	2.277157903	2.134438736	1.860620521	1.65095786	1.495718934	1.34107108	1.199570993	1.142075295	1.050303735	1.03768231	0.973356968	1.015275619	0.7086659382	0.652466113	0.6035630117	0.5291441412	0.4935412923	0.4579862313	0.4286544951	0.3997378228	0.3745736758	0.3535252526	0.3363728171	0.3115389318	0.2950499783	0.2826517926	0.2675112274	0.2558037981	0.2484133912	0.2372295289	0.2254456612	0.2161263279	0.2062040988	0.198610391	0.19014874	0.1817995529	0.1740293111	0.1671322771	0.1605539797	0.1542999285	0.1493655379	0.1428433183	0.1368074152	0.1325777347	0.1280196036	0.1253586667	0.1203347839	0.1177344975	0.1183236282	0.1109715508	0.1057630329	0.1000134187	0.09492160984	0.08926985386	0.08502382982	0.08152327377	0.07963776807	0.08171942529	0.08248588527	0.08316152148	0.08215096109	0.08026161099	0.07924579484	0.07712588764	0.07588363915	0.07138508728	0.06971077837	0.06758648099	0.06479753005	0.06395529111	0.06483610596	0.0644832963	0.06195088697	0.05888486359	0.05685977521	0.05078212863	0.04498944623	0.03946407302	0.03208362155	0.02415351946	0.01550721257	0.005944925315	0.001357813988	-0.009654264206	-0.01838170064	-0.02624105383	-0.03257047695	-0.03075179916	-0.01813094196	-0.007208011123	0.008065665419	0.02073817789	0.03620380413	0.04218487001	0.04918091685	
1079778	2.549406691	2.624580903	2.715267389	2.778623379	2.854451473	2.91197241	2.973392074	3.022867933	3.056338578	3.095141742	3.132740816	3.159214315	3.179430433	3.23469767	3.260875603	3.292041411	3.30915261	3.32557926	3.34547449	3.364679529	3.387360983	3.386072927	3.395977091	3.403969591	3.417835354	3.417433649	3.428302213	3.428721535	3.449445849	3.472504387	3.46718303	3.476023766	3.485434503	3.480752059	3.483885902	3.500525622	3.436426158	3.441101058	3.433029954	3.413413953	3.408149663	3.388147949	3.351864799	3.330692593	3.311793414	3.287508566	3.287496692	3.269881081	3.275523806	3.276404878	3.279297463	3.235629063	3.270811817	3.251006983	3.225465868	3.19902686	3.200309223	3.178029662	3.154567225	3.193564541	3.168014527	3.140274694	3.136900492	3.092475774	3.069683242	3.019608758	2.958063153	2.844808184	2.725339491	2.591354776	2.457658954	2.281193296	2.138475091	1.863977644	1.653474447	1.499012937	1.343700326	1.19942091	1.142745432	1.053837524	1.037813861	0.9760687869	1.018363217	0.7377824752	0.6683779995	0.5917111512	0.5444106637	0.4975105447	0.4651611211	0.4317373469	0.4023982818	0.3791795961	0.3595267526	0.3311012767	0.3116193168	0.2977710668	0.2828313127	0.2698823004	0.2589364381	0.2484133912	0.2372295289	0.2255346529	0.2167881961	0.2070645753	0.2003557768	0.19108861	0.1820339005	0.1742391501	0.1680210731	0.1605539797	0.1561438286	0.1496975845	0.1429098301	0.1381613898	0.1320972462	0.128722861	0.125235107	0.1219160035	0.1181121626	0.1189510969	0.1110635241	0.1057630329	0.1000627914	0.09509637772	0.09001191866	0.08481390566	0.08144955188	0.08004008137	0.08164651332	0.08267985758	0.08377409484	0.08181422657	0.08057085468	0.07899611655	0.07735389159	0.07615627668	0.07191340308	0.07009419557	0.06718180997	0.06519128898	0.06409282914	0.06538620578	0.06446637033	0.06221728014	0.05861163901	0.05777641801	0.05004145647	0.04518411711	0.03998986993	0.03257521368	0.02583105815	0.01549063765	0.006369464075	0.0005528291731	-0.009922429152	-0.01822216095	-0.02582801313	-0.03257331047	-0.0308008159	-0.01719175436	-0.00679093892	0.007539591899	0.02320875111	0.03617656429	0.04478683085	0.05144741093	
1080027	2.491092636	2.596784454	2.672715471	2.738617888	2.819627077	2.881554081	2.938166135	2.987625331	3.028423386	3.061180988	3.103905347	3.134138874	3.158718931	3.214001883	3.239181328	3.271962083	3.293006758	3.308581251	3.331962218	3.351840817	3.375801002	3.374760818	3.382892832	3.391436327	3.406688145	3.404844055	3.414791814	3.413078627	3.432994152	3.453594389	3.447149658	3.457270561	3.465867918	3.461443099	3.465187827	3.480518453	3.444722163	3.445664919	3.43363422	3.411013706	3.404801329	3.383707957	3.347203281	3.325664995	3.307599559	3.284038073	3.284105928	3.267509045	3.273190476	3.274280045	3.277211417	3.234819725	3.271343356	3.252452028	3.229402994	3.203859065	3.205886462	3.184408222	3.158476504	3.195568368	3.167650812	3.136765594	3.131818875	3.08474316	3.057692716	3.005374875	2.941271175	2.824228496	2.702239279	2.568214825	2.431466678	2.256670732	2.114286226	1.841401516	1.634110335	1.48040978	1.326303298	1.185598967	1.128487647	1.038528359	1.022168628	0.9597601855	1.003495903	0.7086080459	0.6524226937	0.5976112991	0.5443903401	0.4933144479	0.4652665806	0.4410171207	0.394427475	0.3768884612	0.3555577786	0.3346339351	0.308480635	0.2978511402	0.2828275934	0.2686007334	0.2589321477	0.2456668661	0.2364273573	0.225620309	0.2166099109	0.2069760334	0.1987716382	0.1901450904	0.1824238676	0.1745388996	0.167609403	0.1618350161	0.1559259846	0.1497621188	0.1424623077	0.1370943723	0.132698079	0.1286593127	0.1249927496	0.1211215547	0.1178358971	0.119202881	0.1103721275	0.1065581774	0.100190386	0.09509317387	0.09008411766	0.08511069757	0.08188638927	0.08035366548	0.08136232335	0.08287019873	0.08338854039	0.08233490981	0.08029771528	0.07913660316	0.07720380032	0.07621251773	0.07205515106	0.07028049956	0.06762474595	0.06583809465	0.06439600225	0.0652393032	0.06426674569	0.06212726949	0.05916777412	0.05798161912	0.05085036782	0.04570509044	0.03960417283	0.03337570943	0.02512809634	0.0166543175	0.007247442365	0.0007800824878	-0.009125775864	-0.01624262335	-0.02394414985	-0.03216437062	-0.02890445427	-0.01714894647	-0.004904522881	0.007003628667	0.0241464657	0.03588967838	0.04433578649	0.05225306885	
